P_kPa,n,raw_r2,log_r2,mape
17000.0,462,0.9100873495693248,0.8972773273750386,27.653540443700408
18000.0,462,0.8578838295991386,0.8560001143293957,31.70018119223276
19000.0,462,0.7499693220943382,0.8161452153598564,35.98252352762235
20000.0,462,0.548320909746081,0.7828069246527847,42.68721685426258
21000.0,462,0.2592319578483143,0.7733787009538458,48.093830187016906
