split_tag,model,n_test,R2,RMSE,MAE,MAPE_pct,train_seconds,gpr_train_rows_used,n_test_with_tier1_correction,tier1_families_fitted,held_out_source
strategy4_fold=helical_coil_r123,HistGB,257,0.24120502676659017,68.92330432755284,49.51273413284539,25.79507578120556,2.1980621814727783,,,,helical_coil_r123
strategy4_fold=helical_coil_r123,PINN,257,-142030.32413448757,29819.196413887483,29819.091439688716,20192.377919316288,15.182732105255127,,,,helical_coil_r123
strategy4_fold=helical_coil_r123,GPR,257,-0.796708595801972,106.05781863973566,90.91084325181012,48.41663868963616,1.1141679286956787,800.0,,,helical_coil_r123
strategy4_fold=helical_coil_r123,Proposed_Hierarchy,257,0.24120502676659017,68.92330432755284,49.51273413284539,25.79507578120556,2.6163787841796875,,0.0,"pin_fin_pool_boiling,flat_heater_pool_boiling",helical_coil_r123
strategy4_fold=kaeri_nonuniform,ANN,888,-0.17757154820918153,2562.6285199842937,2116.6888846459033,165.01452291565988,11.611659049987793,,,,kaeri_nonuniform
strategy4_fold=kaeri_nonuniform,RandomForest,888,0.23541011680097723,2064.9344834349786,1542.6873037703956,97.0244933230541,11.391165018081665,,,,kaeri_nonuniform
strategy4_fold=kaeri_nonuniform,HistGB,888,0.3525763666560918,1900.1429626426125,1606.4725645649717,114.71110139795422,2.1979880332946777,,,,kaeri_nonuniform
strategy4_fold=kaeri_nonuniform,PINN,888,-0.3370826417378334,2730.682006359523,2186.7849559699357,146.7060926706172,16.924014806747437,,,,kaeri_nonuniform
strategy4_fold=kaeri_nonuniform,GPR,888,0.058158212976276547,2291.822510126565,1642.413106861784,104.95463269927382,1.1278338432312012,800.0,,,kaeri_nonuniform
strategy4_fold=kaeri_nonuniform,Proposed_Hierarchy,888,0.3525763666560918,1900.1429626426125,1606.4725645649717,114.71110139795422,3.398437261581421,,0.0,"pin_fin_pool_boiling,helical_coil,flat_heater_pool_boiling",kaeri_nonuniform
strategy4_fold=kaeri_uniform,ANN,651,0.8530553027528722,564.1560309889016,340.4331379587733,21.513600569870334,8.071451187133789,,,,kaeri_uniform
strategy4_fold=kaeri_uniform,RandomForest,651,0.8216054429451294,621.6029628181178,393.89659643005496,17.491723293012257,11.868536710739136,,,,kaeri_uniform
strategy4_fold=kaeri_uniform,HistGB,651,0.812850945959194,636.6725036866231,424.3717778700319,18.32000429803296,2.1924867630004883,,,,kaeri_uniform
strategy4_fold=kaeri_uniform,PINN,651,0.7618088363637932,718.265652695243,433.653070734662,33.10492114538491,9.911803245544434,,,,kaeri_uniform
