P,G,X,CHF,grid_base_proxy,grid_base_final
1000.0,300.0,-0.1,4793.0,4929.666666666666,4929.666666666666
1000.0,300.0,-0.05,4140.0,4353.333333333334,4353.333333333334
1000.0,300.0,0.0,4013.0,3996.333333333334,3996.333333333334
1000.0,300.0,0.05,3901.0,3630.0,3630.0
1000.0,300.0,0.1,3685.0,3327.3333333333335,3327.3333333333335
1000.0,300.0,0.15,3471.0,3044.0,3044.0
1000.0,300.0,0.2,3372.0,2806.0,2806.0
1000.0,300.0,0.25,3276.0,2559.3333333333335,2559.3333333333335
1000.0,300.0,0.3,3172.0,2339.666666666667,2339.666666666667
1000.0,300.0,0.35,2993.0,2261.666666666667,2261.666666666667
1000.0,300.0,0.4,2871.0,2188.3333333333335,2188.3333333333335
1000.0,300.0,0.45,2766.0,2127.0,2127.0
1000.0,300.0,0.5,2594.0,2068.0,2068.0
1000.0,300.0,0.6,1727.0,1836.0,1836.0
1000.0,300.0,0.7,1302.0,1254.6666666666665,1254.6666666666665
1000.0,300.0,0.8,815.0,812.0,812.0
1000.0,300.0,0.9,514.0,529.3333333333334,529.3333333333334
1000.0,500.0,-0.5,12148.0,12284.0,12284.0
1000.0,500.0,-0.4,10478.0,10485.666666666668,10485.666666666668
1000.0,500.0,-0.3,8703.0,8858.666666666668,8858.666666666668
1000.0,500.0,-0.2,7200.0,7181.333333333334,7181.333333333334
1000.0,500.0,-0.15,6004.0,6179.0,6179.0
1000.0,500.0,-0.1,4837.0,5057.666666666667,5057.666666666667
1000.0,500.0,-0.05,4259.0,4534.0,4534.0
1000.0,500.0,0.0,4124.0,4254.0,4254.0
1000.0,500.0,0.05,4063.0,3951.3333333333335,3951.3333333333335
1000.0,500.0,0.1,3995.0,3634.0,3634.0
1000.0,500.0,0.15,3980.0,3282.666666666667,3282.666666666667
1000.0,500.0,0.2,3953.0,3030.0,3030.0
1000.0,500.0,0.25,3938.0,2746.333333333333,2746.333333333333
1000.0,500.0,0.3,3790.0,2539.666666666667,2539.666666666667
1000.0,500.0,0.35,3678.0,2459.333333333333,2459.333333333333
1000.0,500.0,0.4,3579.0,2396.333333333333,2396.333333333333
1000.0,500.0,0.45,3537.0,2298.666666666667,2298.666666666667
1000.0,500.0,0.5,3445.0,2235.6666666666665,2235.6666666666665
1000.0,500.0,0.6,1564.0,1905.3333333333333,1905.3333333333333
1000.0,500.0,0.7,1067.0,1083.3333333333335,1083.3333333333335
1000.0,500.0,0.8,649.0,687.0,687.0
1000.0,500.0,0.9,377.0,403.0,403.0
1000.0,750.0,-0.5,14675.0,14700.666666666668,14700.666666666668
1000.0,750.0,-0.4,12510.0,12513.666666666668,12513.666666666668
1000.0,750.0,-0.3,10033.0,10275.666666666668,10275.666666666668
1000.0,750.0,-0.2,7775.0,7696.0,7696.0
1000.0,750.0,-0.15,6255.0,6330.0,6330.0
1000.0,750.0,-0.1,4896.0,5122.666666666667,5122.666666666667
1000.0,750.0,-0.05,4378.0,4699.333333333334,4699.333333333334
1000.0,750.0,0.0,4337.0,4452.333333333334,4452.333333333334
1000.0,750.0,0.05,4228.0,4193.333333333334,4193.333333333334
1000.0,750.0,0.1,4200.0,3775.3333333333335,3775.3333333333335
1000.0,750.0,0.15,4162.0,3481.0,3481.0
1000.0,750.0,0.2,4083.0,3209.3333333333335,3209.3333333333335
1000.0,750.0,0.25,3997.0,2888.0,2888.0
1000.0,750.0,0.3,3851.0,2690.0,2690.0
1000.0,750.0,0.35,3810.0,2625.333333333333,2625.333333333333
1000.0,750.0,0.4,3473.0,2542.0,2542.0
1000.0,750.0,0.45,3291.0,2323.666666666667,2323.666666666667
1000.0,750.0,0.5,3102.0,2141.666666666667,2141.666666666667
1000.0,750.0,0.6,832.0,1105.3333333333333,1105.3333333333333
1000.0,750.0,0.7,623.0,733.3333333333334,733.3333333333334
1000.0,750.0,0.8,322.0,416.0,416.0
1000.0,750.0,0.9,213.0,215.66666666666669,215.66666666666669
1000.0,1000.0,-0.5,17023.0,16982.333333333336,16982.333333333336
1000.0,1000.0,-0.4,14042.0,14242.333333333336,14242.333333333336
1000.0,1000.0,-0.3,11114.0,11561.666666666668,11561.666666666668
1000.0,1000.0,-0.2,8024.0,8032.0,8032.0
1000.0,1000.0,-0.15,6275.0,6469.333333333334,6469.333333333334
1000.0,1000.0,-0.1,4978.0,5316.666666666667,5316.666666666667
1000.0,1000.0,-0.05,4804.0,4831.666666666667,4831.666666666667
1000.0,1000.0,0.0,4736.0,4641.666666666667,4641.666666666667
1000.0,1000.0,0.05,4616.0,4383.0,4383.0
1000.0,1000.0,0.1,4351.0,4008.3333333333335,4008.3333333333335
1000.0,1000.0,0.15,4177.0,3805.0,3805.0
1000.0,1000.0,0.2,4099.0,3617.666666666667,3617.666666666667
1000.0,1000.0,0.25,3998.0,3406.0,3406.0
1000.0,1000.0,0.3,3896.0,3154.333333333333,3154.333333333333
1000.0,1000.0,0.35,3708.0,2882.0,2882.0
1000.0,1000.0,0.4,3148.0,2464.666666666667,2464.666666666667
1000.0,1000.0,0.45,2620.0,2036.3333333333333,2036.3333333333333
1000.0,1000.0,0.5,1199.0,1703.0,1703.0
1000.0,1000.0,0.6,636.0,780.0,780.0
1000.0,1000.0,0.7,391.0,440.33333333333337,440.33333333333337
1000.0,1000.0,0.8,189.0,243.66666666666669,243.66666666666669
1000.0,1000.0,0.9,128.0,137.33333333333334,137.33333333333334
1000.0,1500.0,-0.5,20026.0,19941.0,19941.0
1000.0,1500.0,-0.4,16859.0,16639.666666666668,16639.666666666668
1000.0,1500.0,-0.3,13366.0,13392.333333333334,13392.333333333334
1000.0,1500.0,-0.2,9481.0,9382.0,9382.0
1000.0,1500.0,-0.15,7659.0,7631.666666666667,7631.666666666667
1000.0,1500.0,-0.1,6918.0,6755.333333333334,6755.333333333334
1000.0,1500.0,-0.05,6497.0,5946.0,5946.0
1000.0,1500.0,0.0,5831.0,5360.666666666667,5360.666666666667
1000.0,1500.0,0.05,5246.0,4730.333333333334,4730.333333333334
1000.0,1500.0,0.1,4610.0,4217.0,4217.0
1000.0,1500.0,0.15,4271.0,4041.0,4041.0
1000.0,1500.0,0.2,4057.0,3809.0,3809.0
1000.0,1500.0,0.25,3704.0,3688.0,3688.0
1000.0,1500.0,0.3,3655.0,3357.3333333333335,3357.3333333333335
1000.0,1500.0,0.35,3049.0,2878.3333333333335,2878.3333333333335
1000.0,1500.0,0.4,1601.0,1896.6666666666667,1896.6666666666667
1000.0,1500.0,0.45,1238.0,1338.3333333333335,1338.3333333333335
1000.0,1500.0,0.5,843.0,854.3333333333334,854.3333333333334
1000.0,1500.0,0.6,315.0,377.33333333333337,377.33333333333337
1000.0,1500.0,0.7,218.0,239.33333333333334,239.33333333333334
1000.0,1500.0,0.8,138.0,143.66666666666669,143.66666666666669
1000.0,1500.0,0.9,75.0,75.66666666666666,75.66666666666666
1000.0,2000.0,-0.5,22495.0,22181.333333333336,22181.333333333336
1000.0,2000.0,-0.4,18764.0,18627.666666666668,18627.666666666668
1000.0,2000.0,-0.3,14921.0,14923.333333333336,14923.333333333336
1000.0,2000.0,-0.2,10539.0,10389.0,10389.0
1000.0,2000.0,-0.15,9084.0,8734.666666666668,8734.666666666668
1000.0,2000.0,-0.1,7740.0,7866.666666666667,7866.666666666667
1000.0,2000.0,-0.05,6830.0,6551.666666666667,6551.666666666667
1000.0,2000.0,0.0,6373.0,5765.0,5765.0
1000.0,2000.0,0.05,5480.0,4876.333333333334,4876.333333333334
1000.0,2000.0,0.1,4704.0,4316.666666666667,4316.666666666667
1000.0,2000.0,0.15,4407.0,4127.333333333334,4127.333333333334
1000.0,2000.0,0.2,3992.0,3917.0,3917.0
1000.0,2000.0,0.25,3596.0,3540.3333333333335,3540.3333333333335
1000.0,2000.0,0.3,3330.0,3138.0,3138.0
1000.0,2000.0,0.35,1957.0,2242.0,2242.0
1000.0,2000.0,0.4,1122.0,1195.6666666666667,1195.6666666666667
1000.0,2000.0,0.45,873.0,945.3333333333334,945.3333333333334
1000.0,2000.0,0.5,624.0,629.3333333333334,629.3333333333334
1000.0,2000.0,0.6,268.0,312.66666666666663,312.66666666666663
1000.0,2000.0,0.7,155.0,153.33333333333334,153.33333333333334
1000.0,2000.0,0.8,90.0,91.66666666666667,91.66666666666667
1000.0,2000.0,0.9,46.0,48.66666666666667,48.66666666666667
1000.0,2500.0,-0.5,24717.0,24520.333333333336,24520.333333333336
1000.0,2500.0,-0.4,20601.0,20340.0,20340.0
1000.0,2500.0,-0.3,16332.0,16365.0,16365.0
1000.0,2500.0,-0.2,11001.0,10887.666666666668,10887.666666666668
1000.0,2500.0,-0.15,9794.0,9228.333333333334,9228.333333333334
1000.0,2500.0,-0.1,8318.0,8115.333333333334,8115.333333333334
1000.0,2500.0,-0.05,7090.0,6696.666666666667,6696.666666666667
1000.0,2500.0,0.0,6583.0,5832.666666666667,5832.666666666667
1000.0,2500.0,0.05,5633.0,4948.666666666667,4948.666666666667
1000.0,2500.0,0.1,4794.0,4342.666666666667,4342.666666666667
1000.0,2500.0,0.15,4338.0,4124.666666666667,4124.666666666667
1000.0,2500.0,0.2,3811.0,3836.0,3836.0
1000.0,2500.0,0.25,3566.0,3325.666666666667,3325.666666666667
1000.0,2500.0,0.3,2927.0,2874.0,2874.0
1000.0,2500.0,0.35,1197.0,1321.6666666666667,1321.6666666666667
1000.0,2500.0,0.4,1012.0,1085.0,1085.0
1000.0,2500.0,0.45,823.0,839.3333333333335,839.3333333333335
1000.0,2500.0,0.5,521.0,513.3333333333334,513.3333333333334
1000.0,2500.0,0.6,300.0,301.6666666666667,301.6666666666667
1000.0,2500.0,0.7,149.0,149.0,149.0
1000.0,2500.0,0.8,49.0,49.666666666666664,49.666666666666664
1000.0,2500.0,0.9,26.0,25.666666666666664,25.666666666666664
1000.0,3000.0,-0.5,26264.0,26146.333333333336,26146.333333333336
1000.0,3000.0,-0.4,22053.0,21827.0,21827.0
1000.0,3000.0,-0.3,17370.0,17454.0,17454.0
1000.0,3000.0,-0.2,11532.0,11202.0,11202.0
1000.0,3000.0,-0.15,10209.0,9472.666666666668,9472.666666666668
1000.0,3000.0,-0.1,8496.0,8286.666666666668,8286.666666666668
1000.0,3000.0,-0.05,7195.0,6645.666666666667,6645.666666666667
1000.0,3000.0,0.0,6673.0,5816.0,5816.0
1000.0,3000.0,0.05,5671.0,5016.666666666667,5016.666666666667
1000.0,3000.0,0.1,4871.0,4359.666666666667,4359.666666666667
1000.0,3000.0,0.15,4244.0,4059.333333333334,4059.333333333334
1000.0,3000.0,0.2,3718.0,3638.333333333334,3638.333333333334
1000.0,3000.0,0.25,3325.0,3106.666666666667,3106.666666666667
1000.0,3000.0,0.3,2007.0,2126.666666666667,2126.666666666667
1000.0,3000.0,0.35,977.0,1027.0,1027.0
1000.0,3000.0,0.4,895.0,914.6666666666667,914.6666666666667
1000.0,3000.0,0.45,701.0,709.0,709.0
1000.0,3000.0,0.5,583.0,571.3333333333334,571.3333333333334
1000.0,3000.0,0.6,313.0,314.33333333333337,314.33333333333337
1000.0,3000.0,0.7,168.0,166.0,166.0
1000.0,3000.0,0.8,59.0,58.333333333333336,58.333333333333336
1000.0,3000.0,0.9,24.0,23.666666666666668,23.666666666666668
1000.0,3500.0,-0.5,27894.0,27770.66666666667,27770.66666666667
1000.0,3500.0,-0.4,23473.0,23133.0,23133.0
1000.0,3500.0,-0.3,18245.0,18299.333333333336,18299.333333333336
1000.0,3500.0,-0.2,11516.0,11199.666666666668,11199.666666666668
1000.0,3500.0,-0.15,10075.0,9395.0,9395.0
1000.0,3500.0,-0.1,8480.0,8326.666666666668,8326.666666666668
1000.0,3500.0,-0.05,7278.0,6757.666666666668,6757.666666666668
1000.0,3500.0,0.0,6704.0,5941.666666666667,5941.666666666667
1000.0,3500.0,0.05,5714.0,5102.666666666667,5102.666666666667
1000.0,3500.0,0.1,4887.0,4342.0,4342.0
1000.0,3500.0,0.15,4229.0,3888.333333333334,3888.333333333334
1000.0,3500.0,0.2,3597.0,3480.666666666667,3480.666666666667
1000.0,3500.0,0.25,3109.0,2974.0,2974.0
1000.0,3500.0,0.3,1924.0,2038.3333333333335,2038.3333333333335
1000.0,3500.0,0.35,1223.0,1248.0,1248.0
1000.0,3500.0,0.4,919.0,925.6666666666667,925.6666666666667
1000.0,3500.0,0.45,831.0,829.6666666666667,829.6666666666667
1000.0,3500.0,0.5,690.0,686.3333333333334,686.3333333333334
1000.0,3500.0,0.6,431.0,427.33333333333337,427.33333333333337
1000.0,3500.0,0.7,247.0,237.33333333333334,237.33333333333334
1000.0,3500.0,0.8,80.0,79.0,79.0
1000.0,3500.0,0.9,33.0,32.0,32.0
1000.0,4000.0,-0.5,29406.0,29255.333333333336,29255.333333333336
1000.0,4000.0,-0.4,24586.0,24302.333333333336,24302.333333333336
1000.0,4000.0,-0.3,18990.0,18980.0,18980.0
1000.0,4000.0,-0.2,11029.0,11068.0,11068.0
1000.0,4000.0,-0.15,9419.0,9446.666666666668,9446.666666666668
1000.0,4000.0,-0.1,8550.0,8409.333333333334,8409.333333333334
1000.0,4000.0,-0.05,7359.0,7150.666666666667,7150.666666666667
1000.0,4000.0,0.0,6714.0,6273.0,6273.0
1000.0,4000.0,0.05,5752.0,5240.666666666667,5240.666666666667
1000.0,4000.0,0.1,4750.0,4336.333333333334,4336.333333333334
1000.0,4000.0,0.15,4075.0,3731.666666666667,3731.666666666667
1000.0,4000.0,0.2,3520.0,3283.3333333333335,3283.3333333333335
1000.0,4000.0,0.25,3031.0,2895.0,2895.0
1000.0,4000.0,0.3,2210.0,2182.3333333333335,2182.3333333333335
1000.0,4000.0,0.35,1620.0,1574.0,1574.0
1000.0,4000.0,0.4,1230.0,1226.0,1226.0
1000.0,4000.0,0.45,1090.0,1089.0,1089.0
1000.0,4000.0,0.5,890.0,912.0000000000001,912.0000000000001
1000.0,4000.0,0.6,545.0,556.6666666666667,556.6666666666667
1000.0,4000.0,0.7,300.0,286.6666666666667,286.6666666666667
1000.0,4000.0,0.8,101.0,100.0,100.0
1000.0,4000.0,0.9,40.0,39.333333333333336,39.333333333333336
1000.0,4500.0,-0.5,30773.0,30622.333333333336,30622.333333333336
1000.0,4500.0,-0.4,25743.0,25450.0,25450.0
1000.0,4500.0,-0.3,19791.0,19553.333333333336,19553.333333333336
1000.0,4500.0,-0.2,11226.0,11238.333333333334,11238.333333333334
1000.0,4500.0,-0.15,9952.0,9940.666666666668,9940.666666666668
1000.0,4500.0,-0.1,9143.0,8945.0,8945.0
1000.0,4500.0,-0.05,7572.0,7355.0,7355.0
1000.0,4500.0,0.0,6924.0,6524.333333333334,6524.333333333334
1000.0,4500.0,0.05,5778.0,5359.666666666667,5359.666666666667
1000.0,4500.0,0.1,4571.0,4357.0,4357.0
1000.0,4500.0,0.15,3881.0,3579.0,3579.0
1000.0,4500.0,0.2,3430.0,3225.3333333333335,3225.3333333333335
1000.0,4500.0,0.25,2986.0,2844.0,2844.0
1000.0,4500.0,0.3,2349.0,2261.0,2261.0
1000.0,4500.0,0.35,1805.0,1770.0000000000002,1770.0000000000002
1000.0,4500.0,0.4,1456.0,1439.6666666666667,1439.6666666666667
1000.0,4500.0,0.45,1249.0,1246.0,1246.0
1000.0,4500.0,0.5,1030.0,1022.6666666666667,1022.6666666666667
1000.0,4500.0,0.6,629.0,625.6666666666667,625.6666666666667
1000.0,4500.0,0.7,331.0,323.33333333333337,323.33333333333337
1000.0,4500.0,0.8,122.0,122.33333333333334,122.33333333333334
1000.0,4500.0,0.9,51.0,51.66666666666667,51.66666666666667
1000.0,5000.0,-0.5,31994.0,31796.66666666667,31796.66666666667
1000.0,5000.0,-0.4,26863.0,26441.66666666667,26441.66666666667
1000.0,5000.0,-0.3,20592.0,20181.333333333336,20181.333333333336
1000.0,5000.0,-0.2,12193.0,11879.0,11879.0
1000.0,5000.0,-0.15,10358.0,10260.0,10260.0
1000.0,5000.0,-0.1,9185.0,9151.0,9151.0
1000.0,5000.0,-0.05,7623.0,7422.0,7422.0
1000.0,5000.0,0.0,6934.0,6664.333333333334,6664.333333333334
1000.0,5000.0,0.05,5919.0,5440.333333333334,5440.333333333334
1000.0,5000.0,0.1,4492.0,4351.0,4351.0
1000.0,5000.0,0.15,3722.0,3480.333333333334,3480.333333333334
1000.0,5000.0,0.2,3317.0,3139.666666666667,3139.666666666667
1000.0,5000.0,0.25,2924.0,2789.0,2789.0
1000.0,5000.0,0.3,2357.0,2283.0,2283.0
1000.0,5000.0,0.35,1874.0,1839.6666666666667,1839.6666666666667
1000.0,5000.0,0.4,1562.0,1549.0000000000002,1549.0000000000002
1000.0,5000.0,0.45,1337.0,1322.0,1322.0
1000.0,5000.0,0.5,1109.0,1100.3333333333335,1100.3333333333335
1000.0,5000.0,0.6,703.0,699.3333333333334,699.3333333333334
1000.0,5000.0,0.7,372.0,372.0,372.0
1000.0,5000.0,0.8,146.0,146.66666666666669,146.66666666666669
1000.0,5000.0,0.9,64.0,65.33333333333334,65.33333333333334
1000.0,5500.0,-0.5,33271.0,33156.66666666667,33156.66666666667
1000.0,5500.0,-0.4,27872.0,27492.666666666668,27492.666666666668
1000.0,5500.0,-0.3,21588.0,21183.333333333336,21183.333333333336
1000.0,5500.0,-0.2,13122.0,12719.666666666668,12719.666666666668
1000.0,5500.0,-0.15,10898.0,10674.666666666668,10674.666666666668
1000.0,5500.0,-0.1,9280.0,9227.0,9227.0
1000.0,5500.0,-0.05,7551.0,7488.666666666668,7488.666666666668
1000.0,5500.0,0.0,6744.0,6486.333333333334,6486.333333333334
1000.0,5500.0,0.05,6006.0,5534.333333333334,5534.333333333334
1000.0,5500.0,0.1,4590.0,4355.0,4355.0
1000.0,5500.0,0.15,3694.0,3440.0,3440.0
1000.0,5500.0,0.2,3272.0,3108.0,3108.0
1000.0,5500.0,0.25,2887.0,2760.0,2760.0
1000.0,5500.0,0.3,2358.0,2299.0,2299.0
1000.0,5500.0,0.35,1938.0,1917.0,1917.0
1000.0,5500.0,0.4,1664.0,1649.6666666666667,1649.6666666666667
1000.0,5500.0,0.45,1428.0,1414.0,1414.0
1000.0,5500.0,0.5,1200.0,1189.3333333333335,1189.3333333333335
1000.0,5500.0,0.6,781.0,775.0,775.0
1000.0,5500.0,0.7,427.0,419.33333333333337,419.33333333333337
1000.0,5500.0,0.8,173.0,175.0,175.0
1000.0,5500.0,0.9,78.0,79.66666666666667,79.66666666666667
1000.0,6000.0,-0.5,34314.0,34199.0,34199.0
1000.0,6000.0,-0.4,28814.0,28424.333333333336,28424.333333333336
1000.0,6000.0,-0.3,22490.0,22196.666666666668,22196.666666666668
1000.0,6000.0,-0.2,14247.0,13870.666666666668,13870.666666666668
1000.0,6000.0,-0.15,11388.0,11157.333333333334,11157.333333333334
1000.0,6000.0,-0.1,9491.0,9504.0,9504.0
1000.0,6000.0,-0.05,7633.0,7577.666666666667,7577.666666666667
1000.0,6000.0,0.0,6655.0,6550.333333333334,6550.333333333334
1000.0,6000.0,0.05,6024.0,5621.0,5621.0
1000.0,6000.0,0.1,4616.0,4393.333333333334,4393.333333333334
1000.0,6000.0,0.15,3548.0,3390.666666666667,3390.666666666667
1000.0,6000.0,0.2,3236.0,3102.3333333333335,3102.3333333333335
1000.0,6000.0,0.25,2856.0,2754.3333333333335,2754.3333333333335
1000.0,6000.0,0.3,2372.0,2321.666666666667,2321.666666666667
1000.0,6000.0,0.35,2006.0,1987.3333333333335,1987.3333333333335
1000.0,6000.0,0.4,1746.0,1732.666666666667,1732.666666666667
1000.0,6000.0,0.45,1506.0,1493.3333333333335,1493.3333333333335
1000.0,6000.0,0.5,1280.0,1271.0,1271.0
1000.0,6000.0,0.6,856.0,849.3333333333334,849.3333333333334
1000.0,6000.0,0.7,477.0,469.33333333333337,469.33333333333337
1000.0,6000.0,0.8,204.0,205.66666666666669,205.66666666666669
1000.0,6000.0,0.9,95.0,95.33333333333334,95.33333333333334
1000.0,6500.0,-0.5,35402.0,35239.333333333336,35239.333333333336
1000.0,6500.0,-0.4,29678.0,29299.333333333336,29299.333333333336
1000.0,6500.0,-0.3,23127.0,23076.0,23076.0
1000.0,6500.0,-0.2,14949.0,14676.0,14676.0
1000.0,6500.0,-0.15,11882.0,11612.333333333334,11612.333333333334
1000.0,6500.0,-0.1,9883.0,9902.666666666668,9902.666666666668
1000.0,6500.0,-0.05,7866.0,7809.666666666667,7809.666666666667
1000.0,6500.0,0.0,6765.0,6641.666666666667,6641.666666666667
1000.0,6500.0,0.05,6151.0,5687.0,5687.0
1000.0,6500.0,0.1,4649.0,4437.0,4437.0
1000.0,6500.0,0.15,3592.0,3406.666666666667,3406.666666666667
1000.0,6500.0,0.2,3194.0,3100.3333333333335,3100.3333333333335
1000.0,6500.0,0.25,2864.0,2759.666666666667,2759.666666666667
1000.0,6500.0,0.3,2403.0,2363.3333333333335,2363.3333333333335
1000.0,6500.0,0.35,2060.0,2050.666666666667,2050.666666666667
1000.0,6500.0,0.4,1829.0,1812.0000000000002,1812.0000000000002
1000.0,6500.0,0.45,1587.0,1574.0000000000002,1574.0000000000002
1000.0,6500.0,0.5,1362.0,1351.6666666666667,1351.6666666666667
1000.0,6500.0,0.6,935.0,927.3333333333335,927.3333333333335
1000.0,6500.0,0.7,530.0,522.3333333333334,522.3333333333334
1000.0,6500.0,0.8,236.0,237.66666666666669,237.66666666666669
1000.0,6500.0,0.9,112.0,112.33333333333334,112.33333333333334
1000.0,7000.0,-0.5,36417.0,36246.333333333336,36246.333333333336
1000.0,7000.0,-0.4,30478.0,30102.333333333336,30102.333333333336
1000.0,7000.0,-0.3,23637.0,23822.333333333336,23822.333333333336
1000.0,7000.0,-0.2,15247.0,15262.333333333334,15262.333333333334
1000.0,7000.0,-0.15,12338.0,12185.0,12185.0
1000.0,7000.0,-0.1,10051.0,10227.333333333334,10227.333333333334
1000.0,7000.0,-0.05,8088.0,8080.0,8080.0
1000.0,7000.0,0.0,6875.0,6881.333333333334,6881.333333333334
1000.0,7000.0,0.05,6185.0,5770.0,5770.0
1000.0,7000.0,0.1,4676.0,4515.333333333334,4515.333333333334
1000.0,7000.0,0.15,3617.0,3447.0000000000005,3447.0000000000005
1000.0,7000.0,0.2,3231.0,3074.0,3074.0
1000.0,7000.0,0.25,2818.0,2765.666666666667,2765.666666666667
1000.0,7000.0,0.3,2445.0,2411.666666666667,2411.666666666667
1000.0,7000.0,0.35,2122.0,2114.666666666667,2114.666666666667
1000.0,7000.0,0.4,1909.0,1887.6666666666667,1887.6666666666667
1000.0,7000.0,0.45,1670.0,1652.0000000000002,1652.0000000000002
1000.0,7000.0,0.5,1445.0,1430.0,1430.0
1000.0,7000.0,0.6,1008.0,1000.0,1000.0
1000.0,7000.0,0.7,583.0,575.6666666666667,575.6666666666667
1000.0,7000.0,0.8,269.0,269.6666666666667,269.6666666666667
1000.0,7000.0,0.9,129.0,129.33333333333334,129.33333333333334
1000.0,7500.0,-0.5,37289.0,37323.0,37323.0
1000.0,7500.0,-0.4,31065.0,30989.333333333336,30989.333333333336
1000.0,7500.0,-0.3,24195.0,24485.333333333336,24485.333333333336
1000.0,7500.0,-0.2,16170.0,15956.333333333336,15956.333333333336
1000.0,7500.0,-0.15,12803.0,12692.0,12692.0
1000.0,7500.0,-0.1,10604.0,10688.0,10688.0
1000.0,7500.0,-0.05,8228.0,8249.333333333334,8249.333333333334
1000.0,7500.0,0.0,6965.0,6910.333333333334,6910.333333333334
1000.0,7500.0,0.05,6238.0,5866.0,5866.0
1000.0,7500.0,0.1,4694.0,4589.0,4589.0
1000.0,7500.0,0.15,3628.0,3515.333333333334,3515.333333333334
1000.0,7500.0,0.2,3251.0,3072.0,3072.0
1000.0,7500.0,0.25,2897.0,2792.3333333333335,2792.3333333333335
1000.0,7500.0,0.3,2480.0,2459.0,2459.0
1000.0,7500.0,0.35,2219.0,2180.0,2180.0
1000.0,7500.0,0.4,1968.0,1949.6666666666667,1949.6666666666667
1000.0,7500.0,0.45,1736.0,1719.0000000000002,1719.0000000000002
1000.0,7500.0,0.5,1512.0,1496.6666666666667,1496.6666666666667
1000.0,7500.0,0.6,1074.0,1064.3333333333335,1064.3333333333335
1000.0,7500.0,0.7,630.0,620.3333333333334,620.3333333333334
1000.0,7500.0,0.8,291.0,292.33333333333337,292.33333333333337
1000.0,7500.0,0.9,140.0,141.33333333333334,141.33333333333334
1000.0,8000.0,-0.5,38003.0,38352.333333333336,38352.333333333336
1000.0,8000.0,-0.4,31712.0,31881.0,31881.0
1000.0,8000.0,-0.3,25017.0,25350.66666666667,25350.66666666667
1000.0,8000.0,-0.2,17157.0,16824.666666666668,16824.666666666668
1000.0,8000.0,-0.15,13534.0,13235.333333333336,13235.333333333336
1000.0,8000.0,-0.1,11049.0,11051.333333333334,11051.333333333334
1000.0,8000.0,-0.05,8426.0,8396.0,8396.0
1000.0,8000.0,0.0,6995.0,6954.0,6954.0
1000.0,8000.0,0.05,6294.0,5960.0,5960.0
1000.0,8000.0,0.1,4822.0,4712.333333333334,4712.333333333334
1000.0,8000.0,0.15,3674.0,3554.666666666667,3554.666666666667
1000.0,8000.0,0.2,3301.0,3180.3333333333335,3180.3333333333335
1000.0,8000.0,0.25,2917.0,2855.3333333333335,2855.3333333333335
1000.0,8000.0,0.3,2547.0,2526.666666666667,2526.666666666667
1000.0,8000.0,0.35,2272.0,2239.0,2239.0
1000.0,8000.0,0.4,2021.0,2003.6666666666667,2003.6666666666667
1000.0,8000.0,0.45,1794.0,1776.3333333333335,1776.3333333333335
1000.0,8000.0,0.5,1573.0,1558.3333333333335,1558.3333333333335
1000.0,8000.0,0.6,1136.0,1124.6666666666667,1124.6666666666667
1000.0,8000.0,0.7,668.0,659.0,659.0
1000.0,8000.0,0.8,312.0,314.33333333333337,314.33333333333337
1000.0,8000.0,0.9,150.0,151.66666666666669,151.66666666666669
2000.0,0.0,-0.5,7060.0,7044.0,7044.0
2000.0,0.0,-0.4,6243.0,6192.0,6192.0
2000.0,0.0,-0.3,5413.0,5421.0,5421.0
2000.0,0.0,-0.2,4622.0,4625.0,4625.0
2000.0,0.0,-0.15,4189.0,4194.0,4194.0
2000.0,0.0,-0.1,3713.0,3704.0,3704.0
2000.0,0.0,-0.05,3173.0,3111.5,3111.5
2000.0,0.0,0.0,2594.0,2551.0,2551.0
2000.0,0.0,0.05,2165.0,2125.5,2125.5
2000.0,0.0,0.1,1704.0,1649.5,1649.5
2000.0,0.0,0.15,1302.0,1245.5,1245.5
2000.0,0.0,0.2,970.0,929.5,929.5
2000.0,0.0,0.25,745.0,710.5,710.5
2000.0,0.0,0.3,587.0,559.0,559.0
2000.0,0.0,0.35,491.0,466.5,466.5
2000.0,0.0,0.4,438.0,415.0,415.0
2000.0,0.0,0.45,380.0,375.5,375.5
2000.0,0.0,0.5,361.0,348.5,348.5
2000.0,0.0,0.6,323.0,313.5,313.5
2000.0,0.0,0.7,317.0,285.0,285.0
2000.0,0.0,0.8,232.0,220.0,220.0
2000.0,0.0,0.9,170.0,161.5,161.5
2000.0,50.0,-0.5,7497.0,7461.0,7461.0
2000.0,50.0,-0.4,6756.0,6745.5,6745.5
2000.0,50.0,-0.3,6040.0,6057.0,6057.0
2000.0,50.0,-0.2,5351.0,5354.5,5354.5
2000.0,50.0,-0.15,4927.0,4926.0,4926.0
2000.0,50.0,-0.1,4460.0,4411.0,4411.0
2000.0,50.0,-0.05,3982.0,3854.5,3854.5
2000.0,50.0,0.0,3450.0,3276.0,3276.0
2000.0,50.0,0.05,3005.0,2899.0,2899.0
2000.0,50.0,0.1,2552.0,2428.0,2428.0
2000.0,50.0,0.15,2160.0,2044.5,2044.5
2000.0,50.0,0.2,1834.0,1738.5,1738.5
2000.0,50.0,0.25,1613.0,1531.5,1531.5
