P,G,X,CHF,grid_base_proxy,grid_base_final
11000.0,500.0,0.4,2167.0,2130.5,2130.5
11000.0,500.0,0.45,1903.0,1912.5,1912.5
11000.0,500.0,0.5,1720.0,1652.0,1652.0
11000.0,500.0,0.6,1280.0,1269.5,1269.5
11000.0,500.0,0.7,943.0,813.0,813.0
11000.0,500.0,0.8,587.0,551.0,551.0
11000.0,500.0,0.9,299.0,318.0,318.0
11000.0,750.0,-0.5,6744.0,6746.0,6746.0
11000.0,750.0,-0.4,6018.0,6011.0,6011.0
11000.0,750.0,-0.3,5382.0,5406.0,5406.0
11000.0,750.0,-0.2,4880.0,4880.5,4880.5
11000.0,750.0,-0.15,4672.0,4672.5,4672.5
11000.0,750.0,-0.1,4444.0,4454.5,4454.5
11000.0,750.0,-0.05,4240.0,4332.5,4332.5
11000.0,750.0,0.0,4149.0,4080.0,4080.0
11000.0,750.0,0.05,3883.0,3840.5,3840.5
11000.0,750.0,0.1,3487.0,3473.0,3473.0
11000.0,750.0,0.15,3099.0,3088.5,3088.5
11000.0,750.0,0.2,2833.0,2809.5,2809.5
11000.0,750.0,0.25,2577.0,2578.0,2578.0
11000.0,750.0,0.3,2317.0,2339.5,2339.5
11000.0,750.0,0.35,2090.0,2120.5,2120.5
11000.0,750.0,0.4,1673.0,1733.5,1733.5
11000.0,750.0,0.45,1341.0,1470.0,1470.0
11000.0,750.0,0.5,1165.0,1222.0,1222.0
11000.0,750.0,0.6,853.0,696.0,696.0
11000.0,750.0,0.7,501.0,482.0,482.0
11000.0,750.0,0.8,265.0,279.0,279.0
11000.0,750.0,0.9,158.0,184.5,184.5
11000.0,1000.0,-0.5,7566.0,7593.5,7593.5
11000.0,1000.0,-0.4,6662.0,6678.5,6678.5
11000.0,1000.0,-0.3,5735.0,5812.5,5812.5
11000.0,1000.0,-0.2,5056.0,5089.0,5089.0
11000.0,1000.0,-0.15,4796.0,4804.5,4804.5
11000.0,1000.0,-0.1,4481.0,4542.5,4542.5
11000.0,1000.0,-0.05,4296.0,4308.5,4308.5
11000.0,1000.0,0.0,4092.0,3943.0,3943.0
11000.0,1000.0,0.05,3690.0,3696.0,3696.0
11000.0,1000.0,0.1,3296.0,3335.5,3335.5
11000.0,1000.0,0.15,2892.0,2905.5,2905.5
11000.0,1000.0,0.2,2598.0,2588.5,2588.5
11000.0,1000.0,0.25,2270.0,2250.0,2250.0
11000.0,1000.0,0.3,2072.0,1960.0,1960.0
11000.0,1000.0,0.35,1734.0,1703.0,1703.0
11000.0,1000.0,0.4,1360.0,1428.0,1428.0
11000.0,1000.0,0.45,1014.0,1192.5,1192.5
11000.0,1000.0,0.5,700.0,746.5,746.5
11000.0,1000.0,0.6,210.0,285.0,285.0
11000.0,1000.0,0.7,125.0,137.0,137.0
11000.0,1000.0,0.8,93.0,93.0,93.0
11000.0,1000.0,0.9,83.0,90.5,90.5
11000.0,1500.0,-0.5,8820.0,8831.5,8831.5
11000.0,1500.0,-0.4,7620.0,7645.0,7645.0
11000.0,1500.0,-0.3,6566.0,6637.0,6637.0
11000.0,1500.0,-0.2,5582.0,5734.5,5734.5
11000.0,1500.0,-0.15,5181.0,5175.5,5175.5
11000.0,1500.0,-0.1,4710.0,4744.0,4744.0
11000.0,1500.0,-0.05,4305.0,4297.0,4297.0
11000.0,1500.0,0.0,3990.0,3858.0,3858.0
11000.0,1500.0,0.05,3480.0,3422.0,3422.0
11000.0,1500.0,0.1,2990.0,2986.0,2986.0
11000.0,1500.0,0.15,2509.0,2544.5,2544.5
11000.0,1500.0,0.2,2150.0,2124.5,2124.5
11000.0,1500.0,0.25,1767.0,1742.0,1742.0
11000.0,1500.0,0.3,1417.0,1480.5,1480.5
11000.0,1500.0,0.35,1150.0,1232.5,1232.5
11000.0,1500.0,0.4,704.0,790.0,790.0
11000.0,1500.0,0.45,349.0,346.5,346.5
11000.0,1500.0,0.5,232.0,250.0,250.0
11000.0,1500.0,0.6,122.0,140.5,140.5
11000.0,1500.0,0.7,60.0,60.0,60.0
11000.0,1500.0,0.8,54.0,49.0,49.0
11000.0,1500.0,0.9,43.0,43.5,43.5
11000.0,2000.0,-0.5,9679.0,9724.5,9724.5
11000.0,2000.0,-0.4,8307.0,8330.0,8330.0
11000.0,2000.0,-0.3,7114.0,7126.5,7126.5
11000.0,2000.0,-0.2,5938.0,5975.5,5975.5
11000.0,2000.0,-0.15,5486.0,5473.5,5473.5
11000.0,2000.0,-0.1,4892.0,4907.5,4907.5
11000.0,2000.0,-0.05,4334.0,4301.5,4301.5
11000.0,2000.0,0.0,3903.0,3753.0,3753.0
11000.0,2000.0,0.05,3179.0,3148.5,3148.5
11000.0,2000.0,0.1,2620.0,2630.0,2630.0
11000.0,2000.0,0.15,2105.0,2134.0,2134.0
11000.0,2000.0,0.2,1709.0,1715.0,1715.0
11000.0,2000.0,0.25,1417.0,1408.5,1408.5
11000.0,2000.0,0.3,1150.0,1151.0,1151.0
11000.0,2000.0,0.35,695.0,719.5,719.5
11000.0,2000.0,0.4,230.0,256.0,256.0
11000.0,2000.0,0.45,151.0,178.5,178.5
11000.0,2000.0,0.5,100.0,130.0,130.0
11000.0,2000.0,0.6,78.0,98.0,98.0
11000.0,2000.0,0.7,50.0,57.5,57.5
11000.0,2000.0,0.8,40.0,43.5,43.5
11000.0,2000.0,0.9,40.0,38.5,38.5
11000.0,2500.0,-0.5,10658.0,10693.5,10693.5
11000.0,2500.0,-0.4,9139.0,9152.0,9152.0
11000.0,2500.0,-0.3,7791.0,7758.5,7758.5
11000.0,2500.0,-0.2,6391.0,6433.0,6433.0
11000.0,2500.0,-0.15,5806.0,5811.5,5811.5
11000.0,2500.0,-0.1,5204.0,5169.5,5169.5
11000.0,2500.0,-0.05,4381.0,4342.0,4342.0
11000.0,2500.0,0.0,3850.0,3690.0,3690.0
11000.0,2500.0,0.05,3085.0,3010.5,3010.5
11000.0,2500.0,0.1,2411.0,2405.0,2405.0
11000.0,2500.0,0.15,1849.0,1895.5,1895.5
11000.0,2500.0,0.2,1489.0,1495.5,1495.5
11000.0,2500.0,0.25,1233.0,1220.0,1220.0
11000.0,2500.0,0.3,910.0,965.0,965.0
11000.0,2500.0,0.35,390.0,515.5,515.5
11000.0,2500.0,0.4,230.0,257.0,257.0
11000.0,2500.0,0.45,187.0,213.5,213.5
11000.0,2500.0,0.5,139.0,150.5,150.5
11000.0,2500.0,0.6,113.0,119.5,119.5
11000.0,2500.0,0.7,66.0,69.5,69.5
11000.0,2500.0,0.8,47.0,47.0,47.0
11000.0,2500.0,0.9,32.0,33.0,33.0
11000.0,3000.0,-0.5,11500.0,11442.5,11442.5
11000.0,3000.0,-0.4,9847.0,9844.5,9844.5
11000.0,3000.0,-0.3,8268.0,8222.5,8222.5
11000.0,3000.0,-0.2,6855.0,6802.5,6802.5
11000.0,3000.0,-0.15,6183.0,6098.5,6098.5
11000.0,3000.0,-0.1,5436.0,5356.0,5356.0
11000.0,3000.0,-0.05,4405.0,4385.5,4385.5
11000.0,3000.0,0.0,3763.0,3628.5,3628.5
11000.0,3000.0,0.05,2958.0,2903.0,2903.0
11000.0,3000.0,0.1,2206.0,2208.5,2208.5
11000.0,3000.0,0.15,1634.0,1715.5,1715.5
11000.0,3000.0,0.2,1351.0,1340.5,1340.5
11000.0,3000.0,0.25,1152.0,1121.5,1121.5
11000.0,3000.0,0.3,833.0,843.5,843.5
11000.0,3000.0,0.35,412.0,514.5,514.5
11000.0,3000.0,0.4,310.0,348.0,348.0
11000.0,3000.0,0.45,284.0,291.0,291.0
11000.0,3000.0,0.5,205.0,213.5,213.5
11000.0,3000.0,0.6,156.0,165.0,165.0
11000.0,3000.0,0.7,83.0,89.5,89.5
11000.0,3000.0,0.8,47.0,47.5,47.5
11000.0,3000.0,0.9,28.0,29.0,29.0
11000.0,3500.0,-0.5,12131.0,12090.5,12090.5
11000.0,3500.0,-0.4,10351.0,10381.5,10381.5
11000.0,3500.0,-0.3,8680.0,8613.5,8613.5
11000.0,3500.0,-0.2,7194.0,7193.5,7193.5
11000.0,3500.0,-0.15,6472.0,6422.5,6422.5
11000.0,3500.0,-0.1,5619.0,5541.5,5541.5
11000.0,3500.0,-0.05,4429.0,4422.0,4422.0
11000.0,3500.0,0.0,3704.0,3611.0,3611.0
11000.0,3500.0,0.05,2904.0,2839.0,2839.0
11000.0,3500.0,0.1,2100.0,2093.5,2093.5
11000.0,3500.0,0.15,1508.0,1609.0,1609.0
11000.0,3500.0,0.2,1299.0,1332.0,1332.0
11000.0,3500.0,0.25,1116.0,1118.0,1118.0
11000.0,3500.0,0.3,921.0,924.0,924.0
11000.0,3500.0,0.35,552.0,594.5,594.5
11000.0,3500.0,0.4,426.0,466.0,466.0
11000.0,3500.0,0.45,358.0,367.5,367.5
11000.0,3500.0,0.5,311.0,329.5,329.5
11000.0,3500.0,0.6,239.0,237.5,237.5
11000.0,3500.0,0.7,114.0,120.0,120.0
11000.0,3500.0,0.8,69.0,70.5,70.5
11000.0,3500.0,0.9,36.0,36.5,36.5
11000.0,4000.0,-0.5,12779.0,12586.5,12586.5
11000.0,4000.0,-0.4,10902.0,10833.5,10833.5
11000.0,4000.0,-0.3,9163.0,9105.0,9105.0
11000.0,4000.0,-0.2,7496.0,7554.0,7554.0
11000.0,4000.0,-0.15,6660.0,6659.0,6659.0
11000.0,4000.0,-0.1,5806.0,5694.5,5694.5
11000.0,4000.0,-0.05,4503.0,4468.0,4468.0
11000.0,4000.0,0.0,3671.0,3569.5,3569.5
11000.0,4000.0,0.05,2810.0,2808.0,2808.0
11000.0,4000.0,0.1,1932.0,1991.5,1991.5
11000.0,4000.0,0.15,1502.0,1580.0,1580.0
11000.0,4000.0,0.2,1340.0,1382.5,1382.5
11000.0,4000.0,0.25,1188.0,1164.0,1164.0
11000.0,4000.0,0.3,1033.0,1038.0,1038.0
11000.0,4000.0,0.35,763.0,787.0,787.0
11000.0,4000.0,0.4,614.0,640.0,640.0
11000.0,4000.0,0.45,469.0,489.5,489.5
11000.0,4000.0,0.5,388.0,403.0,403.0
11000.0,4000.0,0.6,269.0,275.0,275.0
11000.0,4000.0,0.7,138.0,142.0,142.0
11000.0,4000.0,0.8,72.0,73.0,73.0
11000.0,4000.0,0.9,37.0,37.5,37.5
11000.0,4500.0,-0.5,13415.0,13125.0,13125.0
11000.0,4500.0,-0.4,11397.0,11402.5,11402.5
11000.0,4500.0,-0.3,9511.0,9512.0,9512.0
11000.0,4500.0,-0.2,7891.0,7889.5,7889.5
11000.0,4500.0,-0.15,6869.0,6871.0,6871.0
11000.0,4500.0,-0.1,6015.0,5885.5,5885.5
11000.0,4500.0,-0.05,4564.0,4524.0,4524.0
11000.0,4500.0,0.0,3675.0,3575.5,3575.5
11000.0,4500.0,0.05,2799.0,2787.5,2787.5
11000.0,4500.0,0.1,1905.0,1977.0,1977.0
11000.0,4500.0,0.15,1592.0,1619.0,1619.0
11000.0,4500.0,0.2,1434.0,1472.5,1472.5
11000.0,4500.0,0.25,1246.0,1252.5,1252.5
11000.0,4500.0,0.3,1141.0,1188.0,1188.0
11000.0,4500.0,0.35,926.0,955.0,955.0
11000.0,4500.0,0.4,729.0,724.0,724.0
11000.0,4500.0,0.45,571.0,575.0,575.0
11000.0,4500.0,0.5,442.0,465.5,465.5
11000.0,4500.0,0.6,312.0,318.0,318.0
11000.0,4500.0,0.7,161.0,164.0,164.0
11000.0,4500.0,0.8,77.0,78.0,78.0
11000.0,4500.0,0.9,39.0,39.0,39.0
11000.0,5000.0,-0.5,13843.0,13602.0,13602.0
11000.0,5000.0,-0.4,11786.0,11816.0,11816.0
11000.0,5000.0,-0.3,9896.0,9877.0,9877.0
11000.0,5000.0,-0.2,8194.0,8230.5,8230.5
11000.0,5000.0,-0.15,7322.0,7224.5,7224.5
11000.0,5000.0,-0.1,6430.0,6353.5,6353.5
11000.0,5000.0,-0.05,4808.0,4686.5,4686.5
11000.0,5000.0,0.0,3828.0,3703.0,3703.0
11000.0,5000.0,0.05,2856.0,2830.5,2830.5
11000.0,5000.0,0.1,1958.0,2046.0,2046.0
11000.0,5000.0,0.15,1645.0,1676.0,1676.0
11000.0,5000.0,0.2,1491.0,1519.5,1519.5
11000.0,5000.0,0.25,1373.0,1357.0,1357.0
11000.0,5000.0,0.3,1255.0,1234.0,1234.0
11000.0,5000.0,0.35,993.0,997.0,997.0
11000.0,5000.0,0.4,780.0,779.0,779.0
11000.0,5000.0,0.45,610.0,628.0,628.0
11000.0,5000.0,0.5,493.0,520.0,520.0
11000.0,5000.0,0.6,359.0,368.0,368.0
11000.0,5000.0,0.7,188.0,191.5,191.5
11000.0,5000.0,0.8,84.0,84.5,84.5
11000.0,5000.0,0.9,41.0,41.0,41.0
11000.0,5500.0,-0.5,14320.0,14041.5,14041.5
11000.0,5500.0,-0.4,12195.0,12164.0,12164.0
11000.0,5500.0,-0.3,10293.0,10242.5,10242.5
11000.0,5500.0,-0.2,8722.0,8626.5,8626.5
11000.0,5500.0,-0.15,7802.0,7642.0,7642.0
11000.0,5500.0,-0.1,6799.0,6646.0,6646.0
11000.0,5500.0,-0.05,5105.0,5017.0,5017.0
11000.0,5500.0,0.0,4029.0,3923.5,3923.5
11000.0,5500.0,0.05,2919.0,2925.0,2925.0
11000.0,5500.0,0.1,2064.0,2123.0,2123.0
11000.0,5500.0,0.15,1790.0,1845.5,1845.5
11000.0,5500.0,0.2,1651.0,1692.0,1692.0
11000.0,5500.0,0.25,1565.0,1553.5,1553.5
11000.0,5500.0,0.3,1403.0,1411.5,1411.5
11000.0,5500.0,0.35,1172.0,1183.0,1183.0
11000.0,5500.0,0.4,929.0,936.5,936.5
11000.0,5500.0,0.45,732.0,763.0,763.0
11000.0,5500.0,0.5,593.0,622.5,622.5
11000.0,5500.0,0.6,418.0,427.0,427.0
11000.0,5500.0,0.7,220.0,222.5,222.5
11000.0,5500.0,0.8,93.0,93.5,93.5
11000.0,5500.0,0.9,44.0,44.0,44.0
11000.0,6000.0,-0.5,14952.0,14683.5,14683.5
11000.0,6000.0,-0.4,12812.0,12679.0,12679.0
11000.0,6000.0,-0.3,10646.0,10667.5,10667.5
11000.0,6000.0,-0.2,9087.0,8923.5,8923.5
11000.0,6000.0,-0.15,8110.0,7944.5,7944.5
11000.0,6000.0,-0.1,7055.0,6918.0,6918.0
11000.0,6000.0,-0.05,5299.0,5212.0,5212.0
11000.0,6000.0,0.0,4133.0,4055.5,4055.5
11000.0,6000.0,0.05,3030.0,3037.0,3037.0
11000.0,6000.0,0.1,2153.0,2209.0,2209.0
11000.0,6000.0,0.15,1951.0,1980.5,1980.5
11000.0,6000.0,0.2,1787.0,1824.0,1824.0
11000.0,6000.0,0.25,1673.0,1675.0,1675.0
11000.0,6000.0,0.3,1505.0,1505.5,1505.5
11000.0,6000.0,0.35,1297.0,1288.5,1288.5
11000.0,6000.0,0.4,1083.0,1087.0,1087.0
11000.0,6000.0,0.45,893.0,915.5,915.5
11000.0,6000.0,0.5,745.0,768.5,768.5
11000.0,6000.0,0.6,501.0,504.5,504.5
11000.0,6000.0,0.7,258.0,259.5,259.5
11000.0,6000.0,0.8,108.0,108.0,108.0
11000.0,6000.0,0.9,50.0,50.5,50.5
11000.0,6500.0,-0.5,15435.0,15363.0,15363.0
11000.0,6500.0,-0.4,13041.0,13106.5,13106.5
11000.0,6500.0,-0.3,11056.0,10975.5,10975.5
11000.0,6500.0,-0.2,9281.0,9165.5,9165.5
11000.0,6500.0,-0.15,8423.0,8243.5,8243.5
11000.0,6500.0,-0.1,7262.0,7175.5,7175.5
11000.0,6500.0,-0.05,5384.0,5329.0,5329.0
11000.0,6500.0,0.0,4220.0,4133.5,4133.5
11000.0,6500.0,0.05,3063.0,3075.5,3075.5
11000.0,6500.0,0.1,2247.0,2326.0,2326.0
11000.0,6500.0,0.15,2028.0,2111.5,2111.5
11000.0,6500.0,0.2,1909.0,1984.5,1984.5
11000.0,6500.0,0.25,1794.0,1827.0,1827.0
11000.0,6500.0,0.3,1652.0,1660.0,1660.0
11000.0,6500.0,0.35,1465.0,1473.5,1473.5
11000.0,6500.0,0.4,1257.0,1267.0,1267.0
11000.0,6500.0,0.45,1051.0,1060.5,1060.5
11000.0,6500.0,0.5,873.0,887.5,887.5
11000.0,6500.0,0.6,574.0,576.5,576.5
11000.0,6500.0,0.7,297.0,297.5,297.5
11000.0,6500.0,0.8,125.0,125.5,125.5
11000.0,6500.0,0.9,58.0,58.5,58.5
11000.0,7000.0,-0.5,15841.0,15878.0,15878.0
11000.0,7000.0,-0.4,13511.0,13553.0,13553.0
11000.0,7000.0,-0.3,11486.0,11385.5,11385.5
11000.0,7000.0,-0.2,9607.0,9412.0,9412.0
11000.0,7000.0,-0.15,8652.0,8412.0,8412.0
11000.0,7000.0,-0.1,7494.0,7326.0,7326.0
11000.0,7000.0,-0.05,5407.0,5429.5,5429.5
11000.0,7000.0,0.0,4290.0,4204.0,4204.0
11000.0,7000.0,0.05,3160.0,3137.0,3137.0
11000.0,7000.0,0.1,2356.0,2385.5,2385.5
11000.0,7000.0,0.15,2156.0,2213.0,2213.0
11000.0,7000.0,0.2,2035.0,2098.0,2098.0
11000.0,7000.0,0.25,1942.0,1980.5,1980.5
11000.0,7000.0,0.3,1777.0,1790.0,1790.0
11000.0,7000.0,0.35,1564.0,1586.0,1586.0
11000.0,7000.0,0.4,1373.0,1368.0,1368.0
11000.0,7000.0,0.45,1149.0,1152.5,1152.5
11000.0,7000.0,0.5,966.0,974.5,974.5
11000.0,7000.0,0.6,637.0,640.0,640.0
11000.0,7000.0,0.7,334.0,334.5,334.5
11000.0,7000.0,0.8,143.0,143.5,143.5
11000.0,7000.0,0.9,68.0,68.0,68.0
11000.0,7500.0,-0.5,16264.0,16301.5,16301.5
11000.0,7500.0,-0.4,13944.0,13967.5,13967.5
11000.0,7500.0,-0.3,11897.0,11781.5,11781.5
11000.0,7500.0,-0.2,9939.0,9616.0,9616.0
11000.0,7500.0,-0.15,8715.0,8656.5,8656.5
11000.0,7500.0,-0.1,7654.0,7477.5,7477.5
11000.0,7500.0,-0.05,5459.0,5483.0,5483.0
11000.0,7500.0,0.0,4350.0,4260.0,4260.0
11000.0,7500.0,0.05,3240.0,3220.0,3220.0
11000.0,7500.0,0.1,2430.0,2430.0,2430.0
11000.0,7500.0,0.15,2300.0,2302.0,2302.0
11000.0,7500.0,0.2,2160.0,2180.0,2180.0
11000.0,7500.0,0.25,2115.0,2123.5,2123.5
11000.0,7500.0,0.3,1978.0,1960.5,1960.5
11000.0,7500.0,0.35,1702.0,1708.0,1708.0
11000.0,7500.0,0.4,1461.0,1466.0,1466.0
11000.0,7500.0,0.45,1250.0,1248.5,1248.5
11000.0,7500.0,0.5,1056.0,1059.0,1059.0
11000.0,7500.0,0.6,698.0,701.0,701.0
11000.0,7500.0,0.7,363.0,364.0,364.0
11000.0,7500.0,0.8,155.0,155.5,155.5
11000.0,7500.0,0.9,73.0,73.5,73.5
11000.0,8000.0,-0.5,16754.0,16777.5,16777.5
11000.0,8000.0,-0.4,14351.0,14363.0,14363.0
11000.0,8000.0,-0.3,12202.0,12197.5,12197.5
11000.0,8000.0,-0.2,10002.0,9802.0,9802.0
11000.0,8000.0,-0.15,8817.0,8810.0,8810.0
11000.0,8000.0,-0.1,7816.0,7685.0,7685.0
11000.0,8000.0,-0.05,5608.0,5597.5,5597.5
11000.0,8000.0,0.0,4441.0,4422.5,4422.5
11000.0,8000.0,0.05,3512.0,3492.5,3492.5
11000.0,8000.0,0.1,2991.0,2941.5,2941.5
11000.0,8000.0,0.15,2912.0,2859.0,2859.0
11000.0,8000.0,0.2,2705.0,2663.5,2663.5
11000.0,8000.0,0.25,2606.0,2560.0,2560.0
11000.0,8000.0,0.3,2251.0,2257.5,2257.5
11000.0,8000.0,0.35,1990.0,1959.0,1959.0
11000.0,8000.0,0.4,1632.0,1635.5,1635.5
11000.0,8000.0,0.45,1388.0,1386.5,1386.5
11000.0,8000.0,0.5,1159.0,1158.0,1158.0
11000.0,8000.0,0.6,762.0,765.0,765.0
11000.0,8000.0,0.7,392.0,393.0,393.0
11000.0,8000.0,0.8,165.0,166.0,166.0
11000.0,8000.0,0.9,78.0,78.0,78.0
12000.0,0.0,-0.5,4070.0,4070.5,4070.5
12000.0,0.0,-0.4,3883.0,3884.0,3884.0
12000.0,0.0,-0.3,3698.0,3698.5,3698.5
12000.0,0.0,-0.2,3525.0,3523.5,3523.5
12000.0,0.0,-0.15,3433.0,3431.5,3431.5
12000.0,0.0,-0.1,3322.0,3320.0,3320.0
12000.0,0.0,-0.05,3163.0,3160.5,3160.5
12000.0,0.0,0.0,2914.0,2911.5,2911.5
12000.0,0.0,0.05,2391.0,2389.0,2389.0
12000.0,0.0,0.1,1936.0,1937.0,1937.0
12000.0,0.0,0.15,1606.0,1607.0,1607.0
12000.0,0.0,0.2,1334.0,1334.0,1334.0
12000.0,0.0,0.25,1173.0,1172.5,1172.5
12000.0,0.0,0.3,1026.0,1023.5,1023.5
12000.0,0.0,0.35,909.0,905.5,905.5
12000.0,0.0,0.4,814.0,810.5,810.5
12000.0,0.0,0.45,745.0,742.0,742.0
12000.0,0.0,0.5,694.0,692.0,692.0
12000.0,0.0,0.6,588.0,587.0,587.0
12000.0,0.0,0.7,397.0,398.0,398.0
12000.0,0.0,0.8,225.0,222.5,222.5
12000.0,0.0,0.9,141.0,146.5,146.5
12000.0,50.0,-0.5,4436.0,4435.5,4435.5
12000.0,50.0,-0.4,4247.0,4246.5,4246.5
12000.0,50.0,-0.3,4061.0,4063.0,4063.0
12000.0,50.0,-0.2,3869.0,3872.5,3872.5
12000.0,50.0,-0.15,3770.0,3774.0,3774.0
12000.0,50.0,-0.1,3658.0,3661.0,3661.0
12000.0,50.0,-0.05,3506.0,3509.0,3509.0
12000.0,50.0,0.0,3285.0,3285.5,3285.5
12000.0,50.0,0.05,2784.0,2782.0,2782.0
12000.0,50.0,0.1,2367.0,2364.5,2364.5
12000.0,50.0,0.15,2081.0,2078.0,2078.0
12000.0,50.0,0.2,1857.0,1858.0,1858.0
12000.0,50.0,0.25,1694.0,1684.5,1684.5
12000.0,50.0,0.3,1565.0,1531.5,1531.5
12000.0,50.0,0.35,1498.0,1469.0,1469.0
12000.0,50.0,0.4,1357.0,1315.0,1315.0
12000.0,50.0,0.45,1200.0,1199.0,1199.0
12000.0,50.0,0.5,1087.0,1089.0,1089.0
12000.0,50.0,0.6,867.0,882.5,882.5
12000.0,50.0,0.7,667.0,665.0,665.0
12000.0,50.0,0.8,381.0,366.0,366.0
12000.0,50.0,0.9,242.0,240.5,240.5
12000.0,100.0,-0.5,5023.0,5050.5,5050.5
12000.0,100.0,-0.4,4806.0,4733.5,4733.5
12000.0,100.0,-0.3,4538.0,4504.0,4504.0
12000.0,100.0,-0.2,4290.0,4252.5,4252.5
12000.0,100.0,-0.15,4171.0,4142.5,4142.5
12000.0,100.0,-0.1,3983.0,3988.5,3988.5
12000.0,100.0,-0.05,3844.0,3848.5,3848.5
12000.0,100.0,0.0,3645.0,3661.0,3661.0
12000.0,100.0,0.05,3267.0,3309.5,3309.5
12000.0,100.0,0.1,2878.0,2918.5,2918.5
12000.0,100.0,0.15,2711.0,2670.0,2670.0
12000.0,100.0,0.2,2500.0,2403.5,2403.5
12000.0,100.0,0.25,2257.0,2233.0,2233.0
12000.0,100.0,0.3,2069.0,2048.0,2048.0
12000.0,100.0,0.35,1905.0,1889.5,1889.5
12000.0,100.0,0.4,1622.0,1613.0,1613.0
12000.0,100.0,0.45,1460.0,1438.0,1438.0
12000.0,100.0,0.5,1290.0,1280.0,1280.0
12000.0,100.0,0.6,977.0,1003.0,1003.0
12000.0,100.0,0.7,772.0,774.5,774.5
12000.0,100.0,0.8,446.0,468.0,468.0
12000.0,100.0,0.9,301.0,305.0,305.0
12000.0,300.0,-0.5,5366.0,5392.0,5392.0
12000.0,300.0,-0.4,5081.0,5036.5,5036.5
12000.0,300.0,-0.3,4741.0,4714.0,4714.0
12000.0,300.0,-0.2,4434.0,4410.5,4410.5
12000.0,300.0,-0.15,4269.0,4292.0,4292.0
12000.0,300.0,-0.1,4138.0,4143.0,4143.0
12000.0,300.0,-0.05,3950.0,3931.5,3931.5
12000.0,300.0,0.0,3838.0,3808.5,3808.5
12000.0,300.0,0.05,3516.0,3585.0,3585.0
12000.0,300.0,0.1,3199.0,3203.5,3203.5
12000.0,300.0,0.15,2912.0,2884.0,2884.0
12000.0,300.0,0.2,2701.0,2626.0,2626.0
12000.0,300.0,0.25,2467.0,2446.5,2446.5
12000.0,300.0,0.3,2285.0,2235.0,2235.0
12000.0,300.0,0.35,2108.0,2050.0,2050.0
12000.0,300.0,0.4,1940.0,1898.0,1898.0
12000.0,300.0,0.45,1830.0,1763.0,1763.0
12000.0,300.0,0.5,1630.0,1566.5,1566.5
12000.0,300.0,0.6,1250.0,1198.0,1198.0
12000.0,300.0,0.7,840.0,849.5,849.5
12000.0,300.0,0.8,500.0,523.5,523.5
12000.0,300.0,0.9,316.0,325.5,325.5
12000.0,500.0,-0.5,5647.0,5579.0,5579.0
12000.0,500.0,-0.4,5188.0,5150.5,5150.5
12000.0,500.0,-0.3,4869.0,4784.5,4784.5
12000.0,500.0,-0.2,4445.0,4467.5,4467.5
12000.0,500.0,-0.15,4298.0,4293.5,4293.5
12000.0,500.0,-0.1,4131.0,4136.0,4136.0
12000.0,500.0,-0.05,3988.0,3925.0,3925.0
12000.0,500.0,0.0,3819.0,3813.5,3813.5
12000.0,500.0,0.05,3555.0,3622.5,3622.5
12000.0,500.0,0.1,3240.0,3247.0,3247.0
12000.0,500.0,0.15,2951.0,2913.5,2913.5
12000.0,500.0,0.2,2724.0,2638.5,2638.5
12000.0,500.0,0.25,2500.0,2397.0,2397.0
12000.0,500.0,0.3,2310.0,2180.5,2180.5
12000.0,500.0,0.35,2160.0,1974.0,1974.0
12000.0,500.0,0.4,1875.0,1812.5,1812.5
12000.0,500.0,0.45,1678.0,1628.0,1628.0
12000.0,500.0,0.5,1474.0,1451.5,1451.5
12000.0,500.0,0.6,1011.0,1004.5,1004.5
12000.0,500.0,0.7,423.0,647.0,647.0
12000.0,500.0,0.8,296.0,414.5,414.5
12000.0,500.0,0.9,205.0,234.5,234.5
12000.0,750.0,-0.5,6233.0,6220.5,6220.5
12000.0,750.0,-0.4,5596.0,5598.0,5598.0
12000.0,750.0,-0.3,5072.0,5060.0,5060.0
12000.0,750.0,-0.2,4528.0,4514.0,4514.0
12000.0,750.0,-0.15,4310.0,4329.5,4329.5
12000.0,750.0,-0.1,4067.0,4090.0,4090.0
12000.0,750.0,-0.05,3904.0,3833.0,3833.0
12000.0,750.0,0.0,3659.0,3720.5,3720.5
12000.0,750.0,0.05,3418.0,3433.0,3433.0
12000.0,750.0,0.1,3067.0,3088.5,3088.5
12000.0,750.0,0.15,2773.0,2731.5,2731.5
12000.0,750.0,0.2,2526.0,2463.5,2463.5
12000.0,750.0,0.25,2277.0,2195.5,2195.5
12000.0,750.0,0.3,2039.0,1939.0,1939.0
12000.0,750.0,0.35,1798.0,1707.5,1707.5
12000.0,750.0,0.4,1396.0,1364.5,1364.5
12000.0,750.0,0.45,1180.0,1160.5,1160.5
12000.0,750.0,0.5,989.0,941.5,941.5
12000.0,750.0,0.6,312.0,562.5,562.5
12000.0,750.0,0.7,251.0,329.0,329.0
12000.0,750.0,0.8,211.0,178.0,178.0
12000.0,750.0,0.9,131.0,122.5,122.5
12000.0,1000.0,-0.5,7031.0,7087.5,7087.5
12000.0,1000.0,-0.4,6267.0,6256.0,6256.0
12000.0,1000.0,-0.3,5500.0,5412.5,5412.5
12000.0,1000.0,-0.2,4700.0,4661.5,4661.5
