TestID,Diameter,Perimeter,Area,Length,Pressure,Power,MassFlux,MassFlow,EquilibriumQuality,InletTemperature,InletEnthalpy,HeatFlux,Fluid,Source,WallPower,WallMesh
304,0.01407,0.0442,1.5548e-04,0.99,8.620e+06,99887,2704.5,0.4205,0.106,284.396,1257865.41,2282600,water,Lee(1966),1,0.495
305,0.01407,0.0442,1.5548e-04,0.99,8.620e+06,117176.65,2701.7,0.4201,0.073,267.241,1169465.41,2677700,water,Lee(1966),1,0.495
306,0.01407,0.0442,1.5548e-04,0.99,8.690e+06,135113.95,2700.4,0.4199,0.042,250.362,1086694.95,3087600,water,Lee(1966),1,0.495
307,0.01407,0.0442,1.5548e-04,0.99,8.690e+06,135354.63,2700.4,0.4199,0.043,250.362,1086694.95,3093100,water,Lee(1966),1,0.495
308,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,73884.7,1014.5,0.1577,0.297,302.648,1356127.45,1688400,water,Lee(1966),1,0.495
309,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,73718.41,1014.5,0.1577,0.296,302.648,1356127.45,1684600,water,Lee(1966),1,0.495
310,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,83997.68,1018.6,0.1584,0.25,280.319,1235227.45,1919500,water,Lee(1966),1,0.495
311,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,92062.68,1013.2,0.1575,0.182,252.211,1095627.45,2103800,water,Lee(1966),1,0.495
312,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,76344.02,1614,0.2509,0.161,301.437,1349227.45,1744600,water,Lee(1966),1,0.495
313,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,75044.34,1627.6,0.2531,0.155,301.437,1349227.45,1714900,water,Lee(1966),1,0.495
314,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,75245.64,1627.6,0.2531,0.155,301.437,1349227.45,1719500,water,Lee(1966),1,0.495
315,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,94031.89,1627.6,0.2531,0.098,273.95,1202627.45,2148800,water,Lee(1966),1,0.495
316,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,95230.92,1627.6,0.2531,0.102,273.95,1202627.45,2176200,water,Lee(1966),1,0.495
317,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,94132.54,1627.6,0.2531,0.098,273.95,1202627.45,2151100,water,Lee(1966),1,0.495
318,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,114117.81,1627.6,0.2531,0.052,245.874,1065427.45,2607800,water,Lee(1966),1,0.495
319,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,113719.6,1627.6,0.2531,0.051,245.874,1065427.45,2598700,water,Lee(1966),1,0.495
320,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,113916.52,1627.6,0.2531,0.051,245.874,1065427.45,2603200,water,Lee(1966),1,0.495
321,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,76484.05,2033.1,0.3161,0.117,302.648,1356127.45,1747800,water,Lee(1966),1,0.495
322,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,78444.51,2034.4,0.3163,0.116,301.437,1349227.45,1792600,water,Lee(1966),1,0.495
323,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,77845,2034.4,0.3163,0.115,301.437,1349227.45,1778900,water,Lee(1966),1,0.495
324,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,78742.08,2034.4,0.3163,0.117,301.437,1349227.45,1799400,water,Lee(1966),1,0.495
325,0.01407,0.0442,1.5548e-04,0.99,1.107e+07,97130.11,2026.3,0.3151,0.072,280.2,1234591.23,2219600,water,Lee(1966),1,0.495
326,0.01407,0.0442,1.5548e-04,0.99,1.110e+07,97519.58,2026.3,0.3151,0.073,280.443,1235837.67,2228500,water,Lee(1966),1,0.495
327,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,95261.55,2006,0.3119,0.071,280.319,1235227.45,2176900,water,Lee(1966),1,0.495
328,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,94920.22,2006,0.3119,0.07,280.319,1235227.45,2169100,water,Lee(1966),1,0.495
329,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,96920.06,2006,0.3119,0.075,280.319,1235227.45,2214800,water,Lee(1966),1,0.495
330,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,97130.11,2006,0.3119,0.076,280.319,1235227.45,2219600,water,Lee(1966),1,0.495
331,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,103724.77,2034.4,0.3163,0.063,273.95,1202627.45,2370300,water,Lee(1966),1,0.495
332,0.01407,0.0442,1.5548e-04,0.99,1.114e+07,103724.77,2034.4,0.3163,0.061,274.404,1204897.74,2370300,water,Lee(1966),1,0.495
333,0.01407,0.0442,1.5548e-04,0.99,1.114e+07,103326.55,2034.4,0.3163,0.06,274.404,1204897.74,2361200,water,Lee(1966),1,0.495
334,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,123110.53,2023.6,0.3146,0.028,252.211,1095627.45,2813300,water,Lee(1966),1,0.495
335,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,126908.92,2034.4,0.3163,0.012,245.874,1065427.45,2900100,water,Lee(1966),1,0.495
336,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,127307.13,2034.4,0.3163,0.013,245.874,1065427.45,2909200,water,Lee(1966),1,0.495
337,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,126908.92,2034.4,0.3163,0.012,245.874,1065427.45,2900100,water,Lee(1966),1,0.495
338,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,126410.05,2034.4,0.3163,0.011,245.874,1065427.45,2888700,water,Lee(1966),1,0.495
339,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,84737.23,2712.6,0.4218,0.079,301.437,1349227.45,1936400,water,Lee(1966),1,0.495
340,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,82938.68,2712.6,0.4218,0.075,301.437,1349227.45,1895300,water,Lee(1966),1,0.495
341,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,83638.84,2712.6,0.4218,0.076,301.437,1349227.45,1911300,water,Lee(1966),1,0.495
342,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,106223.48,2712.6,0.4218,0.049,285.226,1260827.45,2427400,water,Lee(1966),1,0.495
343,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,105322.02,2712.6,0.4218,0.047,285.226,1260827.45,2406800,water,Lee(1966),1,0.495
344,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,103724.77,2712.6,0.4218,0.044,285.226,1260827.45,2370300,water,Lee(1966),1,0.495
345,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,126908.92,2712.6,0.4218,0.019,268.398,1174727.45,2900100,water,Lee(1966),1,0.495
346,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,125110.37,2712.6,0.4218,0.016,268.398,1174727.45,2859000,water,Lee(1966),1,0.495
347,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,89756.52,3382.6,0.5259,0.06,302.648,1356127.45,2051100,water,Lee(1966),1,0.495
348,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,92793.48,3382.6,0.5259,0.065,302.648,1356127.45,2120500,water,Lee(1966),1,0.495
349,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,90513.57,3382.6,0.5259,0.061,302.648,1356127.45,2068400,water,Lee(1966),1,0.495
350,0.01407,0.0442,1.5548e-04,0.99,1.110e+07,101895.59,3370.4,0.524,0.053,297.406,1326537.67,2328500,water,Lee(1966),1,0.495
351,0.01407,0.0442,1.5548e-04,0.99,1.103e+07,107610.67,3386.7,0.5266,0.037,291.326,1293327.45,2459100,water,Lee(1966),1,0.495
352,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,54411.42,1015.9,0.158,0.209,311.829,1407854.56,1243400,water,Lee(1966),1,0.495
353,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,54560.2,1015.9,0.158,0.21,311.829,1407854.56,1246800,water,Lee(1966),1,0.495
354,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,63784.85,1013.2,0.1575,0.177,294.631,1310154.56,1457600,water,Lee(1966),1,0.495
355,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,73547.75,1014.5,0.1577,0.156,278.254,1224054.56,1680700,water,Lee(1966),1,0.495
356,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,80930.09,1011.8,0.1573,0.124,260.994,1138054.56,1849400,water,Lee(1966),1,0.495
357,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,94592.02,1618.1,0.2516,0.053,272.286,1193854.56,2161600,water,Lee(1966),1,0.495
358,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,94592.02,1618.1,0.2516,0.053,272.286,1193854.56,2161600,water,Lee(1966),1,0.495
359,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,115465.63,1619.4,0.2518,0.006,243.983,1056654.56,2638600,water,Lee(1966),1,0.495
360,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,115894.48,1619.4,0.2518,0.008,243.983,1056654.56,2648400,water,Lee(1966),1,0.495
361,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,70830.24,2031.7,0.3159,0.106,311.829,1407854.56,1618600,water,Lee(1966),1,0.495
362,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,72007.39,2031.7,0.3159,0.109,311.829,1407854.56,1645500,water,Lee(1966),1,0.495
363,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,87546.63,2023.6,0.3146,0.075,295.917,1317154.56,2000600,water,Lee(1966),1,0.495
364,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,87546.63,2023.6,0.3146,0.075,295.917,1317154.56,2000600,water,Lee(1966),1,0.495
365,0.01407,0.0442,1.5548e-04,0.99,1.248e+07,90176.62,2035.8,0.3165,0.073,294.735,1310661.84,2060700,water,Lee(1966),1,0.495
366,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,90933.67,2034.4,0.3163,0.077,294.631,1310154.56,2078000,water,Lee(1966),1,0.495
367,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,106621.69,2025,0.3148,0.047,278.254,1224054.56,2436500,water,Lee(1966),1,0.495
368,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,106013.43,2025,0.3148,0.045,278.254,1224054.56,2422600,water,Lee(1966),1,0.495
369,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,115627.54,2031.7,0.3159,-0.003,260.994,1138054.56,2642300,water,Lee(1966),1,0.495
370,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,116327.7,2031.7,0.3159,-0.001,260.994,1138054.56,2658300,water,Lee(1966),1,0.495
371,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,117264.17,2031.7,0.3159,0.001,260.994,1138054.56,2679700,water,Lee(1966),1,0.495
372,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,90334.15,3411.1,0.5304,0.06,311.829,1407854.56,2064300,water,Lee(1966),1,0.495
373,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,92303.36,3379.9,0.5255,0.065,311.829,1407854.56,2109300,water,Lee(1966),1,0.495
374,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,92115.19,3379.9,0.5255,0.064,311.829,1407854.56,2105000,water,Lee(1966),1,0.495
375,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,99528.17,3393.5,0.5276,0.046,305.88,1372954.56,2274400,water,Lee(1966),1,0.495
376,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,102565.13,3384,0.5261,0.051,305.88,1372954.56,2343800,water,Lee(1966),1,0.495
377,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,112069.84,3390.7,0.5272,0.043,300.963,1345054.56,2561000,water,Lee(1966),1,0.495
378,0.01407,0.0442,1.5548e-04,0.99,1.241e+07,112918.79,3390.7,0.5272,0.044,300.963,1345054.56,2580400,water,Lee(1966),1,0.495
379,0.00544,0.0171,2.3243e-05,0.76,7.200e+05,25243.35,657,0.0153,0.563,48.539,203217.11,1943500,water,Todreas,1,0.38
380,0.00544,0.0171,2.3243e-05,0.76,7.600e+05,26431.8,659.7,0.0153,0.551,27.116,113756.75,2035000,water,Todreas,1,0.38
381,0.00544,0.0171,2.3243e-05,0.76,6.900e+05,23604.18,662.5,0.0154,0.56,75.226,314815.68,1817300,water,Todreas,1,0.38
382,0.00544,0.0171,2.3243e-05,0.76,8.100e+05,24587.42,678.8,0.0158,0.6,92.442,387178.02,1893000,water,Todreas,1,0.38
383,0.00544,0.0171,2.3243e-05,0.76,6.100e+05,22415.73,662.5,0.0154,0.589,104.804,439112.54,1725800,water,Todreas,1,0.38
384,0.00544,0.0171,2.3243e-05,0.76,7.400e+05,21390.93,673.3,0.0156,0.561,116.525,488786.55,1646900,water,Todreas,1,0.38
385,0.00544,0.0171,2.3243e-05,0.76,7.700e+05,21227.27,651.6,0.0151,0.609,132.536,556906.12,1634300,water,Todreas,1,0.38
386,0.00544,0.0171,2.3243e-05,0.76,4.800e+05,42209.06,1351,0.0314,0.367,14.487,60666.63,3249700,water,Todreas,1,0.38
387,0.00544,0.0171,2.3243e-05,0.76,4.600e+05,36922.7,1343.9,0.0312,0.338,37.299,156029.87,2842700,water,Todreas,1,0.38
388,0.00544,0.0171,2.3243e-05,0.76,4.400e+05,37044.79,1311.3,0.0305,0.391,55.091,230357.48,2852100,water,Todreas,1,0.38
389,0.00544,0.0171,2.3243e-05,0.76,4.300e+05,32659.84,1311.3,0.0305,0.384,85.1,356026.8,2514500,water,Todreas,1,0.38
390,0.00544,0.0171,2.3243e-05,0.76,4.600e+05,31062.24,1311.3,0.0305,0.418,116.511,488529.87,2391500,water,Todreas,1,0.38
391,0.00544,0.0171,2.3243e-05,0.76,7.200e+05,60648.97,2595.5,0.0603,0.183,16.977,71317.11,4669400,water,Todreas,1,0.38
392,0.00544,0.0171,2.3243e-05,0.76,7.300e+05,66386.04,2606.4,0.0606,0.228,17.798,74764.54,5111100,water,Todreas,1,0.38
393,0.00544,0.0171,2.3243e-05,0.76,7.700e+05,58190.23,2674.3,0.0622,0.228,57.692,241506.12,4480100,water,Todreas,1,0.38
394,0.00544,0.0171,2.3243e-05,0.76,7.600e+05,54911.91,2622.7,0.061,0.263,83.02,347556.75,4227700,water,Todreas,1,0.38
395,0.00544,0.0171,2.3243e-05,0.76,8.300e+05,50814,2687.9,0.0625,0.275,112.791,473035.67,3912200,water,Todreas,1,0.38
396,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,167585.06,2888.9,0.2342,0.377,214.96,921269.02,1075900,water,Casterline,1,2.44
397,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,178877.86,3119.5,0.2529,0.306,209.881,898269.02,1148400,water,Casterline,1,2.44
398,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,190669.09,2644.8,0.2144,0.338,204.547,874269.02,1224100,water,Casterline,1,2.44
399,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,225077.07,2753.3,0.2232,0.317,188.81,804269.02,1445000,water,Casterline,1,2.44
400,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,180357.6,3906.1,0.3167,0.335,209.216,895269.02,1157900,water,Casterline,1,2.44
401,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,226058.37,4096,0.3321,0.305,188.357,802269.02,1451300,water,Casterline,1,2.44
402,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,243753.01,3987.5,0.3233,0.279,180.166,766269.02,1564900,water,Casterline,1,2.44
403,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,280123.6,4123.1,0.3343,0.249,163.159,692269.02,1798400,water,Casterline,1,2.44
404,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,267833.92,6754.4,0.5476,0.27,168.929,717269.02,1719500,water,Casterline,1,2.44
405,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,312054.95,6686.5,0.5421,0.253,148.057,627269.02,2003400,water,Casterline,1,2.44
406,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,345481.62,5547.3,0.4497,0.273,132.122,559269.02,2218000,water,Casterline,1,2.44
407,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,355310.24,6767.9,0.5487,0.123,127.412,539269.02,2281100,water,Casterline,1,2.44
408,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,100248.86,1193.5,0.0968,0.638,244.442,1058269.02,643600,water,Casterline,1,2.44
409,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,120887.41,1329.2,0.1078,0.585,235.558,1016269.02,776100,water,Casterline,1,2.44
410,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,139563.36,1383.4,0.1122,0.581,227.397,978269.02,896000,water,Casterline,1,2.44
411,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,155295.39,1451.2,0.1177,0.527,220.442,946269.02,997000,water,Casterline,1,2.44
412,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,172990.03,1383.4,0.1122,0.502,212.535,910269.02,1110600,water,Casterline,1,2.44
413,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,198535.11,1274.9,0.1034,0.592,200.973,858269.02,1274600,water,Casterline,1,2.44
414,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,248176.67,2631.2,0.2133,0.315,178.11,757269.02,1593300,water,Casterline,1,2.44
415,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,315497.3,4028.2,0.3266,0.21,146.423,620269.02,2025500,water,Casterline,1,2.44
416,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,417724.35,6795,0.5509,0.056,97.306,412269.02,2681800,water,Casterline,1,2.44
417,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,529266,9561.9,0.7752,0.02,42.944,185269.02,3397900,water,Casterline,1,2.44
418,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,285528.56,2780.4,0.2254,0.246,160.614,681269.02,1833100,water,Casterline,1,2.44
419,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,348425.53,3946.8,0.32,0.158,130.71,553269.02,2236900,water,Casterline,1,2.44
420,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,495854.91,6781.5,0.5498,0.027,59.272,253269.02,3183400,water,Casterline,1,2.44
421,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,323846.18,2536.3,0.2056,0.278,142.448,603269.02,2079100,water,Casterline,1,2.44
422,0.01016,0.0319,8.1073e-05,4.88,6.900e+06,420668.26,4014.6,0.3255,0.067,95.877,406269.02,2700700,water,Casterline,1,2.44
423,0.0079,0.0248,4.9017e-05,0.45,7.000e+06,55380.56,991.7,0.0486,0.192,101.14,428449.21,4958700,water,Zenkevich,1,0.225
424,0.0079,0.0248,4.9017e-05,0.45,7.000e+06,53364.67,991.7,0.0486,0.223,122.137,516983.01,4778200,water,Zenkevich,1,0.225
425,0.0079,0.0248,4.9017e-05,0.45,7.000e+06,50877.47,991.7,0.0486,0.24,140.134,593453.11,4555500,water,Zenkevich,1,0.225
426,0.0079,0.0248,4.9017e-05,0.45,7.000e+06,48952.05,991.7,0.0486,0.274,161.136,683584.61,4383100,water,Zenkevich,1,0.225
427,0.0079,0.0248,4.9017e-05,0.45,7.000e+06,46805.49,991.7,0.0486,0.294,178.144,757471.31,4190900,water,Zenkevich,1,0.225
428,0.0079,0.0248,4.9017e-05,0.45,7.000e+06,46805.49,994.4,0.0487,0.363,202.159,863614.71,4190900,water,Zenkevich,1,0.225
429,0.0079,0.0248,4.9017e-05,0.45,7.000e+06,46013.65,988.9,0.0485,0.41,220.17,945054.51,4120000,water,Zenkevich,1,0.225
430,0.0079,0.0248,4.9017e-05,0.45,7.000e+06,42161.68,997.2,0.0489,0.418,241.178,1042765.91,3775100,water,Zenkevich,1,0.225
431,0.0079,0.0248,4.9017e-05,0.45,7.000e+06,40697.51,997.2,0.0489,0.452,258.181,1124760.41,3644000,water,Zenkevich,1,0.225
432,0.0079,0.0248,4.9017e-05,0.45,7.000e+06,64938.44,2005.6,0.0983,0.044,160.136,679266.41,5814500,water,Zenkevich,1,0.225
433,0.0079,0.0248,4.9017e-05,0.45,7.000e+06,60064.57,2002.8,0.0982,0.066,179.144,761847.91,5378100,water,Zenkevich,1,0.225
434,0.0079,0.0248,4.9017e-05,0.45,7.000e+06,55009.77,1983.3,0.0972,0.092,198.157,845749.71,4925500,water,Zenkevich,1,0.225
435,0.0079,0.0248,4.9017e-05,0.45,7.000e+06,48952.05,1983.3,0.0972,0.117,220.17,945054.51,4383100,water,Zenkevich,1,0.225
436,0.0079,0.0248,4.9017e-05,0.45,7.000e+06,46273.87,1994.4,0.0978,0.159,240.177,1038032.81,4143300,water,Zenkevich,1,0.225
437,0.0079,0.0248,4.9017e-05,0.45,7.000e+06,42012.03,1994.4,0.0978,0.194,260.181,1134622.51,3761700,water,Zenkevich,1,0.225
438,0.0079,0.0248,4.9017e-05,0.45,7.000e+06,37287.81,1969.4,0.0965,0.237,281.187,1241819.51,3338700,water,Zenkevich,1,0.225
439,0.0079,0.0248,4.9017e-05,0.45,7.000e+06,63684.23,2747.2,0.1347,0.034,199.157,850208.81,5702200,water,Zenkevich,1,0.225
440,0.0079,0.0248,4.9017e-05,0.45,7.000e+06,55640.78,2747.2,0.1347,0.061,221.17,949635.01,4982000,water,Zenkevich,1,0.225
441,0.0079,0.0248,4.9017e-05,0.45,7.000e+06,50235.29,2747.2,0.1347,0.09,239.177,1033308.51,4498000,water,Zenkevich,1,0.225
442,0.0079,0.0248,4.9017e-05,0.45,7.000e+06,41921.56,2755.6,0.1351,0.116,260.181,1134622.51,3753600,water,Zenkevich,1,0.225
443,0.0079,0.0248,4.9017e-05,0.45,7.000e+06,35281.97,2750,0.1348,0.154,282.187,1247124.71,3159100,water,Zenkevich,1,0.225
444,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,55640.78,997.2,0.0489,0.167,118.097,502036.6,4982000,water,Zenkevich,1,0.225
445,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,54488.2,1000,0.049,0.16,122.096,518921.6,4878800,water,Zenkevich,1,0.225
446,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,50025.33,1000,0.049,0.15,140.094,595253.7,4479200,water,Zenkevich,1,0.225
447,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,51679.36,997.2,0.0489,0.18,141.094,599513.2,4627300,water,Zenkevich,1,0.225
448,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,46545.26,1000,0.049,0.161,160.098,680887.2,4167600,water,Zenkevich,1,0.225
449,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,45742.26,1000,0.049,0.152,161.098,685195.5,4095700,water,Zenkevich,1,0.225
450,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,43937.45,1000,0.049,0.187,180.108,767628.7,3934100,water,Zenkevich,1,0.225
451,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,42914.43,1000,0.049,0.175,181.109,772000.2,3842500,water,Zenkevich,1,0.225
452,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,41158.76,1000,0.049,0.208,199.121,851345.4,3685300,water,Zenkevich,1,0.225
453,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,39674.49,1000,0.049,0.192,201.123,860245.9,3552400,water,Zenkevich,1,0.225
454,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,37749.06,1000,0.049,0.231,221.136,950364.6,3380000,water,Zenkevich,1,0.225
455,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,36816.5,1000,0.049,0.217,221.136,950364.6,3296500,water,Zenkevich,1,0.225
456,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,34720.2,1000,0.049,0.251,240.143,1038273.1,3108800,water,Zenkevich,1,0.225
457,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,34500.19,1000,0.049,0.248,240.143,1038273.1,3089100,water,Zenkevich,1,0.225
458,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,34500.19,1000,0.049,0.317,259.147,1129220.4,3089100,water,Zenkevich,1,0.225
459,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,34258.95,997.2,0.0489,0.322,261.147,1139015.9,3067500,water,Zenkevich,1,0.225
460,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,32474.25,1000,0.049,0.358,278.15,1224469.1,2907700,water,Zenkevich,1,0.225
461,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,31591.95,1000,0.049,0.352,280.151,1234822.8,2828700,water,Zenkevich,1,0.225
462,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,27499.86,1000,0.049,0.372,300.169,1343202.5,2462300,water,Zenkevich,1,0.225
463,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,27499.86,997.2,0.0489,0.377,301.17,1348910,2462300,water,Zenkevich,1,0.225
464,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,66994.54,1991.7,0.0976,-0.036,160.098,680887.2,5998600,water,Zenkevich,1,0.225
465,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,60946.87,1988.9,0.0975,-0.023,178.107,758896.2,5457100,water,Zenkevich,1,0.225
466,0.0079,0.0248,4.9017e-05,0.45,1.000e+07,53074.29,1991.7,0.0976,-0.014,199.121,851345.4,4752200,water,Zenkevich,1,0.225
467,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,21021.09,1008.3,0.0494,0.176,300.059,1338468.58,1882200,water,Zenkevich,1,0.225
468,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,18032.44,1002.8,0.0492,0.232,320.112,1455630.58,1614600,water,Zenkevich,1,0.225
469,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,58830.46,2002.8,0.0982,-0.195,179.985,769205.78,5267600,water,Zenkevich,1,0.225
470,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,58830.46,2005.6,0.0983,-0.192,180.985,773561.38,5267600,water,Zenkevich,1,0.225
471,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,52210.97,2002.8,0.0982,-0.179,199,852584.78,4674900,water,Zenkevich,1,0.225
472,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,50837.27,1997.2,0.0979,-0.183,201.002,861444.78,4551900,water,Zenkevich,1,0.225
473,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,48109.95,2000,0.098,-0.134,219.017,942031.08,4307700,water,Zenkevich,1,0.225
474,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,46775.33,2002.8,0.0982,-0.143,220.017,946557.28,4188200,water,Zenkevich,1,0.225
475,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,42382.82,1997.2,0.0979,-0.102,239.028,1033729.58,3794900,water,Zenkevich,1,0.225
476,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,42141.58,1994.4,0.0978,-0.099,240.029,1038386.28,3773300,water,Zenkevich,1,0.225
477,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,38691.67,1994.4,0.0978,-0.052,258.034,1123643.98,3464400,water,Zenkevich,1,0.225
478,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,36796.4,1986.1,0.0974,-0.055,261.035,1138152.98,3294700,water,Zenkevich,1,0.225
479,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,32474.25,1997.2,0.0979,-0.009,280.04,1232586.98,2907700,water,Zenkevich,1,0.225
480,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,32474.25,1994.4,0.0978,-0.004,281.04,1237699.28,2907700,water,Zenkevich,1,0.225
481,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,28392.21,2000,0.098,0.051,300.059,1338468.58,2542200,water,Zenkevich,1,0.225
482,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,27178.21,1986.1,0.0974,0.041,300.059,1338468.58,2433500,water,Zenkevich,1,0.225
