TestID,Diameter,Perimeter,Area,Length,Pressure,Power,MassFlux,MassFlow,EquilibriumQuality,InletTemperature,InletEnthalpy,HeatFlux,Fluid,Source,WallPower,WallMesh
1,0.01044,0.0328,8.5603e-05,1.83,1.379e+07,35220.18,678.1,0.058,0.511,328.438,1510619.23,586800,water,Swenson,1,0.915
2,0.01044,0.0328,8.5603e-05,1.83,1.379e+07,40333.95,949.4,0.0813,0.401,327.027,1501019.23,672000,water,Swenson,1,0.915
3,0.01044,0.0328,8.5603e-05,1.83,1.379e+07,45639.78,1356.3,0.1161,0.32,329.236,1516119.23,760400,water,Swenson,1,0.915
4,0.01044,0.0328,8.5603e-05,1.83,1.379e+07,49427.09,1763.2,0.1509,0.261,329.538,1518219.23,823500,water,Swenson,1,0.915
5,0.01044,0.0328,8.5603e-05,1.83,1.379e+07,55861.32,1763.2,0.1509,0.234,318.598,1446619.23,930700,water,Swenson,1,0.915
6,0.01044,0.0328,8.5603e-05,1.83,1.379e+07,59270.5,1763.2,0.1509,0.205,309.456,1391819.23,987500,water,Swenson,1,0.915
7,0.01044,0.0328,8.5603e-05,1.83,1.379e+07,63814.07,1763.2,0.1509,0.189,301.153,1344719.23,1063200,water,Swenson,1,0.915
8,0.01046,0.0329,8.5932e-05,1.83,1.379e+07,53316.35,1763.2,0.1515,0.213,317.887,1442219.23,886600,water,Swenson,1,0.915
9,0.01046,0.0329,8.5932e-05,1.83,1.379e+07,56918.48,1356.3,0.1165,0.251,301.441,1346319.23,946500,water,Swenson,1,0.915
10,0.01046,0.0329,8.5932e-05,1.83,1.379e+07,53123.91,1356.3,0.1165,0.258,308.663,1387219.23,883400,water,Swenson,1,0.915
11,0.01046,0.0329,8.5932e-05,1.83,1.379e+07,49708.2,1356.3,0.1165,0.26,313.969,1418419.23,826600,water,Swenson,1,0.915
12,0.01046,0.0329,8.5932e-05,1.83,1.379e+07,56918.48,949.4,0.0816,0.311,274.123,1202719.23,946500,water,Swenson,1,0.915
13,0.01046,0.0329,8.5932e-05,1.83,1.379e+07,53123.91,949.4,0.0816,0.338,288.927,1278719.23,883400,water,Swenson,1,0.915
14,0.01046,0.0329,8.5932e-05,1.83,1.379e+07,49329.35,949.4,0.0816,0.355,300.847,1343019.23,820300,water,Swenson,1,0.915
15,0.01046,0.0329,8.5932e-05,1.83,1.379e+07,45727.22,949.4,0.0816,0.365,310.674,1398919.23,760400,water,Swenson,1,0.915
16,0.01046,0.0329,8.5932e-05,1.83,1.379e+07,37945.65,678.1,0.0583,0.512,321.809,1466819.23,631000,water,Swenson,1,0.915
17,0.01046,0.0329,8.5932e-05,1.83,1.379e+07,41740.22,678.1,0.0583,0.474,303.945,1360319.23,694100,water,Swenson,1,0.915
18,0.01046,0.0329,8.5932e-05,1.83,1.379e+07,56918.48,678.1,0.0583,0.38,231.402,998419.23,946500,water,Swenson,1,0.915
19,0.01046,0.0329,8.5932e-05,1.83,1.379e+07,53123.91,678.1,0.0583,0.385,246.721,1069719.23,883400,water,Swenson,1,0.915
20,0.01054,0.0331,8.7251e-05,1.83,1.379e+07,49512.72,1763.2,0.1538,0.214,322.714,1472619.23,817100,water,Swenson,1,0.915
21,0.01054,0.0331,8.7251e-05,1.83,1.379e+07,49130.97,1763.2,0.1538,0.224,324.819,1486319.23,810800,water,Swenson,1,0.915
22,0.01054,0.0331,8.7251e-05,1.83,1.379e+07,58499.06,1763.2,0.1538,0.181,307.256,1379119.23,965400,water,Swenson,1,0.915
23,0.01054,0.0331,8.7251e-05,1.83,1.379e+07,49324.87,1356.3,0.1183,0.26,315.481,1427519.23,814000,water,Swenson,1,0.915
24,0.01054,0.0331,8.7251e-05,1.83,1.379e+07,49324.87,949.4,0.0828,0.336,298.742,1331419.23,814000,water,Swenson,1,0.915
25,0.01054,0.0331,8.7251e-05,1.83,1.379e+07,57159.89,949.4,0.0828,0.289,270.819,1186219.23,943300,water,Swenson,1,0.915
26,0.00953,0.0299,7.1331e-05,1.73,6.860e+06,142317.46,4007.9,0.2859,0.093,211.217,904290.2,2747700,water,Lee(1965),1,0.865
27,0.00953,0.0299,7.1331e-05,1.73,6.830e+06,140530.53,4073,0.2905,0.094,214.471,919026.69,2713200,water,Lee(1965),1,0.865
28,0.00953,0.0299,7.1331e-05,1.73,6.830e+06,128679.81,4071.6,0.2904,0.129,234.676,1012126.69,2484400,water,Lee(1965),1,0.865
29,0.00953,0.0299,7.1331e-05,1.73,6.860e+06,129259.91,4040.4,0.2882,0.131,234.496,1011290.2,2495600,water,Lee(1965),1,0.865
30,0.00953,0.0299,7.1331e-05,1.73,7.000e+06,122402.24,4011.9,0.2862,0.186,257.402,1120937.21,2363200,water,Lee(1965),1,0.865
31,0.00953,0.0299,7.1331e-05,1.73,7.000e+06,122837.32,4070.2,0.2903,0.186,258.338,1125537.21,2371600,water,Lee(1965),1,0.865
32,0.00953,0.0299,7.1331e-05,1.73,6.720e+06,116751.39,4106.9,0.2929,0.228,273.465,1201660.97,2254100,water,Lee(1965),1,0.865
33,0.00953,0.0299,7.1331e-05,1.73,6.860e+06,114855.69,4085.2,0.2914,0.218,272.645,1197390.2,2217500,water,Lee(1965),1,0.865
34,0.00953,0.0299,7.1331e-05,1.73,7.000e+06,95012.98,2029,0.1447,0.395,274.51,1206937.21,1834400,water,Lee(1965),1,0.865
35,0.00953,0.0299,7.1331e-05,1.73,7.000e+06,96525.39,2057.5,0.1468,0.407,277.651,1223237.21,1863600,water,Lee(1965),1,0.865
36,0.00953,0.0299,7.1331e-05,1.73,6.970e+06,104838.51,2049.4,0.1462,0.376,256.597,1116991.04,2024100,water,Lee(1965),1,0.865
37,0.00953,0.0299,7.1331e-05,1.73,7.000e+06,106071.23,2030.4,0.1448,0.385,256.444,1116237.21,2047900,water,Lee(1965),1,0.865
38,0.00953,0.0299,7.1331e-05,1.73,6.860e+06,114684.76,1996.5,0.1424,0.354,230.509,992690.2,2214200,water,Lee(1965),1,0.865
39,0.00953,0.0299,7.1331e-05,1.73,6.790e+06,117751.03,1996.5,0.1424,0.369,230.242,991436.07,2273400,water,Lee(1965),1,0.865
40,0.00953,0.0299,7.1331e-05,1.73,7.000e+06,124748.56,2010,0.1434,0.325,207.669,888337.21,2408500,water,Lee(1965),1,0.865
41,0.00953,0.0299,7.1331e-05,1.73,7.070e+06,123438.14,1991,0.142,0.316,205.348,877930.92,2383200,water,Lee(1965),1,0.865
42,0.00925,0.0291,6.7201e-05,1.73,6.860e+06,116795.02,1980.2,0.1331,0.333,207.626,888090.2,2323200,water,Lee(1965),1,0.865
43,0.00925,0.0291,6.7201e-05,1.73,6.900e+06,117177.09,1968,0.1323,0.338,207.551,887769.02,2330800,water,Lee(1965),1,0.865
44,0.00925,0.0291,6.7201e-05,1.73,6.900e+06,109259.04,1989.7,0.1337,0.367,232.457,1001769.02,2173300,water,Lee(1965),1,0.865
45,0.00925,0.0291,6.7201e-05,1.73,6.930e+06,108977.51,1987,0.1335,0.372,234.287,1010323.77,2167700,water,Lee(1965),1,0.865
46,0.00925,0.0291,6.7201e-05,1.73,6.720e+06,100310.39,2007.3,0.1349,0.391,254.419,1106360.97,1995300,water,Lee(1965),1,0.865
47,0.00925,0.0291,6.7201e-05,1.73,7.000e+06,98123.5,1985.6,0.1334,0.381,254.54,1106937.21,1951800,water,Lee(1965),1,0.865
48,0.00925,0.0291,6.7201e-05,1.73,7.030e+06,90577.47,2011.4,0.1352,0.4,273.473,1201579.77,1801700,water,Lee(1965),1,0.865
49,0.00925,0.0291,6.7201e-05,1.73,7.000e+06,91110.37,1997.8,0.1343,0.41,274.51,1206937.21,1812300,water,Lee(1965),1,0.865
50,0.00925,0.0291,6.7201e-05,1.73,6.790e+06,105760.02,3997,0.2686,0.239,278.224,1226336.07,2103700,water,Lee(1965),1,0.865
51,0.00925,0.0291,6.7201e-05,1.73,6.860e+06,108706.04,4173.3,0.2804,0.226,276.247,1215990.2,2162300,water,Lee(1965),1,0.865
52,0.00925,0.0291,6.7201e-05,1.73,6.830e+06,137226.1,4009.2,0.2694,0.096,209.345,895826.69,2729600,water,Lee(1965),1,0.865
53,0.00925,0.0291,6.7201e-05,1.73,6.900e+06,138291.89,3987.5,0.268,0.096,208.595,892469.02,2750800,water,Lee(1965),1,0.865
54,0.00925,0.0291,6.7201e-05,1.73,6.860e+06,129649.91,3986.2,0.2679,0.143,230.509,992690.2,2578900,water,Lee(1965),1,0.865
55,0.00925,0.0291,6.7201e-05,1.73,6.930e+06,126814.49,3972.6,0.267,0.137,231.287,996323.77,2522500,water,Lee(1965),1,0.865
56,0.00925,0.0291,6.7201e-05,1.73,6.790e+06,121173.82,3991.6,0.2682,0.217,260.38,1135636.07,2410300,water,Lee(1965),1,0.865
57,0.00925,0.0291,6.7201e-05,1.73,6.930e+06,118609.88,4039.1,0.2714,0.175,251.407,1091723.77,2359300,water,Lee(1965),1,0.865
58,0.00937,0.0294,6.8956e-05,1.73,6.690e+06,124268.48,2072.4,0.1429,0.336,209.257,895379.4,2440200,water,Lee(1965),1,0.865
59,0.00937,0.0294,6.8956e-05,1.73,6.790e+06,122582.85,2027.7,0.1398,0.339,209.395,896036.07,2407100,water,Lee(1965),1,0.865
60,0.00937,0.0294,6.8956e-05,1.73,6.790e+06,112779.68,2016.8,0.1391,0.361,231.231,996036.07,2214600,water,Lee(1965),1,0.865
61,0.00937,0.0294,6.8956e-05,1.73,6.830e+06,110467.66,2012.7,0.1388,0.358,233.671,1007426.69,2169200,water,Lee(1965),1,0.865
62,0.00937,0.0294,6.8956e-05,1.73,7.030e+06,100924.22,2030.4,0.14,0.367,253.419,1101479.77,1981800,water,Lee(1965),1,0.865
63,0.00937,0.0294,6.8956e-05,1.73,6.900e+06,98963.58,2026.3,0.1397,0.367,255.385,1111069.02,1943300,water,Lee(1965),1,0.865
64,0.00937,0.0294,6.8956e-05,1.73,6.760e+06,89639.12,2027.7,0.1398,0.385,273.43,1201463.62,1760200,water,Lee(1965),1,0.865
65,0.00937,0.0294,6.8956e-05,1.73,6.860e+06,90459.02,2025,0.1396,0.392,274.451,1206690.2,1776300,water,Lee(1965),1,0.865
66,0.00937,0.0294,6.8956e-05,1.73,6.830e+06,140187.8,4044.5,0.2789,0.092,209.345,895826.69,2752800,water,Lee(1965),1,0.865
67,0.00937,0.0294,6.8956e-05,1.73,6.760e+06,141501.68,4055.3,0.2796,0.097,209.558,896763.62,2778600,water,Lee(1965),1,0.865
68,0.00937,0.0294,6.8956e-05,1.73,6.860e+06,128230.49,4112.3,0.2836,0.131,233.513,1006690.2,2518000,water,Lee(1965),1,0.865
69,0.00937,0.0294,6.8956e-05,1.73,6.900e+06,128230.49,4112.3,0.2836,0.129,233.464,1006469.02,2518000,water,Lee(1965),1,0.865
70,0.00937,0.0294,6.8956e-05,1.73,6.900e+06,119211.58,4036.3,0.2783,0.18,254.443,1106469.02,2340900,water,Lee(1965),1,0.865
71,0.00937,0.0294,6.8956e-05,1.73,6.900e+06,119211.58,4036.3,0.2783,0.18,254.443,1106469.02,2340900,water,Lee(1965),1,0.865
72,0.00937,0.0294,6.8956e-05,1.73,6.810e+06,111379.23,4124.5,0.2844,0.234,277.527,1222682.23,2187100,water,Lee(1965),1,0.865
73,0.00937,0.0294,6.8956e-05,1.73,6.790e+06,111521.82,4124.5,0.2844,0.235,277.325,1221636.07,2189900,water,Lee(1965),1,0.865
74,0.00953,0.0299,7.1331e-05,1.73,6.900e+06,98902.79,2027.7,0.1446,0.432,279.327,1232069.02,1909500,water,AEEW,1,0.865
75,0.00953,0.0299,7.1331e-05,1.73,6.900e+06,109608.84,2034.4,0.1451,0.408,258.241,1125069.02,2116200,water,AEEW,1,0.865
76,0.00953,0.0299,7.1331e-05,1.73,6.900e+06,120216.48,2029,0.1447,0.389,236.431,1020369.02,2321000,water,AEEW,1,0.865
77,0.00953,0.0299,7.1331e-05,1.73,6.900e+06,103232.86,2031.7,0.1449,0.437,275.301,1211069.02,1993100,water,AEEW,1,0.865
78,0.00953,0.0299,7.1331e-05,1.73,6.900e+06,102859.94,2031.7,0.1449,0.435,275.301,1211069.02,1985900,water,AEEW,1,0.865
79,0.00953,0.0299,7.1331e-05,3.05,7.100e+06,194309.41,4040.4,0.2882,0.226,218.546,937665.14,2127900,water,Lee(1965),1,1.525
80,0.00953,0.0299,7.1331e-05,3.05,6.970e+06,198811.24,4059.4,0.2896,0.207,208.35,891391.04,2177200,water,Lee(1965),1,1.525
81,0.00953,0.0299,7.1331e-05,3.05,6.600e+06,190328.07,4067.5,0.2901,0.269,232.585,1002310.73,2084300,water,Lee(1965),1,1.525
82,0.00953,0.0299,7.1331e-05,3.05,7.170e+06,141775.83,2048,0.1461,0.399,210.604,901631.34,1552600,water,Lee(1965),1,1.525
83,0.00953,0.0299,7.1331e-05,3.05,6.790e+06,139547.74,2003.3,0.1429,0.427,216.587,928636.07,1528200,water,Lee(1965),1,1.525
84,0.00953,0.0299,7.1331e-05,3.05,6.450e+06,131110.22,2054.8,0.1466,0.423,231.363,996580.92,1435800,water,Lee(1965),1,1.525
85,0.00953,0.0299,7.1331e-05,3.05,6.760e+06,134507.15,2075.1,0.148,0.427,231.389,996763.62,1473000,water,Lee(1965),1,1.525
86,0.00953,0.0299,7.1331e-05,3.05,6.790e+06,121576.93,2039.9,0.1455,0.441,251.347,1091436.07,1331400,water,Lee(1965),1,1.525
87,0.00953,0.0299,7.1331e-05,3.05,6.830e+06,124499.01,2043.9,0.1458,0.446,249.357,1081826.69,1363400,water,Lee(1965),1,1.525
88,0.00953,0.0299,7.1331e-05,3.05,6.970e+06,108345.37,2068.4,0.1475,0.444,273.315,1200791.04,1186500,water,Lee(1965),1,1.525
89,0.00953,0.0299,7.1331e-05,3.05,7.000e+06,107888.79,2068.4,0.1475,0.442,273.618,1202337.21,1181500,water,Lee(1965),1,1.525
90,0.00953,0.0299,7.1331e-05,3.05,7.030e+06,152898.01,4121.8,0.294,0.304,274.366,1206179.77,1674400,water,Lee(1965),1,1.525
91,0.00953,0.0299,7.1331e-05,3.05,7.000e+06,147957.86,4116.4,0.2936,0.298,275.42,1211637.21,1620300,water,Lee(1965),1,1.525
92,0.00953,0.0299,7.1331e-05,3.05,6.970e+06,173005.59,4110.9,0.2932,0.283,253.75,1103091.04,1894600,water,Lee(1965),1,1.525
93,0.00953,0.0299,7.1331e-05,3.05,7.030e+06,164120.63,4049.9,0.2889,0.276,256.289,1115479.77,1797300,water,Lee(1965),1,1.525
94,0.00953,0.0299,7.1331e-05,3.05,6.660e+06,166777.9,2731.6,0.1948,0.338,212.514,910093.86,1826400,water,Lee(1965),1,1.525
95,0.00953,0.0299,7.1331e-05,3.05,6.720e+06,170010.46,2741.1,0.1955,0.334,208.586,892360.97,1861800,water,Lee(1965),1,1.525
96,0.00953,0.0299,7.1331e-05,3.05,7.030e+06,153893.34,2735.7,0.1951,0.337,229.4,987579.77,1685300,water,Lee(1965),1,1.525
97,0.00953,0.0299,7.1331e-05,3.048,7.070e+06,154458.59,2735.7,0.1951,0.338,229.323,987230.92,1692600,water,Lee(1965),1,1.524
98,0.00953,0.0299,7.1331e-05,3.05,6.720e+06,134662.38,2704.5,0.1929,0.362,254.419,1106360.97,1474700,water,Lee(1965),1,1.525
99,0.00953,0.0299,7.1331e-05,3.05,6.620e+06,136214.74,2707.2,0.1931,0.365,253.332,1101073.57,1491700,water,Lee(1965),1,1.525
100,0.00953,0.0299,7.1331e-05,3.05,7.000e+06,119732.36,2731.6,0.1948,0.36,272.254,1195337.21,1311200,water,Lee(1965),1,1.525
101,0.00953,0.0299,7.1331e-05,3.05,7.000e+06,118170.87,2730.2,0.1947,0.363,274.51,1206937.21,1294100,water,Lee(1965),1,1.525
102,0.00953,0.0299,7.1331e-05,3.05,6.930e+06,116326.31,2711.2,0.1934,0.367,276.509,1217323.77,1273900,water,Lee(1965),1,1.525
103,0.01082,0.034,9.1948e-05,3.05,6.860e+06,113970.7,2039.9,0.1876,0.549,278.031,1225290.2,1099300,water,Lee(1965),1,1.525
104,0.01082,0.034,9.1948e-05,3.05,6.900e+06,117277.95,2037.2,0.1873,0.394,279.327,1232069.02,1131200,water,Lee(1965),1,1.525
105,0.01082,0.034,9.1948e-05,3.05,6.830e+06,147696.4,2037.2,0.1873,0.4,248.402,1077226.69,1424600,water,Lee(1965),1,1.525
106,0.01082,0.034,9.1948e-05,3.05,6.860e+06,150205.35,2037.2,0.1873,0.405,247.27,1071790.2,1448800,water,Lee(1965),1,1.525
107,0.01082,0.034,9.1948e-05,3.05,6.790e+06,178332.57,2023.6,0.1861,0.393,209.395,896036.07,1720100,water,Lee(1965),1,1.525
108,0.01082,0.034,9.1948e-05,3.05,6.930e+06,180499.39,2038.5,0.1874,0.392,208.937,894023.77,1741000,water,Lee(1965),1,1.525
109,0.01082,0.034,9.1948e-05,3.05,6.970e+06,157224.2,2031.7,0.1868,0.385,233.23,1005391.04,1516500,water,Lee(1965),1,1.525
110,0.01082,0.034,9.1948e-05,3.05,7.000e+06,154269.44,2031.7,0.1868,0.372,232.06,999937.21,1488000,water,Lee(1965),1,1.525
111,0.01082,0.034,9.1948e-05,3.05,7.070e+06,171801,4075.7,0.3748,0.259,273.408,1201230.92,1657100,water,Lee(1965),1,1.525
112,0.01082,0.034,9.1948e-05,3.05,7.070e+06,168535.22,4075.7,0.3748,0.259,275.212,1210530.92,1625600,water,Lee(1965),1,1.525
113,0.01082,0.034,9.1948e-05,3.05,6.950e+06,202592.68,4054,0.3728,0.251,253.064,1099758.22,1954100,water,Lee(1965),1,1.525
114,0.01082,0.034,9.1948e-05,3.05,6.930e+06,201047.92,4054,0.3728,0.249,253.324,1101023.77,1939200,water,Lee(1965),1,1.525
115,0.01082,0.034,9.1948e-05,3.05,6.830e+06,202810.4,4005.1,0.3683,0.255,252.253,1095826.69,1956200,water,Lee(1965),1,1.525
116,0.01082,0.034,9.1948e-05,3.05,6.970e+06,217283.53,4043.1,0.3718,0.224,236.221,1019391.04,2095800,water,Lee(1965),1,1.525
117,0.01082,0.034,9.1948e-05,3.05,6.790e+06,218838.67,4043.1,0.3718,0.231,236.215,1019336.07,2110800,water,Lee(1965),1,1.525
118,0.01082,0.034,9.1948e-05,3.05,7.030e+06,165062.08,4005.1,0.3683,0.284,282.371,1248079.77,1592100,water,Lee(1965),1,1.525
119,0.01082,0.034,9.1948e-05,3.05,6.830e+06,168068.68,4005.1,0.3683,0.293,282.15,1247026.69,1621100,water,Lee(1965),1,1.525
120,0.01082,0.034,9.1948e-05,3.05,7.030e+06,207600.22,4066.2,0.3739,0.213,239.34,1034079.77,2002400,water,Lee(1965),1,1.525
121,0.01082,0.034,9.1948e-05,3.05,6.900e+06,210492.77,4091.9,0.3762,0.21,236.431,1020369.02,2030300,water,Lee(1965),1,1.525
122,0.01082,0.034,9.1948e-05,3.05,6.720e+06,226603.98,4056.7,0.373,0.203,222.392,955160.97,2185700,water,Lee(1965),1,1.525
123,0.01082,0.034,9.1948e-05,3.05,6.900e+06,222788.71,4056.7,0.373,0.192,222.405,955269.02,2148900,water,Lee(1965),1,1.525
124,0.01082,0.034,9.1948e-05,3.66,6.860e+06,124311.31,2057.5,0.1892,0.401,275.36,1211390.2,999200,water,Lee(1965),1,1.83
125,0.01082,0.034,9.1948e-05,3.66,6.900e+06,126077.94,2023.6,0.1861,0.414,275.301,1211069.02,1013400,water,Lee(1965),1,1.83
126,0.01082,0.034,9.1948e-05,3.66,6.900e+06,143719.4,2033.1,0.1869,0.391,250.113,1085469.02,1155200,water,Lee(1965),1,1.83
