dataset,form,model,R2_floored_rand,within_10pct_mean_rand,R2_floored_loso,within_10pct_mean_loso,optimism_gap
D2_Zhao2020,reduced,GPR_Matern,0.6651023564733239,0.317828418230563,0.1078796126665158,0.2274825358706336,0.5572227438068081
D1_NRC,local,Linear,0.8324916426686787,0.2383718551851094,0.750202869911547,0.2229547034943279,0.08228877275713165
D1_NRC,local,Poly2_Ridge,0.8519775151000125,0.255676007363469,0.7343604173584157,0.2280039913970318,0.11761709774159679
D1_NRC,local,kNN_k5,0.9733962288277695,0.6256494170587032,0.8270172804616335,0.4042732962030063,0.14637894836613607
D1_NRC,local,RandomForest,0.9830893301079818,0.736715074657394,0.9255202308600956,0.5036987738564269,0.057569099247886224
D1_NRC,local,ExtraTrees,0.9865866452031554,0.7813867866639395,0.928218157563066,0.5367470095770338,0.058368487640089395
D1_NRC,local,HistGB,0.9735843673138328,0.6008590713847413,0.925135907751192,0.4656355922773064,0.04844845956264077
D1_NRC,local,SVR_RBF,0.968160427229508,0.596809163428104,0.9116527109611752,0.4607100419856013,0.05650771626833284
D1_NRC,local,MLP,0.963154284697391,0.5574964205358969,0.8955276250103397,0.4462634574488957,0.06762665968705128
D1_NRC,local,XGBoost,0.9822844431845746,0.6863980364082635,0.9371181360315493,0.5072581373798647,0.04516630715302539
D1_NRC,local,LightGBM,0.9802182547028152,0.6721210881570874,0.935340024011034,0.500869640264015,0.04487823069178121
D1_NRC,local,CatBoost,0.9721628214308776,0.5735733278789119,0.9299351462311772,0.454058839003304,0.04222767519970039
D1_NRC,inlet,Linear,0.6444508425077689,0.2753528328901615,0.5513862448223958,0.2609283063142801,0.09306459768537301
D1_NRC,inlet,Poly2_Ridge,0.8520327550573974,0.4953569237062794,-1.0,0.466818348609263,1.8520327550573974
D1_NRC,inlet,kNN_k5,0.979154952802854,0.790263857639599,0.8097754475460632,0.4954894410106559,0.1693795052567908
D1_NRC,inlet,RandomForest,0.990042893407018,0.9302106770300675,0.9451158834853504,0.6469320406997652,0.04492700992166765
D1_NRC,inlet,ExtraTrees,0.9948711029892578,0.9706688484352628,0.9658433804667798,0.7410925585069841,0.029027722522478094
D1_NRC,inlet,HistGB,0.9886705664735784,0.8874616485988955,0.9596060296609644,0.6937333253553684,0.029064536812614006
D1_NRC,inlet,SVR_RBF,0.9849751558853936,0.8873798322765392,0.9485604550178486,0.7472951794227984,0.03641470086754506
D1_NRC,inlet,MLP,0.9895495085164068,0.9228062998568214,0.9543550620896026,0.7857374753651293,0.03519444642680414
D1_NRC,inlet,XGBoost,0.9928843223365954,0.9458785027613008,0.9672798789737248,0.7388901949548445,0.0256044433628706
D1_NRC,inlet,LightGBM,0.9920663949746678,0.9399877275516464,0.9649304005142658,0.7449924180667902,0.027135994460401935
D1_NRC,inlet,CatBoost,0.989123255057732,0.9123338105952136,0.9674939720536552,0.7566544779855884,0.02162928300407685
D1_NRC,reduced,Linear,0.500487160888064,0.181795868275721,0.3965602207169365,0.1752721552791951,0.10392694017112752
D1_NRC,reduced,Poly2_Ridge,0.7097012082945844,0.2010227040294538,-1.0,0.1781459393263333,1.7097012082945844
D1_NRC,reduced,kNN_k5,0.9060744356616564,0.4079770914297402,0.6567276957437155,0.2706130419339848,0.24934673991794087
D1_NRC,reduced,RandomForest,0.9246595185024816,0.4688893434240131,0.794792854279075,0.343454474532104,0.12986666422340665
D1_NRC,reduced,ExtraTrees,0.9212327521351128,0.4856207813458785,0.8205434842366033,0.3996494469525625,0.10068926789850952
D1_NRC,reduced,HistGB,0.9162458054660096,0.3948455716915525,0.8181367924977311,0.2997792113728902,0.09810901296827856
D1_NRC,reduced,SVR_RBF,0.8752194879631808,0.3422785845776232,0.7415684166240781,0.2880586089208682,0.1336510713391027
D1_NRC,reduced,MLP,0.8759584835097582,0.3461239517283698,0.7088014405891708,0.2769071834831419,0.16715704292058742
D1_NRC,reduced,XGBoost,0.9240321429076598,0.4186132133360606,0.8219449039418458,0.3266070144520443,0.10208723896581395
D1_NRC,reduced,LightGBM,0.922878982658466,0.411863366741665,0.8171341911087545,0.3155341518771344,0.1057447915497115
D1_NRC,reduced,CatBoost,0.9109013176991206,0.3882184495806913,0.8170348240581969,0.3065704837808554,0.0938664936409237
M_merged_flow,local,Linear,0.8005208098125088,0.2267273045303481,-1.0,0.0819531482129979,1.8005208098125087
