dataset,n,fluid,model,split,n_test,n_train,R2,within_10pct,within_20pct,MAPE_pct,RMSE,safe_side_frac,n_seeds,R2_sd
D9_LUT2006,11088,water,BOUND_Katto_x2.0,80/20,2218.0,8870.0,-0.1142276888722961,0.05169822663059814,0.10294559663360385,282.2726996019576,5397.931632796911,0.6744815148782687,3.0,0.01703929800858261
D9_LUT2006,11088,water,BOUND_Katto_x3.0,80/20,2218.0,8870.0,-0.10293648488288983,0.05876164712954613,0.11391644123835287,287.9169437682095,5370.496020726371,0.6559963931469793,3.0,0.01884897937399682
D9_LUT2006,11088,water,BOUND_Katto_unbounded,80/20,2218.0,8870.0,-0.08168061475856107,0.06958220619176435,0.1324015629696423,295.3417381019993,5318.498754138373,0.5853621881574993,3.0,0.018049793072490255
D9_LUT2006,11088,water,PIML_dimensionless,70/30,3327.0,7761.0,0.9911826546563688,0.6966235848111412,0.9020138262699128,10.033253032151743,479.70284561689004,0.5233944494539625,3.0,0.000692513409999568
D9_LUT2006,11088,water,BOUND_Katto_x1.5,70/30,3327.0,7761.0,-0.11418735366640671,0.04458471095080654,0.09297665564572688,274.1213228362274,5393.967200383773,0.6914136860034065,3.0,0.011612809903822194
D9_LUT2006,11088,water,BOUND_Katto_x2.0,70/30,3327.0,7761.0,-0.11139723475003538,0.052098988077346954,0.10710349664362288,280.4397219650437,5387.207022469983,0.675583608856828,3.0,0.013111790274085938
D9_LUT2006,11088,water,BOUND_Katto_x3.0,70/30,3327.0,7761.0,-0.10113902764311537,0.05971345556557459,0.1180242460675283,285.3304033243363,5362.264471853531,0.6564472497745717,3.0,0.014212657150667668
D9_LUT2006,11088,water,BOUND_Katto_unbounded,70/30,3327.0,7761.0,-0.0800794834889053,0.0724376314998497,0.1406672678088368,292.71185422412015,5310.748184976928,0.5862138062318404,3.0,0.013699404153042048
D1_NRC,24443,water,PHYS_KattoOhno,all_rows_no_fitting,24443.0,0.0,0.9261052373575466,0.5198625373317515,0.8085750521621732,13.637214777753606,433.5096418929673,0.3270465982080759,,
D1_NRC,24443,water,PHYS_Biasi,all_rows_no_fitting,24443.0,0.0,0.6476733942951447,0.19964816102769709,0.38096796628891705,56.376023354972325,946.5959716997478,0.397578038702287,,
D1_NRC,24443,water,PHYS_LUT2006,all_rows_no_fitting,24443.0,0.0,0.8991152881122858,0.37871783332651476,0.6119952542650248,23.778883549530942,506.52934552245415,0.456163318741562,,
D1_NRC,24443,water,PIML_dimensionless,80/20,4889.0,19554.0,0.9904260487790522,0.948796618258676,0.9925683507193019,3.9599926430005463,155.08564933607818,0.494716029181155,3.0,0.0012672350636206916
D1_NRC,24443,water,BOUND_Katto_x1.5,80/20,4889.0,19554.0,0.990414951533629,0.9262289493420605,0.9868412081543602,4.730157753327272,155.3675803584401,0.5003749914774663,3.0,0.0006949426552078743
D1_NRC,24443,water,BOUND_Katto_x2.0,80/20,4889.0,19554.0,0.9910668290026625,0.9325697143246745,0.988136633258335,4.490322266420924,149.93608222023403,0.5038521851776095,3.0,0.0007770783574568303
D1_NRC,24443,water,BOUND_Katto_x3.0,80/20,4889.0,19554.0,0.9910402749961268,0.9326378945933048,0.9882048135269653,4.4799449290299265,150.1553789847902,0.5039885457148701,3.0,0.0007583087966386456
D1_NRC,24443,water,BOUND_Katto_unbounded,80/20,4889.0,19554.0,0.9910402749961268,0.9326378945933048,0.9882048135269653,4.4799449290299265,150.1553789847902,0.5039885457148701,3.0,0.0007583087966386456
D1_NRC,24443,water,ITER_closure_GB,80/20,4889.0,19554.0,0.9743145335560454,0.7286425308515715,0.8723665371241562,11.274377273758143,254.3398781358601,0.43696734165132617,3.0,0.0014403152568904817
D1_NRC,24443,water,PIML_dimensionless,70/30,7333.0,17110.0,0.9898344619415972,0.9427246693031502,0.992317832628756,4.003661663694739,159.2656248955749,0.49924996590754117,3.0,0.0018843178195973968
D1_NRC,24443,water,BOUND_Katto_x1.5,70/30,7333.0,17110.0,0.9900754747828474,0.926587572162371,0.9863175598890859,4.755940026148288,157.6315372649719,0.5086594845220237,3.0,0.0009503968720173107
D1_NRC,24443,water,BOUND_Katto_x2.0,70/30,7333.0,17110.0,0.9907563911853599,0.9322696486203919,0.9875903450156825,4.524700042236042,152.11309937408365,0.5115687076685305,3.0,0.0008707585599248899
D1_NRC,24443,water,BOUND_Katto_x3.0,70/30,7333.0,17110.0,0.9907402423212726,0.932315105232056,0.9876358016273467,4.512519401050277,152.24636674416232,0.5117050775035229,3.0,0.0008544927314139237
D1_NRC,24443,water,BOUND_Katto_unbounded,70/30,7333.0,17110.0,0.9907402423212726,0.932315105232056,0.9876358016273467,4.512519401050277,152.24636674416232,0.5117050775035229,3.0,0.0008544927314139237
D1_NRC,24443,water,ITER_closure_GB,70/30,7333.0,17110.0,0.9741137018205602,0.7323514705213873,0.8752216009818627,11.124807556792105,254.6044293294111,0.4402018273557889,3.0,0.0017908659504275004
D1_NRC,24443,water,PIML_dimensionless,LOSO,2444.3,21998.7,0.9707623961847158,0.8397260902445641,0.9567001533669375,7.423937067831261,242.07211399115408,0.5314018865056045,10.0,0.018412252250601596
D1_NRC,24443,water,BOUND_Katto_x1.5,LOSO,2444.3,21998.7,0.9751424148297702,0.8318492165530198,0.9627745264689127,7.176590295926599,219.58422555076126,0.4960269960142913,10.0,0.014635824545758508
D1_NRC,24443,water,BOUND_Katto_x2.0,LOSO,2444.3,21998.7,0.9760357741426283,0.8354910638602435,0.9640263444838272,7.120828215387315,216.44857231280156,0.49695060248661316,10.0,0.01333924166387681
D1_NRC,24443,water,BOUND_Katto_x3.0,LOSO,2444.3,21998.7,0.9760435090623947,0.8355415434160234,0.9640263444838272,7.120048289207088,216.42237035250628,0.4970011330576086,10.0,0.01333040575358278
D1_NRC,24443,water,BOUND_Katto_unbounded,LOSO,2444.3,21998.7,0.9760435090623947,0.8355415434160234,0.9640263444838272,7.120048289207088,216.42237035250628,0.4970011330576086,10.0,0.01333040575358278
D1_NRC,24443,water,ITER_closure_GB,LOSO,2444.3,21998.7,0.9541944061619321,0.6292518406868826,0.8274477158307445,14.744863086686115,301.0597725619304,0.4540981128631505,10.0,0.01819204391874585
