dataset,n,fluid,geometry,form,model,split,n_seeds,n_test_mean,n_train_mean,R2_mean,within_10pct_mean,within_20pct_mean,MAPE_pct_mean,RMSE_mean,safe_side_frac_mean,R2_sd,within_10pct_sd,MAPE_pct_sd
D5_Helical_R123,257,R-123,helical_coil,reduced,kNN_k5,70/30,20,78.0,179.0,0.8690292246812591,0.5025641025641026,0.8006410256410257,14.561802212980814,28.119482060380868,0.5506410256410257,0.025208836710685533,0.05511957375231639,1.8680814180720962
D5_Helical_R123,257,R-123,helical_coil,reduced,kNN_k5,LOSO,2,128.5,128.5,0.21157753647911104,0.18119658119658122,0.4336996336996337,31.091964938425477,61.37560797572193,0.6032967032967033,0.03777429217797784,0.02659204989077615,3.135436469786129
D5_Helical_R123,257,R-123,helical_coil,reduced,RandomForest,80/20,20,52.0,205.0,0.9248817778873002,0.6548076923076922,0.8884615384615385,9.565051481831336,20.750715769074095,0.48461538461538467,0.032477457696275566,0.06733660454798951,1.6718694135300876
D5_Helical_R123,257,R-123,helical_coil,reduced,RandomForest,70/30,20,78.0,179.0,0.9173649099709624,0.6256410256410255,0.8692307692307694,10.105370764695893,22.210651658708944,0.5006410256410256,0.025427039033269056,0.06451956136243743,1.5537467354080228
D5_Helical_R123,257,R-123,helical_coil,reduced,RandomForest,LOSO,2,128.5,128.5,0.07356001976458332,0.1727106227106227,0.3972832722832723,29.67024437246506,63.51440207050099,0.4658730158730158,0.4200793843848399,0.09920216014448634,7.090712098436646
D5_Helical_R123,257,R-123,helical_coil,reduced,ExtraTrees,80/20,20,52.0,205.0,0.9348158275291217,0.6817307692307693,0.9009615384615385,8.622804781358202,19.439929126985472,0.4923076923076922,0.020909447716742424,0.058687436455835316,1.4296111150297308
D5_Helical_R123,257,R-123,helical_coil,reduced,ExtraTrees,70/30,20,78.0,179.0,0.9288025293001348,0.6679487179487179,0.8878205128205128,9.182988345695161,20.65683387751193,0.5096153846153845,0.02028395281017581,0.0630685839807633,1.440714238656528
D5_Helical_R123,257,R-123,helical_coil,reduced,ExtraTrees,LOSO,2,128.5,128.5,0.22635483967761966,0.18687423687423688,0.40934065934065933,28.42936363593411,58.50680841326194,0.45094627594627595,0.3077245506566591,0.001640418662093328,5.516882421067131
D5_Helical_R123,257,R-123,helical_coil,reduced,HistGB,80/20,20,52.0,205.0,0.9299445055302034,0.6865384615384614,0.9028846153846153,9.268241078905053,20.102247073281024,0.5182692307692307,0.02481979419472276,0.08349926384837282,1.83016274103652
D5_Helical_R123,257,R-123,helical_coil,reduced,HistGB,70/30,20,78.0,179.0,0.9182622243634068,0.6435897435897434,0.8820512820512819,10.172348579595502,22.13410644089124,0.5121794871794871,0.02195634977662762,0.055898797789498314,1.3610002503044765
D5_Helical_R123,257,R-123,helical_coil,reduced,HistGB,LOSO,2,128.5,128.5,0.1393552718865706,0.19395604395604396,0.4442307692307692,29.17054777202845,60.75875572656349,0.44526862026862024,0.43228773211486576,0.05206170806538318,7.075350640386877
D5_Helical_R123,257,R-123,helical_coil,reduced,SVR_RBF,80/20,20,52.0,205.0,0.9371897003311991,0.7538461538461538,0.935576923076923,7.413738682422874,19.07620881025449,0.5057692307692307,0.022001365627578682,0.06132300338630203,0.976781125793715
D5_Helical_R123,257,R-123,helical_coil,reduced,SVR_RBF,70/30,20,78.0,179.0,0.9316205852856048,0.7314102564102565,0.9237179487179488,8.043539009102082,20.31976676800574,0.5089743589743589,0.018894407592501786,0.04021530173688508,0.7919236446119211
D5_Helical_R123,257,R-123,helical_coil,reduced,SVR_RBF,LOSO,2,128.5,128.5,-0.6418946947463473,0.17915140415140415,0.3155067155067155,36.07289895004907,91.0123507979994,0.6894688644688645,1.081047455402401,0.12039809601521863,13.0004328925579
D5_Helical_R123,257,R-123,helical_coil,reduced,MLP,80/20,20,52.0,205.0,-2.898132512065407,0.3778846153846153,0.5951923076923077,42.188549646562436,100.06640590687655,0.5307692307692307,7.457632092542014,0.24597942643863666,44.20844863065747
D5_Helical_R123,257,R-123,helical_coil,reduced,MLP,70/30,20,78.0,179.0,-10.383562817115456,0.3224358974358974,0.5185897435897435,56.73079866621249,184.97059075693957,0.5358974358974359,15.72445117243528,0.2367377437888454,51.8529723091409
D5_Helical_R123,257,R-123,helical_coil,reduced,MLP,LOSO,2,128.5,128.5,-13882472.363100933,0.008547008547008548,0.02493894993894994,60843.870744068256,143099.13252366253,0.019963369963369962,19632576.00542038,0.01208729540489825,85444.73187584698
D5_Helical_R123,257,R-123,helical_coil,reduced,XGBoost,80/20,20,52.0,205.0,0.952283030505234,0.7211538461538461,0.9384615384615387,7.842870620980948,16.616234074224884,0.526923076923077,0.015583266338973903,0.06316795051267175,1.2861410612898454
D5_Helical_R123,257,R-123,helical_coil,reduced,XGBoost,70/30,20,78.0,179.0,0.9434084178112947,0.6820512820512821,0.9160256410256409,8.634182366334146,18.389638752837932,0.5506410256410256,0.01619017782120838,0.05053436041013741,1.1052518656117831
D5_Helical_R123,257,R-123,helical_coil,reduced,XGBoost,LOSO,2,128.5,128.5,0.5224213284282604,0.2547924297924298,0.5257936507936507,21.97230230631235,48.68813108833856,0.5473748473748474,0.11666577944144693,0.1548468879191786,2.896215651760725
D5_Helical_R123,257,R-123,helical_coil,reduced,LightGBM,80/20,20,52.0,205.0,0.9318503864229253,0.6971153846153847,0.9096153846153847,8.929057625534945,19.83261893916542,0.5307692307692308,0.024814099363035826,0.06745212958175353,1.581637134771073
D5_Helical_R123,257,R-123,helical_coil,reduced,LightGBM,70/30,20,78.0,179.0,0.9225404683363356,0.6557692307692307,0.8942307692307692,9.982944791089839,21.5564709596971,0.5211538461538461,0.020977427603055647,0.04227087098452191,1.269533911791303
D5_Helical_R123,257,R-123,helical_coil,reduced,LightGBM,LOSO,2,128.5,128.5,0.20357558927445601,0.21755189255189256,0.48141025641025637,27.777371032062,59.31148984637004,0.4638278388278388,0.3216567354215854,0.005482451844364563,4.174783974064676
D5_Helical_R123,257,R-123,helical_coil,reduced,CatBoost,80/20,20,52.0,205.0,0.9627612721159743,0.7990384615384616,0.9384615384615383,6.995423487571768,14.78596571234564,0.5048076923076924,0.009850668214468387,0.05311644072510548,1.1923233356909078
D5_Helical_R123,257,R-123,helical_coil,reduced,CatBoost,70/30,20,78.0,179.0,0.9576307094367399,0.7705128205128207,0.9307692307692308,7.669330837242294,15.953720735457825,0.525,0.011469515706261492,0.04795192928401929,1.2023740838614714
D5_Helical_R123,257,R-123,helical_coil,reduced,CatBoost,LOSO,2,128.5,128.5,0.6038551353341487,0.2726495726495727,0.5629120879120879,21.444397338414564,44.68066903632249,0.5274114774114774,0.1920588194360251,0.1801007015329839,4.990602870009142
D5_Helical_R123,257,R-123,helical_coil,reduced,GPR_Matern,80/20,20,52.0,205.0,0.9466541820466642,0.7384615384615384,0.9423076923076922,7.468077506509833,17.61312347043473,0.49423076923076925,0.015563480027867279,0.050070022597134986,0.9245670279014055
D5_Helical_R123,257,R-123,helical_coil,reduced,GPR_Matern,70/30,20,78.0,179.0,0.9426384457533924,0.7301282051282053,0.9269230769230768,7.924644976052859,18.59054415622112,0.5012820512820513,0.013168549559237259,0.032346815632132216,0.7289953443684456
D5_Helical_R123,257,R-123,helical_coil,reduced,GPR_Matern,LOSO,2,128.5,128.5,0.1547135710671358,0.22622100122100125,0.3946581196581197,29.819004419515185,65.29897767460336,0.6160561660561661,0.5608102549804875,0.1144407861370902,11.136651605057548
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,Linear,80/20,20,54.0,214.0,0.8342643415798546,0.3074074074074074,0.5861111111111111,25.267634780895886,35.589959067637935,0.4666666666666666,0.05419172663476383,0.06482177629003116,4.271317556562327
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,Linear,70/30,20,81.0,187.0,0.8390099304864614,0.31481481481481477,0.5969135802469135,24.637840356542412,36.137219715934485,0.4722222222222222,0.03428147157915326,0.049948031295588335,3.388504880322582
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,Linear,LOSO,9,29.77777777777778,238.22222222222223,0.7041645832684497,0.30693045062735214,0.5513422788503998,26.617143088513032,40.05734737617815,0.4710546220072707,0.24526160462433644,0.16910072066906282,12.073645397561117
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,Poly2_Ridge,80/20,20,54.0,214.0,0.8902458859503651,0.3703703703703704,0.662037037037037,21.81149217884819,28.74393677645407,0.4611111111111111,0.04370794907746629,0.053402056654201654,3.522314288281748
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,Poly2_Ridge,70/30,20,81.0,187.0,0.8958202467473952,0.3814814814814814,0.6604938271604939,21.369717553824817,28.931190966789778,0.48950617283950615,0.028880574869328584,0.051591288133159253,2.726900714828482
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,Poly2_Ridge,LOSO,9,29.77777777777778,238.22222222222223,0.4823572154896482,0.21893228319702582,0.36220492597616544,36.6746685074792,53.36046866272229,0.4711640211640212,0.4369474141021126,0.1857511170815868,17.83498029778446
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,kNN_k5,80/20,20,54.0,214.0,0.8451099957861951,0.4111111111111111,0.6157407407407407,28.278775022348093,34.81451839394046,0.4268518518518519,0.0389055982308146,0.057503221306432574,7.456063809893084
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,kNN_k5,70/30,20,81.0,187.0,0.8136278818812018,0.3382716049382715,0.567283950617284,29.519245936432185,39.175859999393786,0.45,0.024308681772469146,0.03723145851481737,6.143685221575181
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,kNN_k5,LOSO,9,29.77777777777778,238.22222222222223,0.6932593653433116,0.26322916329787893,0.5124861167808443,30.27192884325582,40.683178379856685,0.5036348876335133,0.2571282084057795,0.1520711374269621,14.285450295073602
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,RandomForest,80/20,20,54.0,214.0,0.9121528219949221,0.4842592592592593,0.6962962962962962,21.525497721224987,25.82330052420865,0.4666666666666666,0.02881768526223736,0.06016456386865728,5.052049879180375
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,RandomForest,70/30,20,81.0,187.0,0.9187449968579335,0.4993827160493828,0.7055555555555555,20.286320928459936,25.62706336490843,0.48765432098765427,0.018688614294580463,0.05727607998628826,3.884520736052762
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,RandomForest,LOSO,9,29.77777777777778,238.22222222222223,0.8382919064912934,0.3944012159060885,0.6438544972527982,24.349388619208323,29.696588970567664,0.4719378406035078,0.13134311933592394,0.1791040027451282,12.303938509630761
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,ExtraTrees,80/20,20,54.0,214.0,0.9095456677175285,0.587962962962963,0.7453703703703705,20.857604006167346,25.994130544445557,0.48611111111111116,0.03604631877550544,0.05944020862647989,5.10758324179895
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,ExtraTrees,70/30,20,81.0,187.0,0.9243575756791257,0.5845679012345679,0.7592592592592593,19.27636704380712,24.751215482982584,0.5055555555555555,0.017092813696147444,0.06025199970009562,4.306056067947363
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,ExtraTrees,LOSO,9,29.77777777777778,238.22222222222223,0.8276145764363595,0.46765277312503695,0.6360845027730336,25.54997504311757,29.923389109508232,0.5336971229993469,0.16143673697616728,0.19881435108189546,13.825147509014087
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,HistGB,80/20,20,54.0,214.0,0.8892691353618145,0.40092592592592585,0.673148148148148,23.349152680267963,29.132352450983042,0.49259259259259275,0.032481455126683136,0.05178044372882791,5.853074545847313
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,HistGB,70/30,20,81.0,187.0,0.8906752495979863,0.4067901234567901,0.662962962962963,23.047615758527975,29.844665010933078,0.5061728395061729,0.019297706558333037,0.04359799700002404,4.713572299820053
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,HistGB,LOSO,9,29.77777777777778,238.22222222222223,0.7463748862164471,0.3105294714771226,0.5600112235294643,27.529443844756372,37.333754467823695,0.4716237691593763,0.19414045154838944,0.1496034463657615,12.116293744844027
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,SVR_RBF,80/20,20,54.0,214.0,0.9367792197872907,0.7277777777777777,0.8407407407407407,16.24422871147693,21.715306565034883,0.46944444444444444,0.025122283318950726,0.07578434953277514,7.0513203789619965
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,SVR_RBF,70/30,20,81.0,187.0,0.9409038861361365,0.7185185185185186,0.8382716049382715,15.286983746327365,21.784662164053337,0.48209876543209873,0.017607183713317057,0.06601126589568033,6.581956527376611
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,SVR_RBF,LOSO,9,29.77777777777778,238.22222222222223,0.2175004047832388,0.15521399226109367,0.33944104463844593,40.98295319519383,70.1365388754894,0.5647229447954085,0.6139201266305472,0.10481758215551233,16.032887841245827
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,MLP,80/20,20,54.0,214.0,0.26061180351362095,0.3777777777777778,0.5657407407407408,44.80867588739445,60.41706523534957,0.4712962962962964,1.0631291731969532,0.19821599829388256,51.08051373826888
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,MLP,70/30,20,81.0,187.0,-0.10164919708393254,0.30987654320987656,0.48641975308641977,46.25890861886238,78.89731472153291,0.47530864197530864,1.2867213829489088,0.20352740121050697,38.5450922376135
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,MLP,LOSO,9,29.77777777777778,238.22222222222223,-0.5697109504663671,0.21751475961246078,0.36338136639860774,59.85563491723666,87.98613169940037,0.36816938117225473,1.9134644226207695,0.19785641631928674,58.78276995059713
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,XGBoost,80/20,20,54.0,214.0,0.9053268317513835,0.5361111111111112,0.6861111111111111,22.5052894842132,26.636856860120304,0.5092592592592592,0.03680552676866948,0.06915305989941253,5.701739199344046
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,XGBoost,70/30,20,81.0,187.0,0.9164735139796807,0.5382716049382716,0.7055555555555555,20.914804949366978,25.851256808309905,0.5166666666666666,0.02472032156346631,0.06754885230585124,4.489189101233651
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,XGBoost,LOSO,9,29.77777777777778,238.22222222222223,0.822840648457476,0.42130022951487217,0.6426012751662427,26.03509709374014,31.39564503767764,0.525286357126687,0.15040603052376614,0.18526560121379906,12.565195425172618
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,LightGBM,80/20,20,54.0,214.0,0.88882605014953,0.42037037037037034,0.6675925925925925,23.278397606139706,29.18073487583853,0.5046296296296295,0.03296080206979312,0.04540069400778701,5.754344398017851
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,LightGBM,70/30,20,81.0,187.0,0.8869138027151493,0.4,0.6549382716049383,23.19346681762091,30.299071725180777,0.5277777777777778,0.02298071700194558,0.03912256905825216,4.686939612474837
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,LightGBM,LOSO,9,29.77777777777778,238.22222222222223,0.709838142755573,0.29990436456578384,0.5410930040677666,28.59724982804912,39.150223506131084,0.45468799101670165,0.2576512385963699,0.15771451990428942,12.963188310814376
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,CatBoost,80/20,20,54.0,214.0,0.9332754981741406,0.5944444444444443,0.7722222222222223,19.068990685531798,22.464316271862092,0.4981481481481481,0.023597679476772583,0.06952399602058158,5.855068215097705
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,CatBoost,70/30,20,81.0,187.0,0.9367556851093809,0.5932098765432098,0.7839506172839507,18.391880824879703,22.6209781642484,0.5117283950617283,0.014722771644425885,0.06427183683901593,5.466394416943316
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,CatBoost,LOSO,9,29.77777777777778,238.22222222222223,0.7793728754019912,0.3958719536243274,0.605212878654283,26.853180585633066,34.76153854912465,0.5822676611938231,0.16808293285113562,0.15026767221354978,14.05844787023059
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,GPR_Matern,80/20,20,54.0,214.0,-0.053774429543282175,0.1398148148148148,0.2768518518518518,89.29895257353077,90.4548053244222,0.5666666666666667,0.2548835833757352,0.12480220434789256,30.72242933281742
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,GPR_Matern,70/30,20,81.0,187.0,-0.0770762689000397,0.14444444444444443,0.26481481481481484,83.72631412960425,92.81473608862265,0.5858024691358025,0.2579276382972163,0.14536590397749716,24.659344524182266
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,local,GPR_Matern,LOSO,9,29.77777777777778,238.22222222222223,-0.4817671701349115,0.1165929486925239,0.2241742198701219,94.30348896110662,99.19956718373695,0.6044793397460814,0.47402283950511326,0.05053203289634362,57.22451992829145
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,Linear,80/20,20,54.0,214.0,0.2668314118188352,0.1388888888888889,0.2777777777777778,67.34344888150174,76.14555807661773,0.5527777777777778,0.11490719976808719,0.025134107131048,17.408307482761852
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,Linear,70/30,20,81.0,187.0,0.24173697705515407,0.137037037037037,0.2709876543209877,64.61094585209273,79.01028273415292,0.5617283950617284,0.08454012823928461,0.029947397174346035,11.994873419450963
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,Linear,LOSO,9,29.77777777777778,238.22222222222223,0.07621333529007163,0.12638586969234147,0.2655491927418464,69.06458818510646,78.73140227919434,0.5609543785799408,0.20858842155133453,0.045016900645924285,32.44341424313678
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,Poly2_Ridge,80/20,20,54.0,214.0,0.268724006874539,0.13425925925925927,0.27222222222222225,68.43503265033019,76.17711909965558,0.5638888888888889,0.09056376794492906,0.0328396405240379,17.579202032679003
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,Poly2_Ridge,70/30,20,81.0,187.0,0.2238222589389213,0.12037037037037038,0.26049382716049385,66.35899984097064,79.93749157155558,0.5666666666666667,0.07743305104950514,0.029671564433572297,12.278117328474634
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,Poly2_Ridge,LOSO,9,29.77777777777778,238.22222222222223,-0.059843975930738286,0.12922332332002498,0.251077774350513,70.82017938098744,84.15752070004409,0.58358137018182,0.2601880450661501,0.05694419601456459,32.24849481952586
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,kNN_k5,80/20,20,54.0,214.0,0.20060018491727694,0.12685185185185183,0.2537037037037037,72.69444034097982,79.71743215623489,0.5268518518518518,0.10671724640326193,0.05143069002171785,17.93025878702534
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,kNN_k5,70/30,20,81.0,187.0,0.1578995407002407,0.12530864197530864,0.24753086419753084,70.20558928284524,83.17717857276969,0.5493827160493828,0.10932182346311584,0.0363318174968724,12.027503284882288
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,kNN_k5,LOSO,9,29.77777777777778,238.22222222222223,-0.8708743294111285,0.09495190845765558,0.1991879975763034,99.82424864338246,106.31698260890695,0.49671130806188274,1.3276814825484646,0.06259380035827136,89.59848095705424
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,RandomForest,80/20,20,54.0,214.0,0.23238646223833062,0.12777777777777777,0.2601851851851852,69.59747748593088,78.0731339960696,0.5657407407407408,0.09623165028805708,0.04688706887444548,15.971751343519344
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,RandomForest,70/30,20,81.0,187.0,0.20662939364672112,0.11666666666666667,0.23703703703703707,67.30347471489594,80.85126345331061,0.5666666666666667,0.08271409351600639,0.03809934192719367,11.652474241752891
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,RandomForest,LOSO,9,29.77777777777778,238.22222222222223,0.020259126475408284,0.117554798608022,0.25027310062917263,73.98680462750855,80.84374131413338,0.594982800876729,0.2380961030501468,0.04179453983559915,39.518967752290045
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,ExtraTrees,80/20,20,54.0,214.0,0.23297930299156824,0.1305555555555555,0.2601851851851852,69.49772957076915,78.0511230192177,0.5685185185185185,0.09512299561548732,0.05007935367855443,15.932430338225078
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,ExtraTrees,70/30,20,81.0,187.0,0.20680827567198348,0.11604938271604939,0.24074074074074076,67.29235436117028,80.84280748166096,0.5685185185185186,0.08284184970638266,0.03569138735547198,11.707223578854842
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,ExtraTrees,LOSO,9,29.77777777777778,238.22222222222223,0.0558089168127963,0.12064597407238585,0.2506142952638455,75.66712526249704,79.71259166482734,0.5768021921070398,0.15202333993695719,0.03222531124081142,40.325637116911665
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,HistGB,80/20,20,54.0,214.0,0.24623323775248912,0.13703703703703704,0.27222222222222225,69.62923255247634,77.38505473775669,0.5592592592592591,0.09221514184439686,0.0325775262004652,17.072991043694355
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,HistGB,70/30,20,81.0,187.0,0.21301322362796804,0.12716049382716052,0.2518518518518519,67.2297135290488,80.5363080867633,0.5722222222222223,0.0789698312330716,0.03231794018149461,12.298139862105431
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,HistGB,LOSO,9,29.77777777777778,238.22222222222223,0.04565482353044619,0.13364878915853426,0.27894204988470356,76.65895399937153,79.6946415316715,0.556762050649482,0.23032905096072528,0.0490408877499186,41.34010841857436
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,SVR_RBF,80/20,20,54.0,214.0,0.2532060947401088,0.10092592592592593,0.24907407407407406,78.37532841271721,76.93296622477946,0.47129629629629627,0.10162055137878873,0.042685719024286285,20.458611738421517
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,SVR_RBF,70/30,20,81.0,187.0,0.2187825008460847,0.0919753086419753,0.24135802469135803,75.97416687536924,80.16082962776176,0.4981481481481481,0.09162316605295527,0.03659581237659571,14.144902051014006
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,SVR_RBF,LOSO,9,29.77777777777778,238.22222222222223,-0.03190070749912356,0.13564512895160072,0.2698184574277777,84.27319764146853,82.78253615053367,0.5245155797660795,0.24234281740353533,0.04979861589369385,51.25191452073599
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,MLP,80/20,20,54.0,214.0,-0.43257988980955425,0.09444444444444444,0.21111111111111108,92.25412577004052,103.0946603048695,0.5611111111111111,0.6690908341890107,0.03795166950355407,38.015755368986525
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,MLP,70/30,20,81.0,187.0,-0.35622800065281374,0.09814814814814814,0.2092592592592592,85.80565793035558,104.87446947603617,0.5475308641975308,0.448711663711514,0.03913794440530211,23.368498826711026
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,MLP,LOSO,9,29.77777777777778,238.22222222222223,-1.276002365723034,0.09344568532786925,0.20334023947529695,115.407359955166,115.53738085134617,0.4315576771036541,1.9989347464897005,0.0820127162149079,106.00796730891997
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,XGBoost,80/20,20,54.0,214.0,0.23206863854927592,0.12499999999999997,0.26296296296296295,69.46145592512833,78.09746749629548,0.5703703703703704,0.09472743506049229,0.04764128166841712,15.920983671286256
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,XGBoost,70/30,20,81.0,187.0,0.20628752883580015,0.11604938271604937,0.24074074074074076,67.29099263400848,80.86315651416442,0.5691358024691359,0.08254881725590074,0.03569138735547198,11.690576480029469
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,XGBoost,LOSO,9,29.77777777777778,238.22222222222223,0.04645907552312662,0.12604552297518315,0.25907683368328044,76.61022965160967,79.57906694746195,0.557130562974516,0.2804589280261893,0.040913585678903415,40.21979192749718
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,LightGBM,80/20,20,54.0,214.0,0.24355609847843968,0.13148148148148148,0.274074074074074,69.67394951323594,77.5205287625075,0.5592592592592592,0.0923994104380356,0.031735587254304407,16.78685356198118
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,LightGBM,70/30,20,81.0,187.0,0.2120735978399561,0.12530864197530864,0.2537037037037037,67.16708322758663,80.58036014423115,0.5697530864197532,0.07967798722288318,0.0318617228359406,12.270396907191971
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,LightGBM,LOSO,9,29.77777777777778,238.22222222222223,0.046886787340246934,0.12160360474016146,0.26900751649002524,75.3138808483255,79.70040117196054,0.566109493330258,0.22711657670522703,0.0458391850183099,40.856193898087675
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,CatBoost,80/20,20,54.0,214.0,0.23298082924114802,0.1305555555555555,0.2601851851851852,69.4977180491502,78.05104874822773,0.5685185185185185,0.09512206232601851,0.05007935367855443,15.93249811318027
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,CatBoost,70/30,20,81.0,187.0,0.20681082665155798,0.11604938271604939,0.24074074074074076,67.29238533146328,80.84268179042553,0.5685185185185186,0.08284054422453775,0.03569138735547198,11.707298290669058
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,CatBoost,LOSO,9,29.77777777777778,238.22222222222223,-0.04397275938983325,0.11402629220595238,0.24994718884961264,75.60206575219412,83.79481991877793,0.6104632106006419,0.22971301219042406,0.03675803878445673,41.158278444075904
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,GPR_Matern,80/20,20,54.0,214.0,0.27085332406766144,0.137037037037037,0.28055555555555556,68.23660926294608,76.09002267714288,0.5564814814814814,0.09687838685582485,0.029678322562445618,17.754453845295938
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,GPR_Matern,70/30,20,81.0,187.0,0.23816203316993279,0.12777777777777777,0.2654320987654321,65.91521303729021,79.24501831301491,0.5623456790123458,0.07625513605744359,0.030313475183316365,12.342433687349503
D8_Pioro_R134a,268,R-134a,horiz_and_vert_tube,reduced,GPR_Matern,LOSO,9,29.77777777777778,238.22222222222223,0.057674977869954645,0.1282238230701499,0.2711813926675246,69.72783681614355,79.55590218876426,0.5696332236811996,0.18243956152191695,0.04945602850355073,34.4335272242499
D3_KAERI_uniform,651,water,tube,local,Linear,80/20,20,131.0,520.0,0.590623664144988,0.27671755725190844,0.5416030534351146,26.656005430913627,874.0709707766551,0.5061068702290077,0.267639932440809,0.03680782733203418,2.4254646891756857
D3_KAERI_uniform,651,water,tube,local,Linear,70/30,20,196.0,455.0,0.6299593385108315,0.28265306122448985,0.5433673469387755,26.94637294837255,867.5078524835135,0.48954081632653057,0.17623942821547042,0.03308157334814063,2.3458462263135247
D3_KAERI_uniform,651,water,tube,local,Linear,LOSO,10,65.1,585.9,-5.74946407737998,0.10694683767618551,0.20651943566237044,58.465174104668414,1294.9647255914908,0.5343095966307922,6.212111262692977,0.12745236933179457,66.22347574202891
D3_KAERI_uniform,651,water,tube,local,Poly2_Ridge,80/20,20,131.0,520.0,0.918928845796105,0.4675572519083969,0.8133587786259542,12.81292660162984,393.11698086484523,0.5229007633587786,0.04517478261650547,0.046983215971551494,1.0809820303844933
