dataset,study,boiling_mode,fluid,D_m,L_m,P_kPa,G_kg_m2s,X,dHin_kJkg,Ra_um,CA_deg,orient_deg,CHF_kW_m2
Zhao2020,Richenderfer,flow,water,0.015,0.01,200.0,1500,-0.0193,,,,,5700.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,200.0,1500,-0.0385,,,,,6200.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,200.0,2000,-0.0096,,,,,4900.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,200.0,2000,-0.0193,,,,,6100.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,200.0,2000,-0.0385,,,,,7200.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,510.0,1000,-0.0102,,,,,6000.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,510.0,1000,-0.0204,,,,,6200.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,510.0,1000,-0.0407,,,,,7200.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,510.0,1500,-0.0102,,,,,7200.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,510.0,1500,-0.0204,,,,,7300.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,510.0,1500,-0.0407,,,,,7700.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,510.0,2000,-0.0102,,,,,7700.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,510.0,2000,-0.0204,,,,,8000.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,510.0,2000,-0.0407,,,,,9000.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,1010.0,1000,-0.0109,,,,,7700.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,1010.0,1000,-0.0218,,,,,8100.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,1010.0,1000,-0.0434,,,,,9000.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,1010.0,1500,-0.0109,,,,,9100.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,1010.0,1500,-0.0218,,,,,9400.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,1010.0,1500,-0.0434,,,,,10400.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,1010.0,2000,-0.0109,,,,,10800.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,1010.0,2000,-0.0218,,,,,10900.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,1010.0,2000,-0.0434,,,,,11500.0
