dataset,study,boiling_mode,fluid,D_m,L_m,P_kPa,G_kg_m2s,X,dHin_kJkg,Ra_um,CA_deg,orient_deg,CHF_kW_m2
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1682,-0.0276,,,,,3200.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1682,0.0145,,,,,2600.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1682,0.0593,,,,,2300.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1655,0.0948,,,,,1800.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1600,0.1305,,,,,1500.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1627,0.1524,,,,,1400.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1336,-0.159,,,,,3600.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1290,0.0142,,,,,2700.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1397,-0.2653,,,,,4500.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1351,-0.1184,,,,,3600.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1302,0.0249,,,,,2700.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1318,0.0884,,,,,2300.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1343,0.1113,,,,,1800.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1356,0.1818,,,,,1400.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1465,-0.2834,,,,,5000.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1383,-0.1775,,,,,4100.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1410,-0.0568,,,,,3200.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1370,0.0111,,,,,2700.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1383,0.0876,,,,,2300.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1356,0.1323,,,,,1800.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1383,0.1503,,,,,1500.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1339,0.1786,,,,,1300.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1370,-0.3469,,,,,5300.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1356,-0.2201,,,,,4500.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1356,-0.3201,,,,,5000.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1370,-0.2599,,,,,4500.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1356,-0.1965,,,,,4100.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1354,-0.0576,,,,,3200.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1383,0.0027,,,,,2700.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1383,0.0552,,,,,2300.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1356,0.0852,,,,,1800.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,1221,0.1936,,,,,1400.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,963,-0.2585,,,,,4000.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,956,-0.1341,,,,,3200.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,932,-0.0071,,,,,2700.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,926,0.0808,,,,,2300.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,913,0.1679,,,,,1700.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,936,-0.2364,,,,,4100.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,956,-0.2253,,,,,3600.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,943,-0.1303,,,,,3200.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,929,-0.0202,,,,,2700.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,925,0.0747,,,,,2200.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,929,0.1693,,,,,1800.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,694,-0.0573,,,,,3600.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,734,-0.1702,,,,,3200.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,693,0.0145,,,,,2700.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,671,0.1476,,,,,2200.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,739,-0.1756,,,,,3500.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,705,-0.1331,,,,,3400.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,666,0.0324,,,,,3100.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,678,0.0334,,,,,2700.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,658,0.1802,,,,,2300.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,689,-0.1377,,,,,3200.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,705,0.0818,,,,,2300.0
Zhao2020,Weatherhead,flow,water,0.0077,0.457,13790.0,678,0.1698,,,,,1800.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1994,-0.0123,,,,,2600.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1994,0.0101,,,,,2300.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1967,0.0229,,,,,2000.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1831,0.0928,,,,,1800.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1926,-0.2295,,,,,3900.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1953,-0.1431,,,,,3600.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,2007,-0.0766,,,,,3100.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1994,-0.0443,,,,,2800.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1994,-0.0179,,,,,2500.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1953,0.0243,,,,,2200.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1899,0.0636,,,,,1800.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1804,0.0897,,,,,1700.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,2007,-0.2107,,,,,4200.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,2061,-0.1386,,,,,3800.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,2034,-0.094,,,,,3400.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,2034,-0.0898,,,,,3400.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,2034,-0.0797,,,,,3100.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,2021,-0.0428,,,,,2800.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,2048,-0.0111,,,,,2500.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,2048,0.0295,,,,,2200.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1953,0.0615,,,,,1900.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1763,0.1169,,,,,1600.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1344,-0.3176,,,,,3900.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1326,-0.2383,,,,,3600.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1349,-0.1897,,,,,3200.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1356,-0.1084,,,,,3000.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1345,-0.0715,,,,,2600.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1343,-0.0124,,,,,2300.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1344,0.0384,,,,,2000.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1344,0.0976,,,,,1600.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1200,0.1597,,,,,1400.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1344,-0.3121,,,,,4100.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1329,-0.2323,,,,,3700.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1370,-0.2389,,,,,3500.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1356,-0.17,,,,,3200.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1356,-0.1204,,,,,2800.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1370,-0.0665,,,,,2500.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1410,-0.0142,,,,,2200.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1397,0.0392,,,,,1800.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1370,0.0971,,,,,1600.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,1078,0.1698,,,,,1300.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,697,-0.297,,,,,3800.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,686,-0.1825,,,,,3500.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,673,-0.0544,,,,,3200.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,686,-0.0446,,,,,2900.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,681,-0.0103,,,,,2800.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,685,-0.0034,,,,,2500.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,686,0.0088,,,,,2200.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,674,0.0808,,,,,1900.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,696,0.162,,,,,1600.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,678,-0.15,,,,,3900.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,690,-0.4854,,,,,3600.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,690,-0.3487,,,,,3800.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,688,-0.3183,,,,,3500.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,673,-0.1568,,,,,3300.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,666,-0.1356,,,,,3000.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,660,-0.0916,,,,,2800.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,673,-0.0514,,,,,2500.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,689,0.0196,,,,,2200.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,682,0.0823,,,,,1900.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,689,0.1797,,,,,1600.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,332,0.1583,,,,,2600.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,340,0.1629,,,,,2400.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,340,0.0799,,,,,2700.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,339,0.1252,,,,,2500.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,339,0.1562,,,,,2200.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,350,-0.0744,,,,,2800.0
Zhao2020,Weatherhead,flow,water,0.0111,0.457,13790.0,346,0.0033,,,,,2500.0
Zhao2020,Williams,flow,water,0.0095,1.836,5520.0,4008,0.1512,,,,,2900.0
Zhao2020,Williams,flow,water,0.0095,1.836,8270.0,2710,0.1378,,,,,2300.0
Zhao2020,Williams,flow,water,0.0095,1.836,8270.0,4096,0.0482,,,,,2800.0
Zhao2020,Williams,flow,water,0.0095,1.836,8270.0,4036,0.0537,,,,,2800.0
Zhao2020,Williams,flow,water,0.0095,1.836,8270.0,4027,0.1282,,,,,2000.0
Zhao2020,Williams,flow,water,0.0095,1.836,11030.0,1335,0.1694,,,,,2200.0
Zhao2020,Williams,flow,water,0.0095,1.836,11030.0,2680,0.0912,,,,,2400.0
Zhao2020,Williams,flow,water,0.0095,1.836,11030.0,4092,0.023,,,,,3200.0
Zhao2020,Williams,flow,water,0.0095,1.836,11030.0,2679,0.1083,,,,,1600.0
Zhao2020,Williams,flow,water,0.0095,1.836,11030.0,4054,0.0595,,,,,2100.0
Zhao2020,Williams,flow,water,0.0095,1.836,11030.0,2723,0.149,,,,,1300.0
Zhao2020,Williams,flow,water,0.0095,1.836,11030.0,2684,0.1533,,,,,1300.0
Zhao2020,Williams,flow,water,0.0095,1.836,11030.0,4071,0.097,,,,,1600.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,1333,0.0438,,,,,2100.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,1396,0.0627,,,,,1800.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,2704,-0.0154,,,,,3200.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,2700,0.0147,,,,,3300.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,2773,-0.0278,,,,,3200.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,1339,0.1114,,,,,1400.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,1359,0.151,,,,,1500.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,2042,0.0621,,,,,2000.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,2666,0.0322,,,,,2500.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,2725,0.0177,,,,,2500.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,3404,0.015,,,,,3100.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,3997,-0.0122,,,,,3500.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,4684,-0.0124,,,,,4100.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,1390,0.1643,,,,,1100.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,2721,0.0714,,,,,1800.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,2772,0.0863,,,,,1900.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,4062,0.0588,,,,,2600.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,2680,0.1275,,,,,1500.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,2698,0.1195,,,,,1500.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,4039,0.099,,,,,2100.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,2731,0.1583,,,,,1100.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,2748,0.1565,,,,,1100.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,2776,0.1476,,,,,1100.0
Zhao2020,Williams,flow,water,0.0095,1.836,13790.0,4073,0.1512,,,,,1600.0
Zhao2020,Williams,flow,water,0.0095,1.836,15170.0,670,0.1651,,,,,1200.0
Zhao2020,Williams,flow,water,0.0095,1.836,15170.0,1335,-0.0053,,,,,2100.0
Zhao2020,Williams,flow,water,0.0095,1.836,15170.0,1332,0.1282,,,,,1500.0
Zhao2020,Williams,flow,water,0.0095,1.836,15170.0,2676,0.0047,,,,,2600.0
Zhao2020,Williams,flow,water,0.0095,1.836,15170.0,1345,0.14,,,,,1100.0
Zhao2020,Williams,flow,water,0.0095,1.836,15170.0,2691,0.0526,,,,,1900.0
Zhao2020,Williams,flow,water,0.0095,1.836,15170.0,4069,0.0415,,,,,2800.0
Zhao2020,Williams,flow,water,0.0095,1.836,15170.0,4059,0.0375,,,,,2800.0
Zhao2020,Williams,flow,water,0.0095,1.836,15170.0,1340,0.1712,,,,,900.0
Zhao2020,Williams,flow,water,0.0095,1.836,15170.0,2685,0.1093,,,,,1600.0
Zhao2020,Williams,flow,water,0.0095,1.836,15170.0,2699,0.1038,,,,,1600.0
Zhao2020,Williams,flow,water,0.0095,1.836,15170.0,4136,0.0782,,,,,2300.0
Zhao2020,Williams,flow,water,0.0095,1.836,15170.0,2661,0.1601,,,,,1200.0
Zhao2020,Williams,flow,water,0.0095,1.836,15170.0,3998,0.1464,,,,,1800.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,3673,0.0856,,,,,1900.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,2710,0.1232,,,,,1600.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,1351,0.2201,,,,,1000.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,1349,0.2195,,,,,1000.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,3682,0.0253,,,,,2500.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,2717,0.0537,,,,,2000.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,1355,0.1439,,,,,1200.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,1354,0.1274,,,,,1500.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,3701,0.0515,,,,,2300.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,2729,0.0908,,,,,1900.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,2723,0.0721,,,,,1800.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,1364,0.1867,,,,,1200.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,3662,0.0124,,,,,2900.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,2722,0.0409,,,,,2300.0
Zhao2020,Beus,flow,water,0.0056,2.134,11030.0,3701,0.0833,,,,,1900.0
Zhao2020,Beus,flow,water,0.0056,2.134,11030.0,2740,0.1162,,,,,1600.0
Zhao2020,Beus,flow,water,0.0056,2.134,11030.0,1359,0.1867,,,,,1000.0
Zhao2020,Beus,flow,water,0.0056,2.134,11030.0,1358,0.1891,,,,,1000.0
Zhao2020,Beus,flow,water,0.0056,2.134,11030.0,3677,0.0481,,,,,2500.0
Zhao2020,Beus,flow,water,0.0056,2.134,11030.0,2730,0.0901,,,,,2100.0
Zhao2020,Beus,flow,water,0.0056,2.134,8270.0,1360,0.1715,,,,,1700.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,3669,0.0707,,,,,1800.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,2707,0.107,,,,,1500.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,1356,0.1622,,,,,900.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,1352,0.1712,,,,,900.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,3670,-0.0279,,,,,2200.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,2729,0.0098,,,,,1800.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,1355,0.1015,,,,,1100.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,3690,-0.0943,,,,,2700.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,2733,-0.0517,,,,,2200.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,1355,0.0426,,,,,1300.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,3674,-0.3137,,,,,3300.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,2704,-0.201,,,,,2700.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,1344,-0.0425,,,,,1700.0
Zhao2020,Beus,flow,water,0.0056,2.134,15510.0,671,0.1771,,,,,1100.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,3673,0.0847,,,,,1500.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,2717,0.1233,,,,,1300.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,1364,0.2147,,,,,900.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,1354,0.1817,,,,,800.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,3721,0.0238,,,,,2100.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,2729,0.0537,,,,,1700.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,1355,0.1538,,,,,1100.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,3679,-0.0394,,,,,2600.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,2721,-0.0185,,,,,2000.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,2719,-0.015,,,,,2000.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,1351,0.1385,,,,,1400.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,2726,-0.1197,,,,,2700.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,1409,-0.082,,,,,1500.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,1354,0.0568,,,,,1800.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,1340,-0.0135,,,,,1600.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,1345,0.0224,,,,,1700.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,1349,-0.1462,,,,,2400.0
Zhao2020,Beus,flow,water,0.0056,2.134,13790.0,675,0.1556,,,,,1600.0
Zhao2020,Beus,flow,water,0.0056,2.134,11030.0,3684,0.0718,,,,,1800.0
Zhao2020,Beus,flow,water,0.0056,2.134,11030.0,3677,0.0765,,,,,1800.0
Zhao2020,Beus,flow,water,0.0056,2.134,11030.0,2741,0.1006,,,,,1500.0
Zhao2020,Beus,flow,water,0.0056,2.134,11030.0,1355,0.1847,,,,,1000.0
Zhao2020,Beus,flow,water,0.0056,2.134,11030.0,3665,0.0259,,,,,2300.0
Zhao2020,Beus,flow,water,0.0056,2.134,11030.0,2712,0.0747,,,,,2000.0
Zhao2020,Beus,flow,water,0.0056,2.134,11030.0,1345,0.1459,,,,,1200.0
Zhao2020,Beus,flow,water,0.0056,2.134,11030.0,3665,-0.0719,,,,,3200.0
Zhao2020,Beus,flow,water,0.0056,2.134,11030.0,2693,-0.027,,,,,2600.0
Zhao2020,Beus,flow,water,0.0056,2.134,11030.0,1364,0.1326,,,,,1800.0
Zhao2020,Beus,flow,water,0.0056,2.134,11030.0,1358,0.0179,,,,,2600.0
Zhao2020,Beus,flow,water,0.0056,2.134,11030.0,671,0.232,,,,,1600.0
Zhao2020,Beus,flow,water,0.0056,2.134,8270.0,3670,0.087,,,,,2100.0
Zhao2020,Beus,flow,water,0.0056,2.134,8270.0,2731,0.1219,,,,,1800.0
Zhao2020,Beus,flow,water,0.0056,2.134,8270.0,2710,0.1219,,,,,1800.0
Zhao2020,Beus,flow,water,0.0056,2.134,8270.0,1348,0.1848,,,,,1100.0
Zhao2020,Beus,flow,water,0.0056,2.134,8270.0,1355,0.1461,,,,,1600.0
Zhao2020,Beus,flow,water,0.0056,2.134,8270.0,1345,0.1499,,,,,1600.0
Zhao2020,Beus,flow,water,0.0056,2.134,8270.0,3678,0.0202,,,,,3200.0
Zhao2020,Beus,flow,water,0.0056,2.134,8270.0,2730,0.0539,,,,,2600.0
Zhao2020,Beus,flow,water,0.0056,2.134,8270.0,1354,0.0749,,,,,2500.0
Zhao2020,Beus,flow,water,0.0056,2.134,5520.0,2741,0.1119,,,,,2400.0
Zhao2020,Beus,flow,water,0.0056,2.134,5520.0,1354,0.1926,,,,,1500.0
Zhao2020,Beus,flow,water,0.0056,2.134,5520.0,1337,0.1716,,,,,1400.0
Zhao2020,Janssen,flow,water,0.0085,2.591,6870.0,1546,0.1465,,,,,2800.0
Zhao2020,Janssen,flow,water,0.0085,2.591,6850.0,1614,0.129,,,,,2600.0
Zhao2020,Janssen,flow,water,0.0085,2.591,6980.0,1587,0.1824,,,,,2400.0
Zhao2020,Janssen,flow,water,0.0085,2.591,6720.0,1750,0.1215,,,,,3000.0
Zhao2020,Janssen,flow,water,0.0085,2.591,7080.0,1250,0.1857,,,,,2100.0
Zhao2020,Janssen,flow,water,0.0085,2.591,6900.0,1668,-0.0867,,,,,1900.0
Zhao2020,Janssen,flow,water,0.0085,2.591,7050.0,1546,0.1745,,,,,1700.0
Zhao2020,Janssen,flow,water,0.0085,2.591,6790.0,1132,0.1894,,,,,1800.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6890.0,1533,0.2043,,,,,2000.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6890.0,1519,0.1998,,,,,2200.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6890.0,1519,0.1975,,,,,2500.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6890.0,1519,0.1979,,,,,2800.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6890.0,1519,0.139,,,,,3200.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6860.0,1533,0.2138,,,,,1900.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6960.0,1533,0.1913,,,,,2000.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6890.0,1533,0.2047,,,,,2200.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6910.0,1533,0.2085,,,,,2600.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6920.0,1519,0.1616,,,,,2600.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6850.0,1533,0.1579,,,,,2900.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6860.0,1519,0.1388,,,,,3000.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6870.0,1505,0.1537,,,,,3200.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6890.0,1519,0.1001,,,,,3400.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6890.0,2265,0.1933,,,,,1600.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6890.0,2278,0.1832,,,,,1900.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6910.0,2278,0.1671,,,,,2200.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6920.0,2238,0.1703,,,,,2500.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6890.0,2278,0.1415,,,,,2700.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6890.0,2265,0.1247,,,,,3100.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6850.0,2265,0.1017,,,,,3300.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6850.0,2265,0.08,,,,,3600.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6920.0,2265,0.1498,,,,,2800.0
Zhao2020,Janssen,flow,water,0.0085,2.743,6890.0,2278,0.1946,,,,,1500.0
Zhao2020,Janssen,flow,water,0.0085,1.829,6890.0,1533,0.1969,,,,,1800.0
Zhao2020,Janssen,flow,water,0.0085,1.829,6920.0,1533,0.1762,,,,,2300.0
Zhao2020,Janssen,flow,water,0.0085,1.829,6960.0,1533,0.1482,,,,,2900.0
Zhao2020,Janssen,flow,water,0.0085,1.829,6830.0,1533,0.1192,,,,,3500.0
