split_tag,arm,n_test,R2,RMSE,MAE,MAPE_pct,train_seconds,C1_nonpositive_frac,C1_nonfinite_frac,S2_pool_K_median,S2_pool_K_in_band_frac,C3_quality_violation_frac,C4_massflux_violation_frac,C6_nearcrit_ratio,C6_satisfied,S1_peak_reduced_pressure,S6_dlnCHF_dlnD_lowG,S6_expected_slope_lowG,S6_dlnCHF_dlnD_highG,S6_expected_slope_highG,S6_sign_reversal_captured,S7_coil_ratio_lowx,S7_coil_ratio_highx,S7_crossover_captured,monotone_applied,held_out_source
strategy4_fold=pinfin_chf_water_fc72,A5_ANN,175,0.28485820748094126,383.8408758852122,322.2458381023131,55.89266960901222,8.079653024673462,0.0,0.0,0.131,1.0,,,,,,,,,,,,,,False,pinfin_chf_water_fc72
strategy4_fold=zhao2020,PHYS_katto,1865,-0.3618931415358797,2316.5021089293286,1826.7024302493871,44.29067352702257,0.0,0.0,0.0,,,,,,,,,,,,,,,,,zhao2020
strategy4_fold=zhao2020,PHYS_gated,1865,0.22011296484636245,1752.9802933398587,1362.6533645718232,34.948918208451666,0.0,0.0,0.0,,,,,,,,,,,,,,,,,zhao2020
strategy4_fold=zhao2020,A0_no_physics,1865,0.601348248373277,1253.3086061227223,844.0921970875692,20.54684723423959,2.403125047683716,0.0,0.0,,,,,,,,,,,,,,,,False,zhao2020
strategy4_fold=zhao2020,A1_latent_baseline,1865,0.44586332604576306,1477.643372874563,999.9484064674879,24.50986475587883,1.2388241291046143,0.0,0.0,,,,,,,,,,,,,,,,False,zhao2020
strategy4_fold=zhao2020,A2_katto_baseline,1865,0.2072598436711518,1767.3664744605621,1215.1632657560644,28.169602007214085,1.637286901473999,0.0,0.0,,,,,,,,,,,,,,,,False,zhao2020
strategy4_fold=zhao2020,A3_pi_features,1865,0.07671629949273517,1907.342859642068,1304.9470515551955,29.75215645593496,3.3869171142578125,0.0,0.0,,,,,,,,,,,,,,,,False,zhao2020
strategy4_fold=zhao2020,A4_mechanism_gated,1865,0.40046109208909764,1536.985851810266,1078.259923907183,27.1895658257651,3.4557039737701416,0.0,0.0,,,,,,,,,,,,,,,,False,zhao2020
strategy4_fold=zhao2020,A5_constrained,1865,0.2797648473529756,1684.6059902092968,1218.8195187079848,30.816726567259845,3.7683966159820557,0.0,0.0,,,,,,,,,,,,,,,,True,zhao2020
strategy4_fold=zhao2020,A1_ANN,1865,-36.40441537642761,12140.109923906954,6549.851382332987,245.77936189516882,6.778288125991821,0.0,0.0,,,,,,,,,,,,,,,,False,zhao2020
strategy4_fold=zhao2020,A5_ANN,1865,0.20476729976604724,1770.1427821699265,1301.0512108877224,32.92654727359586,6.067065000534058,0.0,0.0,,,,,,,,,,,,,,,,False,zhao2020
strategy4_pooled_oof,PHYS_katto,28470,0.7851136604403305,799.5720265684458,349.90518017048106,18.268589654690253,,0.0,0.0,0.131,1.0,,,,,,,,,,,,,,,
strategy4_pooled_oof,PHYS_gated,28470,0.7510858027722519,860.5537901013005,384.47353655127205,20.78734984030679,,0.0,0.0,0.131,1.0,,,,,,,,,,,,,,,
strategy4_pooled_oof,A0_no_physics,28470,0.7186847725956513,914.8498224290624,587.8676091921199,49.49200578063685,,0.0,0.0,0.5691667787858934,0.11304347826086956,,,,,,,,,,,,,,,
strategy4_pooled_oof,A1_latent_baseline,28470,0.8003025556186204,770.7959804061715,499.2576049643372,30.58827314999883,,0.0,0.0,0.2776408565543561,0.0,,,,,,,,,,,,,,,
strategy4_pooled_oof,A2_katto_baseline,28470,-0.7970328923467132,2312.2309010267445,1187.4822790912872,57.146532290048015,,0.0,0.0,0.23448572861301478,0.11304347826086956,,,,,,,,,,,,,,,
strategy4_pooled_oof,A3_pi_features,28470,-0.4667009638531552,2088.930429762582,1180.440603700282,59.701599297598165,,0.0,0.0,0.11782091699774506,0.0,,,,,,,,,,,,,,,
strategy4_pooled_oof,A4_mechanism_gated,28470,0.6198387900754512,1063.4990058701355,710.799637579151,44.285913034093724,,0.0,0.0,0.10801038799632873,0.2391304347826087,,,,,,,,,,,,,,,
strategy4_pooled_oof,A5_constrained,28470,0.7102842376807326,928.408803102643,484.80015899803874,25.5119159533441,,0.0,0.0,0.131,1.0,,,,,,,,,,,,,,,
strategy4_pooled_oof,A1_ANN,28470,-4.145129091238141,3912.47274798927,1158.4040040113302,108.63615806189317,,0.0,0.0,26.94726217082063,0.11304347826086956,,,,,,,,,,,,,,,
strategy4_pooled_oof,A5_ANN,28470,0.7200761358673945,912.5846299971253,491.8600663193202,26.910905269898635,,0.0,0.0,0.131,1.0,,,,,,,,,,,,,,,
