TestID,Diameter,Perimeter,Area,Length,Pressure,Power,MassFlux,MassFlow,InletTemperature,InletEnthalpy,HeatFlux,CHFLocation,Shape,Fluid,Source,Continuous,Quality,QualityPosition,WallPower,WallMesh
427,0.0158,0.0496,1.9607e-04,1,1.241e+07,132570.9,2053.4,0.4026,266,1162592.25,2670800,0.751,middle(2),water,Lee(1966),yes,-0.295,0.0,0.562,0.025
428,0.015,0.0471,1.7671e-04,7,1.000e+06,132276.8,502.3,0.0888,169.7,717354.28,401000,5.6,inlet,water,Becker,yes,-0.023,0.0,0.754,0.175
429,0.015,0.0471,1.7671e-04,7,1.010e+06,181097.1,998.9,0.1765,169.9,718233.24,549000,5.3,inlet,water,Becker,yes,-0.023,0.0,0.754,0.175
430,0.015,0.0471,1.7671e-04,7,9.900e+05,214083.8,1496.5,0.2645,169.9,718222.31,649000,5.6,inlet,water,Becker,yes,-0.021,0.0,0.754,0.175
431,0.015,0.0471,1.7671e-04,7,1.010e+06,246081,2001.6,0.3537,170.2,719543.73,746000,5.9,inlet,water,Becker,yes,-0.022,0.0,0.754,0.175
432,0.015,0.0471,1.7671e-04,7,1.010e+06,298529.8,2500.5,0.4419,169.8,717796.48,905000,6,inlet,water,Becker,yes,-0.023,0.0,0.754,0.175
433,0.015,0.0471,1.7671e-04,7,1.000e+06,362854,2992.2,0.5288,170.1,719101.41,1100000,6,inlet,water,Becker,yes,-0.022,0.0,0.754,0.175
434,0.015,0.0471,1.7671e-04,7,2.010e+06,197590.5,998.8,0.1765,202.3,862245.07,599000,5.6,inlet,water,Becker,yes,-0.025,0.0,0.754,0.175
435,0.015,0.0471,1.7671e-04,7,2.000e+06,231236.9,1498.9,0.2649,202.2,861790.91,701000,5.7,inlet,water,Becker,yes,-0.025,0.0,0.754,0.175
436,0.015,0.0471,1.7671e-04,7,2.010e+06,263893.8,1995.9,0.3527,201.9,860444.41,800000,6,inlet,water,Becker,yes,-0.026,0.0,0.754,0.175
437,0.015,0.0471,1.7671e-04,7,2.010e+06,296880.5,2508.7,0.4433,202.5,863145.72,900000,6.2,inlet,water,Becker,yes,-0.025,0.0,0.754,0.175
438,0.015,0.0471,1.7671e-04,7,2.000e+06,496120.3,2995.9,0.5294,202.2,861790.91,1504000,6.1,inlet,water,Becker,yes,-0.025,0.0,0.754,0.175
439,0.015,0.0471,1.7671e-04,7,3.000e+06,165923.2,500.5,0.0884,223.9,961146.05,503000,5,inlet,water,Becker,yes,-0.026,0.0,0.754,0.175
440,0.015,0.0471,1.7671e-04,7,3.000e+06,214083.8,1004.8,0.1776,223.7,960219.75,649000,5.7,inlet,water,Becker,yes,-0.027,0.0,0.754,0.175
441,0.015,0.0471,1.7671e-04,7,3.010e+06,265213.3,1500.4,0.2651,223.7,960222.19,804000,5.4,inlet,water,Becker,yes,-0.027,0.0,0.754,0.175
442,0.015,0.0471,1.7671e-04,7,3.000e+06,296550.6,2001.8,0.3537,224.3,962999.55,899000,5.5,inlet,water,Becker,yes,-0.025,0.0,0.754,0.175
443,0.015,0.0471,1.7671e-04,7,3.000e+06,330527,2496.9,0.4412,223.8,960682.86,1002000,6,inlet,water,Becker,yes,-0.027,0.0,0.754,0.175
444,0.015,0.0471,1.7671e-04,7,2.990e+06,380007,2995.1,0.5293,224.2,962533.66,1152000,5.6,inlet,water,Becker,yes,-0.025,0.0,0.754,0.175
445,0.015,0.0471,1.7671e-04,7,5.010e+06,147450.7,496.6,0.0878,254,1104423.47,447000,6,inlet,water,Becker,yes,-0.031,0.0,0.754,0.175
446,0.015,0.0471,1.7671e-04,7,5.000e+06,231236.9,999.7,0.1767,253.6,1102466.73,701000,5.4,inlet,water,Becker,yes,-0.032,0.0,0.754,0.175
447,0.015,0.0471,1.7671e-04,7,5.010e+06,279067.7,1502.3,0.2655,253.9,1103933.94,846000,5.4,inlet,water,Becker,yes,-0.031,0.0,0.754,0.175
448,0.015,0.0471,1.7671e-04,7,4.990e+06,312384.3,2000.9,0.3536,253.8,1103445.9,947000,5.6,inlet,water,Becker,yes,-0.031,0.0,0.754,0.175
449,0.015,0.0471,1.7671e-04,7,4.980e+06,364173.4,2499.4,0.4417,254,1104425.62,1104000,5,inlet,water,Becker,yes,-0.03,0.0,0.754,0.175
450,0.015,0.0471,1.7671e-04,7,5.010e+06,413323.6,3007,0.5314,253.9,1103933.94,1253000,4.6,inlet,water,Becker,yes,-0.031,0.0,0.754,0.175
451,0.015,0.0471,1.7671e-04,7,7.000e+06,146131.2,497.6,0.0879,276.1,1215164.78,443000,4.9,inlet,water,Becker,yes,-0.035,0.0,0.754,0.175
452,0.015,0.0471,1.7671e-04,7,7.000e+06,213754,1001.2,0.1769,275.4,1211536,648000,5.6,inlet,water,Becker,yes,-0.037,0.0,0.754,0.175
453,0.015,0.0471,1.7671e-04,7,7.000e+06,264223.7,1496.5,0.2645,275.9,1214127.06,801000,5,inlet,water,Becker,yes,-0.035,0.0,0.754,0.175
454,0.015,0.0471,1.7671e-04,7,6.980e+06,296220.8,1990.9,0.3518,275.9,1214135.93,898000,5.4,inlet,water,Becker,yes,-0.035,0.0,0.754,0.175
455,0.015,0.0471,1.7671e-04,7,7.020e+06,354277.4,2503.5,0.4424,275.4,1211527.38,1074000,4.5,inlet,water,Becker,yes,-0.038,0.0,0.754,0.175
456,0.015,0.0471,1.7671e-04,7,6.990e+06,396830.3,3006.2,0.5312,276.2,1215688.42,1203000,3.6,inlet,water,Becker,yes,-0.034,0.0,0.754,0.175
457,0.015,0.0471,1.7671e-04,7,1.001e+07,132606.6,500.2,0.0884,301.2,1349068.65,402000,3.9,inlet,water,Becker,yes,-0.045,0.0,0.754,0.175
458,0.015,0.0471,1.7671e-04,7,1.000e+07,164603.7,999.2,0.1766,301.2,1349080.58,499000,4.5,inlet,water,Becker,yes,-0.045,0.0,0.754,0.175
459,0.015,0.0471,1.7671e-04,7,1.000e+07,197590.5,1504.5,0.2659,301.2,1349080.58,599000,4.6,inlet,water,Becker,yes,-0.045,0.0,0.754,0.175
460,0.015,0.0471,1.7671e-04,7,1.001e+07,246081,2001.1,0.3536,300.8,1346784.9,746000,3.7,inlet,water,Becker,yes,-0.047,0.0,0.754,0.175
461,0.015,0.0471,1.7671e-04,7,1.001e+07,266862.6,2509.6,0.4435,300.7,1346214.81,809000,3.2,inlet,water,Becker,yes,-0.047,0.0,0.754,0.175
462,0.015,0.0471,1.7671e-04,7,1.002e+07,274449.5,3015.3,0.5328,301.1,1348485.34,832000,3.2,inlet,water,Becker,yes,-0.046,0.0,0.754,0.175
463,0.015,0.0471,1.7671e-04,7,1.202e+07,82466.8,500.3,0.0884,314.8,1426561.24,250000,5,inlet,water,Becker,yes,-0.055,0.0,0.754,0.175
464,0.015,0.0471,1.7671e-04,7,1.202e+07,115123.7,1001.1,0.1769,315.1,1428409.4,349000,5.1,inlet,water,Becker,yes,-0.053,0.0,0.754,0.175
465,0.015,0.0471,1.7671e-04,7,1.201e+07,165923.2,1501.3,0.2653,314.4,1424122.54,503000,4.6,inlet,water,Becker,yes,-0.057,0.0,0.754,0.175
466,0.015,0.0471,1.7671e-04,7,1.200e+07,187364.6,1987,0.3511,314.7,1425983.56,568000,3.3,inlet,water,Becker,yes,-0.055,0.0,0.754,0.175
467,0.015,0.0471,1.7671e-04,7,1.199e+07,202868.3,2511.3,0.4438,314.5,1424773.22,615000,3,inlet,water,Becker,yes,-0.055,0.0,0.754,0.175
468,0.015,0.0471,1.7671e-04,7,1.203e+07,223979.8,3011.5,0.5322,315.1,1428390.42,679000,3.1,inlet,water,Becker,yes,-0.054,0.0,0.754,0.175
469,0.015,0.0471,1.7671e-04,7,1.401e+07,82136.9,501.3,0.0886,326.7,1498203.27,249000,3.9,inlet,water,Becker,yes,-0.069,0.0,0.754,0.175
470,0.015,0.0471,1.7671e-04,7,1.399e+07,98630.3,1006.6,0.1779,326.6,1497590.16,299000,5.6,inlet,water,Becker,yes,-0.068,0.0,0.754,0.175
471,0.015,0.0471,1.7671e-04,7,1.400e+07,132606.6,1497.7,0.2647,327.3,1502259.14,402000,5.4,inlet,water,Becker,yes,-0.064,0.0,0.754,0.175
472,0.015,0.0471,1.7671e-04,7,1.402e+07,163944,1997.6,0.353,327.4,1502875.75,497000,3.7,inlet,water,Becker,yes,-0.065,0.0,0.754,0.175
473,0.015,0.0471,1.7671e-04,7,1.400e+07,208146.2,2480.8,0.4384,326.3,1495561.04,631000,2.9,inlet,water,Becker,yes,-0.071,0.0,0.754,0.175
474,0.015,0.0471,1.7671e-04,7,1.400e+07,254987.4,3026.8,0.5349,326.9,1499570.67,773000,2.9,inlet,water,Becker,yes,-0.067,0.0,0.754,0.175
475,0.015,0.0471,1.7671e-04,7,1.601e+07,66303.29999999999,503,0.0889,338,1570911.8,201000,4.6,inlet,water,Becker,yes,-0.085,0.0,0.754,0.175
476,0.015,0.0471,1.7671e-04,7,1.601e+07,114134.1,1000,0.1767,337.3,1565730.31,346000,3.6,inlet,water,Becker,yes,-0.091,0.0,0.754,0.175
477,0.015,0.0471,1.7671e-04,7,1.598e+07,131946.9,1504.2,0.2658,337.1,1564379.87,400000,4.2,inlet,water,Becker,yes,-0.091,0.0,0.754,0.175
478,0.015,0.0471,1.7671e-04,7,1.601e+07,180437.4,2005.1,0.3543,337.1,1564260.7,547000,4.3,inlet,water,Becker,yes,-0.092,0.0,0.754,0.175
479,0.015,0.0471,1.7671e-04,7,1.600e+07,222990.2,2515.3,0.4445,337.6,1567984.43,676000,4.2,inlet,water,Becker,yes,-0.088,0.0,0.754,0.175
480,0.015,0.0471,1.7671e-04,7,1.600e+07,272800.2,3016.1,0.533,337.6,1567984.43,827000,3.6,inlet,water,Becker,yes,-0.088,0.0,0.754,0.175
481,0.015,0.0471,1.7671e-04,7,1.000e+06,132606.6,504.8,0.0892,169.2,715171.15,402000,5.8,middle,water,Becker,yes,-0.024,0.0,0.46,0.175
482,0.015,0.0471,1.7671e-04,7,1.000e+06,181097.1,1002.6,0.1772,170.1,719101.41,549000,6,middle,water,Becker,yes,-0.022,0.0,0.46,0.175
483,0.015,0.0471,1.7671e-04,7,1.010e+06,214083.8,1508.7,0.2666,169.9,718233.24,649000,6.3,middle,water,Becker,yes,-0.023,0.0,0.46,0.175
484,0.015,0.0471,1.7671e-04,7,9.900e+05,263563.9,1996.3,0.3528,169.2,715165.65,799000,6.2,middle,water,Becker,yes,-0.023,0.0,0.46,0.175
485,0.015,0.0471,1.7671e-04,7,1.010e+06,312054.4,2490.7,0.4401,170,718670.04,946000,6.4,middle,water,Becker,yes,-0.023,0.0,0.46,0.175
486,0.015,0.0471,1.7671e-04,7,1.980e+06,148440.3,497.9,0.088,201.9,860432.61,450000,5.6,middle,water,Becker,yes,-0.024,0.0,0.46,0.175
487,0.015,0.0471,1.7671e-04,7,2.000e+06,196600.9,1001.1,0.1769,202.7,864042.71,596000,6,middle,water,Becker,yes,-0.024,0.0,0.46,0.175
488,0.015,0.0471,1.7671e-04,7,1.990e+06,230247.3,1501.9,0.2654,202.4,862687.56,698000,6.4,middle,water,Becker,yes,-0.024,0.0,0.46,0.175
489,0.015,0.0471,1.7671e-04,7,2.010e+06,279727.4,2001,0.3536,202.6,863596.13,848000,6,middle,water,Becker,yes,-0.024,0.0,0.46,0.175
490,0.015,0.0471,1.7671e-04,7,2.010e+06,312054.4,2496.8,0.4412,202.3,862245.07,946000,6.3,middle,water,Becker,yes,-0.025,0.0,0.46,0.175
491,0.015,0.0471,1.7671e-04,7,2.000e+06,361204.6,3003.7,0.5308,202.2,861790.91,1095000,6.2,middle,water,Becker,yes,-0.025,0.0,0.46,0.175
492,0.015,0.0471,1.7671e-04,7,3.010e+06,164867.6,499.8,0.0883,223,956982.5,499800,5.3,middle,water,Becker,yes,-0.029,0.0,0.46,0.175
493,0.015,0.0471,1.7671e-04,7,3.010e+06,213754,999.8,0.1767,223.7,960222.19,648000,5.8,middle,water,Becker,yes,-0.027,0.0,0.46,0.175
494,0.015,0.0471,1.7671e-04,7,3.010e+06,257956.2,1501.1,0.2653,224.2,962538.46,782000,5.6,middle,water,Becker,yes,-0.026,0.0,0.46,0.175
495,0.015,0.0471,1.7671e-04,7,3.000e+06,296220.8,1996.2,0.3528,224.8,965318.1,898000,5.6,middle,water,Becker,yes,-0.024,0.0,0.46,0.175
496,0.015,0.0471,1.7671e-04,7,2.980e+06,330197.1,2504,0.4425,224.1,962067.84,1001000,5.9,middle,water,Becker,yes,-0.025,0.0,0.46,0.175
497,0.015,0.0471,1.7671e-04,7,3.010e+06,378687.6,2998.5,0.5299,224,961611.73,1148000,5.6,middle,water,Becker,yes,-0.027,0.0,0.46,0.175
498,0.015,0.0471,1.7671e-04,7,5.000e+06,148110.4,498.5,0.0881,254.1,1104913.85,449000,5.8,middle,water,Becker,yes,-0.03,0.0,0.46,0.175
499,0.015,0.0471,1.7671e-04,7,5.030e+06,214083.8,999.8,0.1767,254.5,1106871.37,649000,6.2,middle,water,Becker,yes,-0.03,0.0,0.46,0.175
500,0.015,0.0471,1.7671e-04,7,5.000e+06,263563.9,1501.9,0.2654,254.2,1105403.64,799000,5.8,middle,water,Becker,yes,-0.03,0.0,0.46,0.175
501,0.015,0.0471,1.7671e-04,7,5.010e+06,295890.9,2003.9,0.3541,254,1104423.47,897000,6.1,middle,water,Becker,yes,-0.031,0.0,0.46,0.175
502,0.015,0.0471,1.7671e-04,7,4.990e+06,360215,2494,0.4407,253.6,1102467.39,1092000,4.7,middle,water,Becker,yes,-0.031,0.0,0.46,0.175
503,0.015,0.0471,1.7671e-04,7,5.020e+06,393861.5,3003.4,0.5307,254.3,1105892.03,1194000,4.7,middle,water,Becker,yes,-0.03,0.0,0.46,0.175
504,0.015,0.0471,1.7671e-04,7,7.000e+06,147780.5,499.8,0.0883,276.2,1215683.91,448000,5.1,middle,water,Becker,yes,-0.034,0.0,0.46,0.175
505,0.015,0.0471,1.7671e-04,7,6.980e+06,196930.7,1000.6,0.1768,275.9,1214135.93,597000,6,middle,water,Becker,yes,-0.035,0.0,0.46,0.175
506,0.015,0.0471,1.7671e-04,7,7.040e+06,247730.3,1502.5,0.2655,276,1214628.03,751000,5.2,middle,water,Becker,yes,-0.037,0.0,0.46,0.175
507,0.015,0.0471,1.7671e-04,7,6.990e+06,279397.5,2000.8,0.3536,275.5,1212058.18,847000,5.3,middle,water,Becker,yes,-0.036,0.0,0.46,0.175
508,0.015,0.0471,1.7671e-04,7,6.990e+06,329537.4,2502.3,0.4422,275.6,1212576.24,999000,4.5,middle,water,Becker,yes,-0.036,0.0,0.46,0.175
509,0.015,0.0471,1.7671e-04,7,7.000e+06,361534.5,3007.1,0.5314,276.2,1215683.91,1096000,4.4,middle,water,Becker,yes,-0.034,0.0,0.46,0.175
510,0.015,0.0471,1.7671e-04,7,1.000e+07,114134.1,501.6,0.0886,301,1347937.93,346000,5.1,middle,water,Becker,yes,-0.045,0.0,0.46,0.175
511,0.015,0.0471,1.7671e-04,7,9.960e+06,148110.4,1000.5,0.1768,301.4,1350272.74,449000,5.3,middle,water,Becker,yes,-0.042,0.0,0.46,0.175
512,0.015,0.0471,1.7671e-04,7,1.004e+07,180437.4,1499.9,0.2651,300.6,1345610.19,547000,5.6,middle,water,Becker,yes,-0.049,0.0,0.46,0.175
513,0.015,0.0471,1.7671e-04,7,9.980e+06,185385.4,2005,0.3543,301.3,1349676.37,562000,5.1,middle,water,Becker,yes,-0.043,0.0,0.46,0.175
514,0.015,0.0471,1.7671e-04,7,9.980e+06,262904.2,2498.8,0.4416,301.1,1348532.85,797000,4.1,middle,water,Becker,yes,-0.044,0.0,0.46,0.175
515,0.015,0.0471,1.7671e-04,7,1.000e+07,279727.4,3008.9,0.5317,300.4,1344518.04,848000,4,middle,water,Becker,yes,-0.048,0.0,0.46,0.175
516,0.015,0.0471,1.7671e-04,7,1.202e+07,82466.8,499.6,0.0883,314.7,1425946.21,250000,5.3,middle,water,Becker,yes,-0.055,0.0,0.46,0.175
517,0.015,0.0471,1.7671e-04,7,1.201e+07,114793.8,1000.8,0.1769,314.3,1423509.42,348000,5.5,middle,water,Becker,yes,-0.057,0.0,0.46,0.175
518,0.015,0.0471,1.7671e-04,7,1.199e+07,148770.1,1503.8,0.2657,314.7,1426002.26,451000,5.6,middle,water,Becker,yes,-0.054,0.0,0.46,0.175
519,0.015,0.0471,1.7671e-04,7,1.200e+07,170871.2,1993.7,0.3523,314.9,1427214.46,518000,4.3,middle,water,Becker,yes,-0.054,0.0,0.46,0.175
520,0.015,0.0471,1.7671e-04,7,1.203e+07,213424.1,2518.8,0.4451,314.8,1426542.5,647000,4.5,middle,water,Becker,yes,-0.055,0.0,0.46,0.175
521,0.015,0.0471,1.7671e-04,7,1.202e+07,212764.4,3000.3,0.5302,314.1,1422266.46,645000,4.1,middle,water,Becker,yes,-0.059,0.0,0.46,0.175
522,0.015,0.0471,1.7671e-04,7,1.400e+07,65973.4,500.2,0.0884,326.3,1495561.04,200000,5.4,middle,water,Becker,yes,-0.071,0.0,0.46,0.175
523,0.015,0.0471,1.7671e-04,7,1.399e+07,98630.3,1002.3,0.1771,326.7,1498258.93,299000,6,middle,water,Becker,yes,-0.068,0.0,0.46,0.175
524,0.015,0.0471,1.7671e-04,7,1.398e+07,131617,1506,0.2661,326.5,1496949.74,399000,4.7,middle,water,Becker,yes,-0.068,0.0,0.46,0.175
525,0.015,0.0471,1.7671e-04,7,1.401e+07,156686.9,2003,0.354,326.8,1498872.55,475000,4.3,middle,water,Becker,yes,-0.068,0.0,0.46,0.175
526,0.015,0.0471,1.7671e-04,7,1.400e+07,180107.5,2495.1,0.4409,326.4,1496227.43,546000,5.3,middle,water,Becker,yes,-0.07,0.0,0.46,0.175
527,0.015,0.0471,1.7671e-04,7,1.401e+07,222660.4,2996.4,0.5295,327.4,1502904.47,675000,4.7,middle,water,Becker,yes,-0.064,0.0,0.46,0.175
528,0.015,0.0471,1.7671e-04,7,1.600e+07,64983.8,501.3,0.0886,337.5,1567245.23,197000,5.1,middle,water,Becker,yes,-0.089,0.0,0.46,0.175
529,0.015,0.0471,1.7671e-04,7,1.598e+07,98630.3,1004.2,0.1775,337.5,1567326.45,299000,4.7,middle,water,Becker,yes,-0.087,0.0,0.46,0.175
530,0.015,0.0471,1.7671e-04,7,1.600e+07,123040.5,1500.5,0.2652,337,1563567.12,373000,4.6,middle,water,Becker,yes,-0.092,0.0,0.46,0.175
531,0.015,0.0471,1.7671e-04,7,1.599e+07,275109.3,1995.6,0.3527,337.2,1565074.76,834000,4.7,middle,water,Becker,yes,-0.09,0.0,0.46,0.175
532,0.015,0.0471,1.7671e-04,7,1.600e+07,197260.6,2497.9,0.4414,337.7,1568724.84,598000,4.7,middle,water,Becker,yes,-0.087,0.0,0.46,0.175
533,0.015,0.0471,1.7671e-04,7,1.602e+07,245751.1,3001,0.5303,337.7,1568642.88,745000,4,middle,water,Becker,yes,-0.088,0.0,0.46,0.175
534,0.015,0.0471,1.7671e-04,7,1.000e+06,131617,500.4,0.0884,170.2,719538.27,399000,6.1,outlet,water,Becker,yes,-0.021,0.0,0.452,0.175
535,0.015,0.0471,1.7671e-04,7,1.010e+06,174169.9,998.2,0.1764,170,718670.04,528000,6.4,outlet,water,Becker,yes,-0.023,0.0,0.452,0.175
536,0.015,0.0471,1.7671e-04,7,1.010e+06,220681.2,1500,0.2651,170.6,721291.52,669000,6.4,outlet,water,Becker,yes,-0.022,0.0,0.452,0.175
537,0.015,0.0471,1.7671e-04,7,1.010e+06,255317.2,1999.7,0.3534,170.2,719543.73,774000,6.7,outlet,water,Becker,yes,-0.022,0.0,0.452,0.175
538,0.015,0.0471,1.7671e-04,7,1.020e+06,305127.2,2495,0.4409,170.4,720423,925000,6.6,outlet,water,Becker,yes,-0.023,0.0,0.452,0.175
539,0.015,0.0471,1.7671e-04,7,9.900e+05,353947.5,3008.6,0.5317,170.6,721280.64,1073000,6.5,outlet,water,Becker,yes,-0.02,0.0,0.452,0.175
540,0.015,0.0471,1.7671e-04,7,1.990e+06,146790.9,499.2,0.0882,202.2,861787,445000,6.1,outlet,water,Becker,yes,-0.024,0.0,0.452,0.175
541,0.015,0.0471,1.7671e-04,7,2.000e+06,197590.5,1001.2,0.1769,202.6,863592.24,599000,6.3,outlet,water,Becker,yes,-0.024,0.0,0.452,0.175
542,0.015,0.0471,1.7671e-04,7,2.010e+06,237504.4,1500,0.2651,202.1,861344.64,720000,6.5,outlet,water,Becker,yes,-0.026,0.0,0.452,0.175
543,0.015,0.0471,1.7671e-04,7,2.010e+06,271810.6,2003.4,0.354,202.1,861344.64,824000,6.5,outlet,water,Becker,yes,-0.026,0.0,0.452,0.175
544,0.015,0.0471,1.7671e-04,7,2.020e+06,305127.2,2505.1,0.4427,202.8,864500.99,925000,6.6,outlet,water,Becker,yes,-0.025,0.0,0.452,0.175
545,0.015,0.0471,1.7671e-04,7,2.010e+06,346030.7,3007.4,0.5315,202.5,863145.72,1049000,6.5,outlet,water,Becker,yes,-0.025,0.0,0.452,0.175
546,0.015,0.0471,1.7671e-04,7,3.010e+06,146790.9,499.3,0.0882,224.1,962075.06,445000,6.2,outlet,water,Becker,yes,-0.026,0.0,0.452,0.175
547,0.015,0.0471,1.7671e-04,7,2.990e+06,205507.3,998.7,0.1765,223.4,958828.38,623000,6.4,outlet,water,Becker,yes,-0.027,0.0,0.452,0.175
548,0.015,0.0471,1.7671e-04,7,2.990e+06,247070.6,1501.9,0.2654,224,961606.9,749000,6.4,outlet,water,Becker,yes,-0.026,0.0,0.452,0.175
549,0.015,0.0471,1.7671e-04,7,3.000e+06,280057.3,1998.3,0.3531,223.4,958830.85,849000,6.5,outlet,water,Becker,yes,-0.028,0.0,0.452,0.175
550,0.015,0.0471,1.7671e-04,7,2.990e+06,313373.9,2506.6,0.443,223.8,960680.43,950000,6.6,outlet,water,Becker,yes,-0.026,0.0,0.452,0.175
551,0.015,0.0471,1.7671e-04,7,3.000e+06,346690.5,3005.3,0.5311,223.8,960682.86,1051000,6.4,outlet,water,Becker,yes,-0.027,0.0,0.452,0.175
552,0.015,0.0471,1.7671e-04,7,4.990e+06,148770.1,497.6,0.0879,254,1104424.9,451000,6.1,outlet,water,Becker,yes,-0.03,0.0,0.452,0.175
553,0.015,0.0471,1.7671e-04,7,4.990e+06,205507.3,1002,0.1771,253.9,1103935.34,623000,6.4,outlet,water,Becker,yes,-0.03,0.0,0.452,0.175
554,0.015,0.0471,1.7671e-04,7,4.990e+06,248390,1500.9,0.2652,254.3,1105894.31,753000,6.4,outlet,water,Becker,yes,-0.029,0.0,0.452,0.175
555,0.015,0.0471,1.7671e-04,7,5.000e+06,279727.4,2000.5,0.3535,253.9,1103934.64,848000,6.3,outlet,water,Becker,yes,-0.031,0.0,0.452,0.175
556,0.015,0.0471,1.7671e-04,7,5.000e+06,312384.3,2498.7,0.4416,253.8,1103445.21,947000,6.3,outlet,water,Becker,yes,-0.031,0.0,0.452,0.175
557,0.015,0.0471,1.7671e-04,7,5.000e+06,345700.9,3002,0.5305,253.8,1103445.21,1048000,6.2,outlet,water,Becker,yes,-0.031,0.0,0.452,0.175
558,0.015,0.0471,1.7671e-04,7,7.000e+06,134256,499.9,0.0883,275.8,1213608.48,407000,6.3,outlet,water,Becker,yes,-0.036,0.0,0.452,0.175
559,0.015,0.0471,1.7671e-04,7,7.010e+06,188354.2,1002.6,0.1772,276.5,1217237.87,571000,6.3,outlet,water,Becker,yes,-0.034,0.0,0.452,0.175
560,0.015,0.0471,1.7671e-04,7,6.990e+06,222990.2,1499.6,0.265,275.6,1212576.24,676000,6.3,outlet,water,Becker,yes,-0.036,0.0,0.452,0.175
561,0.015,0.0471,1.7671e-04,7,6.990e+06,255317.2,1998.7,0.3532,275.8,1213612.89,774000,6.1,outlet,water,Becker,yes,-0.035,0.0,0.452,0.175
562,0.015,0.0471,1.7671e-04,7,6.990e+06,284015.7,2502.7,0.4423,275.2,1210505.13,861000,6.3,outlet,water,Becker,yes,-0.037,0.0,0.452,0.175
563,0.015,0.0471,1.7671e-04,7,6.980e+06,312054.4,2999.9,0.5301,276.1,1215173.74,946000,6.1,outlet,water,Becker,yes,-0.034,0.0,0.452,0.175
564,0.015,0.0471,1.7671e-04,7,1.001e+07,106877,499.9,0.0883,301.1,1348497.21,324000,6.2,outlet,water,Becker,yes,-0.045,0.0,0.452,0.175
565,0.015,0.0471,1.7671e-04,7,1.001e+07,139533.8,1000.5,0.1768,301,1347926.1,423000,6.1,outlet,water,Becker,yes,-0.046,0.0,0.452,0.175
566,0.015,0.0471,1.7671e-04,7,1.001e+07,165263.5,1500.7,0.2652,300.9,1347355.34,501000,6.3,outlet,water,Becker,yes,-0.046,0.0,0.452,0.175
567,0.015,0.0471,1.7671e-04,7,1.000e+07,197590.5,1998.8,0.3532,301.3,1349652.41,599000,6.1,outlet,water,Becker,yes,-0.044,0.0,0.452,0.175
568,0.015,0.0471,1.7671e-04,7,1.002e+07,230247.3,2507,0.443,301.3,1349628.47,698000,6.1,outlet,water,Becker,yes,-0.045,0.0,0.452,0.175
569,0.015,0.0471,1.7671e-04,7,1.003e+07,255317.2,2996.6,0.5295,300.7,1346191.47,774000,6.1,outlet,water,Becker,yes,-0.048,0.0,0.452,0.175
570,0.015,0.0471,1.7671e-04,7,1.202e+07,82136.9,501.8,0.0887,314.7,1425946.21,249000,6,outlet,water,Becker,yes,-0.055,0.0,0.452,0.175
571,0.015,0.0471,1.7671e-04,7,1.200e+07,115123.7,1005.5,0.1777,314.7,1425983.56,349000,6,outlet,water,Becker,yes,-0.055,0.0,0.452,0.175
572,0.015,0.0471,1.7671e-04,7,1.198e+07,138874.1,1502.9,0.2656,314.1,1422339.35,421000,6.3,outlet,water,Becker,yes,-0.057,0.0,0.452,0.175
573,0.015,0.0471,1.7671e-04,7,1.201e+07,166253.1,2008.8,0.355,314.3,1423509.42,504000,6.1,outlet,water,Becker,yes,-0.057,0.0,0.452,0.175
574,0.015,0.0471,1.7671e-04,7,1.198e+07,189013.9,2509.6,0.4435,314.4,1424177.92,573000,6,outlet,water,Becker,yes,-0.055,0.0,0.452,0.175
575,0.015,0.0471,1.7671e-04,7,1.200e+07,207156.6,3006.3,0.5313,313.9,1421079.94,628000,6.1,outlet,water,Becker,yes,-0.059,0.0,0.452,0.175
576,0.015,0.0471,1.7671e-04,7,1.401e+07,65643.6,501.7,0.0887,327.2,1501557.37,199000,5.9,outlet,water,Becker,yes,-0.065,0.0,0.452,0.175
577,0.015,0.0471,1.7671e-04,7,1.399e+07,98630.3,1004.5,0.1775,326.1,1494257.59,299000,6.4,outlet,water,Becker,yes,-0.071,0.0,0.452,0.175
578,0.015,0.0471,1.7671e-04,7,1.401e+07,115453.5,1500.9,0.2652,326.4,1496199.99,350000,6.4,outlet,water,Becker,yes,-0.07,0.0,0.452,0.175
579,0.015,0.0471,1.7671e-04,7,1.400e+07,148110.4,2006.4,0.3546,326,1493566.35,449000,6.2,outlet,water,Becker,yes,-0.072,0.0,0.452,0.175
580,0.015,0.0471,1.7671e-04,7,1.402e+07,181427,2494.5,0.4408,326.8,1498844.62,550000,5.8,outlet,water,Becker,yes,-0.068,0.0,0.452,0.175
581,0.015,0.0471,1.7671e-04,7,1.400e+07,198909.9,3009.9,0.5319,326.9,1499570.67,603000,6.3,outlet,water,Becker,yes,-0.067,0.0,0.452,0.175
582,0.015,0.0471,1.7671e-04,7,1.600e+07,66303.29999999999,504,0.0891,337,1563567.12,201000,5.9,outlet,water,Becker,yes,-0.092,0.0,0.452,0.175
583,0.015,0.0471,1.7671e-04,7,1.603e+07,98630.3,1002.6,0.1772,337.2,1564915.22,299000,5.7,outlet,water,Becker,yes,-0.093,0.0,0.452,0.175
