TestID,Diameter,Perimeter,Area,Length,Pressure,Power,MassFlux,MassFlow,InletTemperature,InletEnthalpy,HeatFlux,CHFLocation,Shape,Fluid,Source,Continuous,Quality,QualityPosition,WallPower,WallMesh
138,0.00973,0.0306,7.4356e-05,1.73,1.103e+07,107197.3,2034.4,0.1513,214.1,918799.82,2027100,1.524,middle(3),water,Lee(1963),yes,-0.425,0.0,0.211,0.043
139,0.00973,0.0306,7.4356e-05,1.73,1.107e+07,107197.3,2034.4,0.1513,214.4,920165.91,2027100,1.524,middle(3),water,Lee(1963),yes,-0.426,0.0,0.211,0.043
140,0.00973,0.0306,7.4356e-05,1.73,1.110e+07,95087.3,4041.8,0.3005,284.4,1256444.11,1798100,1.473,middle(3),water,Lee(1963),yes,-0.158,0.0,0.211,0.043
141,0.00973,0.0306,7.4356e-05,1.73,1.121e+07,95658.5,4041.8,0.3005,284.3,1255863.57,1808900,1.575,middle(3),water,Lee(1963),yes,-0.163,0.0,0.211,0.043
142,0.00973,0.0306,7.4356e-05,1.73,1.093e+07,127921.8,4041.8,0.3005,257,1118720.19,2419000,1.524,middle(3),water,Lee(1963),yes,-0.261,0.0,0.211,0.043
143,0.00973,0.0306,7.4356e-05,1.73,1.100e+07,153749.5,4041.8,0.3005,234.1,1010240.84,2907400,1.473,middle(3),water,Lee(1963),yes,-0.35,0.0,0.211,0.043
144,0.00973,0.0306,7.4356e-05,1.73,1.110e+07,155452.3,4041.8,0.3005,234,1009798.52,2939600,1.524,middle(3),water,Lee(1963),yes,-0.356,0.0,0.211,0.043
145,0.00973,0.0306,7.4356e-05,1.73,1.114e+07,155452.3,4041.8,0.3005,233.8,1008878.42,2939600,1.524,middle(3),water,Lee(1963),yes,-0.358,0.0,0.211,0.043
146,0.00973,0.0306,7.4356e-05,1.73,6.897e+06,87160.3,2020.9,0.1503,281.3,1242478.23,1648200,1.473,middle(4),water,Lee(1963),yes,-0.013,0.0,0.198,0.036
147,0.00973,0.0306,7.4356e-05,1.73,6.931e+06,88091,2020.9,0.1503,281.2,1241928.82,1665800,1.473,middle(4),water,Lee(1963),yes,-0.015,0.0,0.198,0.036
148,0.00973,0.0306,7.4356e-05,1.73,6.862e+06,96996.4,2020.9,0.1503,252.4,1096537.11,1834200,1.473,middle(4),water,Lee(1963),yes,-0.108,0.0,0.198,0.036
149,0.00973,0.0306,7.4356e-05,1.73,6.897e+06,96996.4,2020.9,0.1503,252.8,1098477.51,1834200,1.473,middle(4),water,Lee(1963),yes,-0.108,0.0,0.198,0.036
150,0.00973,0.0306,7.4356e-05,1.73,6.931e+06,121221.7,2020.9,0.1503,187.9,800270.02,2292300,1.473,middle(4),water,Lee(1963),yes,-0.307,0.0,0.198,0.036
151,0.00973,0.0306,7.4356e-05,1.73,6.931e+06,121221.7,2020.9,0.1503,187.9,800270.02,2292300,1.473,middle(4),water,Lee(1963),yes,-0.307,0.0,0.198,0.036
152,0.00973,0.0306,7.4356e-05,1.73,6.931e+06,93892.2,4041.8,0.3005,281.2,1241928.82,1775500,1.397,middle(4),water,Lee(1963),yes,-0.015,0.0,0.198,0.036
153,0.00973,0.0306,7.4356e-05,1.73,6.931e+06,93892.2,4041.8,0.3005,281.2,1241928.82,1775500,1.397,middle(4),water,Lee(1963),yes,-0.015,0.0,0.198,0.036
154,0.00973,0.0306,7.4356e-05,1.73,6.897e+06,140782.8,4068.9,0.3025,209.9,898355.54,2662200,1.473,middle(4),water,Lee(1963),yes,-0.241,0.0,0.198,0.036
155,0.00973,0.0306,7.4356e-05,1.73,7.000e+06,140782.8,4068.9,0.3025,209.6,897039.29,2662200,1.397,middle(4),water,Lee(1963),yes,-0.246,0.0,0.198,0.036
156,0.00973,0.0306,7.4356e-05,1.73,1.093e+07,54034.9,2020.9,0.1503,305.4,1372116.82,1021800,1.397,middle(4),water,Lee(1963),yes,-0.06,0.0,0.198,0.036
157,0.00973,0.0306,7.4356e-05,1.73,1.103e+07,54452.7,2020.9,0.1503,305.4,1371978.23,1029700,1.473,middle(4),water,Lee(1963),yes,-0.063,0.0,0.198,0.036
158,0.00973,0.0306,7.4356e-05,1.73,1.100e+07,67081,2020.9,0.1503,284.4,1256500.2,1268500,1.473,middle(4),water,Lee(1963),yes,-0.154,0.0,0.198,0.036
159,0.00973,0.0306,7.4356e-05,1.73,1.100e+07,67081,2020.9,0.1503,284.4,1256500.2,1268500,1.473,middle(4),water,Lee(1963),yes,-0.154,0.0,0.198,0.036
160,0.00973,0.0306,7.4356e-05,1.73,1.103e+07,109312.6,2020.9,0.1503,214.6,921056.26,2067100,1.397,middle(4),water,Lee(1963),yes,-0.423,0.0,0.198,0.036
161,0.00973,0.0306,7.4356e-05,1.73,1.107e+07,109312.6,2020.9,0.1503,214.4,920165.91,2067100,1.321,middle(4),water,Lee(1963),yes,-0.426,0.0,0.198,0.036
162,0.00973,0.0306,7.4356e-05,1.73,1.107e+07,67805.40000000001,4068.9,0.3025,305.2,1370770.12,1282200,1.321,middle(4),water,Lee(1963),yes,-0.066,0.0,0.198,0.036
163,0.00973,0.0306,7.4356e-05,1.73,1.110e+07,67805.40000000001,4068.9,0.3025,305.5,1372466.79,1282200,1.321,middle(4),water,Lee(1963),yes,-0.066,0.0,0.198,0.036
164,0.00973,0.0306,7.4356e-05,1.73,1.103e+07,154860,4082.5,0.3036,234.9,1013962.14,2928400,1.473,middle(4),water,Lee(1963),yes,-0.349,0.0,0.198,0.036
165,0.00973,0.0306,7.4356e-05,1.73,1.103e+07,154860,4068.9,0.3025,234.4,1011640.21,2928400,1.397,middle(4),water,Lee(1963),yes,-0.351,0.0,0.198,0.036
166,0.00973,0.0306,7.4356e-05,1.73,1.107e+07,154860,4082.5,0.3036,234.7,1013040.29,2928400,1.473,middle(4),water,Lee(1963),yes,-0.352,0.0,0.198,0.036
167,0.00947,0.0298,7.0435e-05,3.66,6.670e+06,106677.8,2007.3,0.1414,274.8,1208571.8,979700,3.35,middle,water,Lee(1965),yes,-0.027,0.0,0.365,0.092
168,0.00947,0.0298,7.0435e-05,3.66,6.790e+06,104870.3,2034.4,0.1433,275.8,1213701.61,963100,3.35,middle,water,Lee(1965),yes,-0.028,0.0,0.365,0.092
169,0.00947,0.0298,7.0435e-05,3.66,6.930e+06,131591.4,2048,0.1443,228.3,982457.25,1208500,3.45,middle,water,Lee(1965),yes,-0.186,0.0,0.365,0.092
170,0.00947,0.0298,7.0435e-05,3.66,6.930e+06,132092.3,2048,0.1443,230.8,994059.87,1213100,3.45,middle,water,Lee(1965),yes,-0.179,0.0,0.365,0.092
171,0.00947,0.0298,7.0435e-05,3.66,6.930e+06,143601.8,2034.4,0.1433,203.8,870932.36,1318800,3.45,middle,water,Lee(1965),yes,-0.26,0.0,0.365,0.092
172,0.00947,0.0298,7.0435e-05,3.66,6.900e+06,142806.9,2034.4,0.1433,202,862861.23,1311500,3.45,middle,water,Lee(1965),yes,-0.264,0.0,0.365,0.092
173,0.00947,0.0298,7.0435e-05,3.66,6.930e+06,166021.9,2102.3,0.1481,172.4,732376.2,1524700,3.45,middle,water,Lee(1965),yes,-0.352,0.0,0.365,0.092
174,0.00947,0.0298,7.0435e-05,3.66,7.000e+06,163517.5,2102.3,0.1481,173.6,737640.18,1501700,3.35,middle,water,Lee(1965),yes,-0.352,0.0,0.365,0.092
175,0.00947,0.0298,7.0435e-05,3.66,6.640e+06,122488.4,2780.4,0.1958,275,1209619.96,1124900,3.35,middle,water,Lee(1965),yes,-0.026,0.0,0.365,0.092
176,0.00947,0.0298,7.0435e-05,3.66,6.930e+06,126495.5,2726.2,0.192,261.9,1143151.76,1161700,3.35,middle,water,Lee(1965),yes,-0.08,0.0,0.365,0.092
177,0.00947,0.0298,7.0435e-05,3.66,6.930e+06,124491.9,2726.2,0.192,263,1148623.8,1143300,3.45,middle,water,Lee(1965),yes,-0.076,0.0,0.365,0.092
178,0.00947,0.0298,7.0435e-05,3.66,6.950e+06,135402.5,2726.2,0.192,248.8,1079144.75,1243500,3.35,middle,water,Lee(1965),yes,-0.123,0.0,0.365,0.092
179,0.00947,0.0298,7.0435e-05,3.66,6.720e+06,136894.3,2726.2,0.192,251.8,1093630.84,1257200,3.35,middle,water,Lee(1965),yes,-0.105,0.0,0.365,0.092
180,0.00947,0.0298,7.0435e-05,3.66,6.970e+06,135794.5,2726.2,0.192,243.9,1055692.2,1247100,3.35,middle,water,Lee(1965),yes,-0.139,0.0,0.365,0.092
181,0.00947,0.0298,7.0435e-05,3.66,6.990e+06,141097.4,2712.6,0.1911,241.3,1043344.39,1295800,3.35,middle,water,Lee(1965),yes,-0.148,0.0,0.365,0.092
182,0.00947,0.0298,7.0435e-05,3.66,6.850e+06,134291.9,3404.3,0.2398,275.2,1210565.13,1233300,3.25,middle,water,Lee(1965),yes,-0.032,0.0,0.365,0.092
183,0.00947,0.0298,7.0435e-05,3.66,6.880e+06,135195.6,3404.3,0.2398,274.9,1209000.04,1241600,3.25,middle,water,Lee(1965),yes,-0.035,0.0,0.365,0.092
184,0.00947,0.0298,7.0435e-05,3.66,6.690e+06,142099.1,3390.7,0.2388,260.9,1138227.66,1305000,3.35,middle,water,Lee(1965),yes,-0.074,0.0,0.365,0.092
185,0.00947,0.0298,7.0435e-05,3.66,7.070e+06,162711.7,3431.4,0.2417,238.8,1031538.95,1494300,3.25,middle,water,Lee(1965),yes,-0.16,0.0,0.365,0.092
186,0.00947,0.0298,7.0435e-05,3.66,6.920e+06,161611.9,3458.6,0.2436,239.9,1036711.83,1484200,3.35,middle,water,Lee(1965),yes,-0.15,0.0,0.365,0.092
187,0.00947,0.0298,7.0435e-05,3.66,6.600e+06,166718.8,3458.6,0.2436,237.8,1026761.36,1531100,3.35,middle,water,Lee(1965),yes,-0.144,0.0,0.365,0.092
188,0.00947,0.0298,7.0435e-05,3.66,7.000e+06,148403.8,4041.8,0.2847,274.4,1206367.53,1362900,3.25,middle,water,Lee(1965),yes,-0.041,0.0,0.365,0.092
189,0.00947,0.0298,7.0435e-05,3.66,6.970e+06,150603.3,4068.9,0.2866,273.4,1201228.46,1383100,3.05,middle,water,Lee(1965),yes,-0.043,0.0,0.365,0.092
190,0.00947,0.0298,7.0435e-05,3.66,6.930e+06,164323.2,4068.9,0.2866,255.5,1111626.77,1509100,3.05,middle,water,Lee(1965),yes,-0.101,0.0,0.365,0.092
191,0.00947,0.0298,7.0435e-05,3.66,6.970e+06,166119.9,4096,0.2885,256.9,1118475.66,1525600,3.25,middle,water,Lee(1965),yes,-0.098,0.0,0.365,0.092
192,0.00947,0.0298,7.0435e-05,3.66,6.720e+06,191338.4,4082.5,0.2876,224.6,965314.55,1757200,3.05,middle,water,Lee(1965),yes,-0.189,0.0,0.365,0.092
193,0.00947,0.0298,7.0435e-05,3.66,6.740e+06,187636.2,4082.5,0.2876,226.8,975471.73,1723200,3.15,middle,water,Lee(1965),yes,-0.183,0.0,0.365,0.092
194,0.00947,0.0298,7.0435e-05,3.66,6.790e+06,204742.5,4028.2,0.2837,199.2,850309.63,1880300,3.25,middle,water,Lee(1965),yes,-0.267,0.0,0.365,0.092
195,0.00947,0.0298,7.0435e-05,3.66,6.860e+06,208052.7,4028.2,0.2837,200.5,856140.78,1910700,3.05,middle,water,Lee(1965),yes,-0.267,0.0,0.365,0.092
196,0.00947,0.0298,7.0435e-05,3.66,6.860e+06,221054,4055.3,0.2856,177.7,755457.03,2030100,3.05,middle,water,Lee(1965),yes,-0.333,0.0,0.365,0.092
197,0.00947,0.0298,7.0435e-05,3.66,6.970e+06,228959.3,4055.3,0.2856,171.1,726742.26,2102700,3.15,middle,water,Lee(1965),yes,-0.358,0.0,0.365,0.092
198,0.00947,0.0298,7.0435e-05,3.66,6.860e+06,227260.6,4041.8,0.2847,172.7,733643.91,2087100,3.15,middle,water,Lee(1965),yes,-0.348,0.0,0.365,0.092
199,0.00947,0.0298,7.0435e-05,3.66,6.830e+06,115584.9,2726.2,0.192,274.8,1208504.05,1061500,NaN,middle,water,Lee(1965),yes,-0.033,0.0,0.365,0.092
200,0.00947,0.0298,7.0435e-05,3.66,7.030e+06,129990.8,2712.6,0.1911,251.8,1093625.52,1193800,NaN,middle,water,Lee(1965),yes,-0.117,0.0,0.365,0.092
201,0.00947,0.0298,7.0435e-05,3.66,6.990e+06,140999.4,2726.2,0.192,240.8,1040976.66,1294900,NaN,middle,water,Lee(1965),yes,-0.15,0.0,0.365,0.092
202,0.00947,0.0298,7.0435e-05,3.66,6.690e+06,141805.1,3404.3,0.2398,261.9,1143192.02,1302300,NaN,middle,water,Lee(1965),yes,-0.071,0.0,0.365,0.092
203,0.00947,0.0298,7.0435e-05,3.66,6.870e+06,153107.7,3404.3,0.2398,252.3,1096051.83,1406100,NaN,middle,water,Lee(1965),yes,-0.109,0.0,0.365,0.092
204,0.00947,0.0298,7.0435e-05,3.66,6.880e+06,151910,3404.3,0.2398,251.8,1093627.95,1395100,NaN,middle,water,Lee(1965),yes,-0.111,0.0,0.365,0.092
205,0.00947,0.0298,7.0435e-05,3.66,6.950e+06,202347,4096,0.2885,224.3,963993.27,1858300,NaN,middle,water,Lee(1965),yes,-0.199,0.0,0.365,0.092
206,0.00947,0.0298,7.0435e-05,3.66,6.900e+06,224658.2,4028.2,0.2837,176.5,750235.36,2063200,NaN,middle,water,Lee(1965),yes,-0.339,0.0,0.365,0.092
207,0.02207,0.0693,3.8256e-04,1.19,1.110e+07,125627.6,333.6,0.1276,243,1051859.24,1522600,0.755,inlet(1),water,Lee(1966),yes,-0.322,0.0,0.846,0.03
208,0.02207,0.0693,3.8256e-04,1.19,1.100e+07,129051.7,328.2,0.1256,272.3,1194298.04,1564100,0.755,inlet(1),water,Lee(1966),yes,-0.204,0.0,0.846,0.03
209,0.02207,0.0693,3.8256e-04,1.19,1.134e+07,114530.2,341.8,0.1308,267.9,1172184.26,1388100,0.636,inlet(1),water,Lee(1966),yes,-0.237,0.0,0.846,0.03
210,0.02207,0.0693,3.8256e-04,1.19,1.093e+07,117343.7,344.5,0.1318,278.4,1225373.02,1422200,0.676,inlet(1),water,Lee(1966),yes,-0.176,0.0,0.846,0.03
211,0.02207,0.0693,3.8256e-04,1.19,1.114e+07,120124.3,660.5,0.2527,286.5,1267482.31,1455900,0.636,inlet(1),water,Lee(1966),yes,-0.151,0.0,0.846,0.03
212,0.02207,0.0693,3.8256e-04,1.19,1.121e+07,118177.1,682.2,0.261,285.6,1262692.13,1432300,0.596,inlet(1),water,Lee(1966),yes,-0.158,0.0,0.846,0.03
213,0.02207,0.0693,3.8256e-04,1.19,1.121e+07,116584.6,661.9,0.2532,277.7,1221670.91,1413000,0.636,inlet(1),water,Lee(1966),yes,-0.191,0.0,0.846,0.03
214,0.02207,0.0693,3.8256e-04,1.19,1.100e+07,124695.2,671.4,0.2568,278,1223290.54,1511300,0.716,inlet(1),water,Lee(1966),yes,-0.181,0.0,0.846,0.03
215,0.02207,0.0693,3.8256e-04,1.19,1.093e+07,123375.1,670,0.2563,255.6,1111943.45,1495300,0.636,inlet(1),water,Lee(1966),yes,-0.266,0.0,0.846,0.03
216,0.02207,0.0693,3.8256e-04,1.19,1.093e+07,138647.4,675.4,0.2584,252.8,1098452.33,1680400,0.755,inlet(1),water,Lee(1966),yes,-0.277,0.0,0.846,0.03
217,0.02207,0.0693,3.8256e-04,1.19,1.100e+07,149513.8,1006.4,0.385,255.3,1110493.05,1812100,0.716,inlet(1),water,Lee(1966),yes,-0.271,0.0,0.846,0.03
218,0.02207,0.0693,3.8256e-04,1.19,1.107e+07,146840.5,1006.4,0.385,300.8,1345576.12,1779700,0.716,inlet(1),water,Lee(1966),yes,-0.086,0.0,0.846,0.03
219,0.02207,0.0693,3.8256e-04,1.19,1.086e+07,117038.4,1015.9,0.3886,294.7,1311824,1418500,0.477,inlet(1),water,Lee(1966),yes,-0.105,0.0,0.846,0.03
220,0.02207,0.0693,3.8256e-04,1.19,1.093e+07,119951,1017.2,0.3891,276.3,1214614.55,1453800,0.517,inlet(1),water,Lee(1966),yes,-0.185,0.0,0.846,0.03
221,0.02207,0.0693,3.8256e-04,1.19,1.100e+07,135173.8,1015.9,0.3886,254.9,1108562.34,1638300,0.596,inlet(1),water,Lee(1966),yes,-0.272,0.0,0.846,0.03
222,0.02207,0.0693,3.8256e-04,1.19,1.107e+07,151766.3,1344.1,0.5142,258,1123567.05,1839400,0.755,inlet(1),water,Lee(1966),yes,-0.263,0.0,0.846,0.03
223,0.02207,0.0693,3.8256e-04,1.19,1.093e+07,152525.4,1340,0.5126,277.3,1219728.49,1848600,0.636,inlet(1),water,Lee(1966),yes,-0.181,0.0,0.846,0.03
224,0.02207,0.0693,3.8256e-04,1.19,1.117e+07,136749.7,1338.7,0.5121,299,1335348.3,1657400,0.596,inlet(1),water,Lee(1966),yes,-0.098,0.0,0.846,0.03
225,0.02207,0.0693,3.8256e-04,1.19,1.100e+07,113853.6,1345.4,0.5147,304.1,1364497.25,1379900,0.437,inlet(1),water,Lee(1966),yes,-0.068,0.0,0.846,0.03
226,0.02207,0.0693,3.8256e-04,1.19,1.114e+07,112418,1340,0.5126,277.3,1219649.29,1362500,0.437,inlet(1),water,Lee(1966),yes,-0.19,0.0,0.846,0.03
227,0.02207,0.0693,3.8256e-04,1.19,1.134e+07,130099.5,1013.2,0.3876,278.8,1227263.57,1576800,0.596,inlet(1),water,Lee(1966),yes,-0.192,0.0,0.846,0.03
228,0.02207,0.0693,3.8256e-04,1.19,1.114e+07,135784.4,1342.7,0.5137,238.8,1032156.79,1645700,0.676,inlet(1),water,Lee(1966),yes,-0.34,0.0,0.846,0.03
229,0.0283,0.0889,6.2902e-04,1.19,1.110e+07,142797.5,339.1,0.2133,299.8,1339906.96,1349700,0.676,inlet(2),water,Lee(1966),yes,-0.092,0.0,0.846,0.03
230,0.0283,0.0889,6.2902e-04,1.19,1.103e+07,170263,344.5,0.2167,277.5,1220714.99,1609300,0.676,inlet(2),water,Lee(1966),yes,-0.184,0.0,0.846,0.03
231,0.0283,0.0889,6.2902e-04,1.19,1.107e+07,192459.7,345.9,0.2176,256.8,1117746.17,1819100,0.755,inlet(2),water,Lee(1966),yes,-0.268,0.0,0.846,0.03
232,0.0283,0.0889,6.2902e-04,1.19,1.107e+07,159693.6,695.8,0.4377,294.5,1310547.01,1509400,0.596,inlet(2),water,Lee(1966),yes,-0.114,0.0,0.846,0.03
233,0.0283,0.0889,6.2902e-04,1.19,1.114e+07,158529.8,672.7,0.4231,293.3,1303940.48,1498400,0.596,inlet(2),water,Lee(1966),yes,-0.122,0.0,0.846,0.03
234,0.0283,0.0889,6.2902e-04,1.19,1.086e+07,177520.8,697.1,0.4385,282.4,1246111.12,1677900,0.636,inlet(2),water,Lee(1966),yes,-0.157,0.0,0.846,0.03
235,0.0283,0.0889,6.2902e-04,1.19,1.107e+07,177520.8,684.9,0.4308,276,1213034.46,1677900,0.676,inlet(2),water,Lee(1966),yes,-0.192,0.0,0.846,0.03
236,0.0283,0.0889,6.2902e-04,1.19,1.100e+07,159693.6,1013.2,0.6373,298.6,1333285.28,1509400,0.517,inlet(2),water,Lee(1966),yes,-0.093,0.0,0.846,0.03
237,0.0283,0.0889,6.2902e-04,1.19,1.107e+07,187413.1,1007.7,0.6339,277.3,1219675.58,1771400,0.676,inlet(2),water,Lee(1966),yes,-0.187,0.0,0.846,0.03
238,0.0283,0.0889,6.2902e-04,1.19,1.100e+07,209334.7,1021.3,0.6424,254.7,1107597.61,1978600,0.676,inlet(2),water,Lee(1966),yes,-0.273,0.0,0.846,0.03
239,0.0283,0.0889,6.2902e-04,1.19,1.100e+07,158529.8,1340,0.8429,300.6,1344523.32,1498400,0.358,inlet(2),water,Lee(1966),yes,-0.084,0.0,0.846,0.03
240,0.0283,0.0889,6.2902e-04,1.19,1.103e+07,191190.1,1344.1,0.8455,278.9,1227904.15,1807100,0.517,inlet(2),water,Lee(1966),yes,-0.178,0.0,0.846,0.03
241,0.0283,0.0889,6.2902e-04,1.19,1.110e+07,222792.4,1333.2,0.8386,255.6,1111940.5,2105800,0.636,inlet(2),water,Lee(1966),yes,-0.274,0.0,0.846,0.03
242,0.0283,0.0889,6.2902e-04,1.19,1.231e+07,124801,344.5,0.2167,309.4,1393587.47,1179600,0.557,inlet(2),water,Lee(1966),yes,-0.094,0.0,0.846,0.03
243,0.0283,0.0889,6.2902e-04,1.19,1.245e+07,148320.2,344.5,0.2167,289.6,1283101.84,1401900,0.755,inlet(2),water,Lee(1966),yes,-0.194,0.0,0.846,0.03
244,0.0283,0.0889,6.2902e-04,1.19,1.238e+07,178737.5,336.4,0.2116,264.5,1155211.21,1689400,0.755,inlet(2),water,Lee(1966),yes,-0.3,0.0,0.846,0.03
245,0.0283,0.0889,6.2902e-04,1.19,1.238e+07,134185.4,674.1,0.424,311.9,1408329.93,1268300,0.557,inlet(2),water,Lee(1966),yes,-0.084,0.0,0.846,0.03
246,0.0283,0.0889,6.2902e-04,1.19,1.245e+07,160846.9,698.5,0.4394,283.9,1253134.96,1520300,0.755,inlet(2),water,Lee(1966),yes,-0.22,0.0,0.846,0.03
247,0.0283,0.0889,6.2902e-04,1.19,1.231e+07,170263,672.7,0.4231,278.3,1224327.28,1609300,0.795,inlet(2),water,Lee(1966),yes,-0.238,0.0,0.846,0.03
248,0.0283,0.0889,6.2902e-04,1.19,1.252e+07,181192.1,676.8,0.4257,264.6,1155685.39,1712600,0.835,inlet(2),water,Lee(1966),yes,-0.307,0.0,0.846,0.03
249,0.0283,0.0889,6.2902e-04,1.19,1.231e+07,131011.4,1007.7,0.6339,309,1391234.04,1238300,0.557,inlet(2),water,Lee(1966),yes,-0.096,0.0,0.846,0.03
250,0.0283,0.0889,6.2902e-04,1.19,1.238e+07,158529.8,1007.7,0.6339,287.3,1270973.33,1498400,0.676,inlet(2),water,Lee(1966),yes,-0.201,0.0,0.846,0.03
251,0.0283,0.0889,6.2902e-04,1.19,1.217e+07,183667.8,1011.8,0.6364,266.1,1163121.35,1736000,0.755,inlet(2),water,Lee(1966),yes,-0.283,0.0,0.846,0.03
252,0.0283,0.0889,6.2902e-04,1.19,1.245e+07,141718.3,1353.6,0.8514,306.4,1375902.82,1339500,0.595,inlet(2),water,Lee(1966),yes,-0.115,0.0,0.846,0.03
253,0.0283,0.0889,6.2902e-04,1.19,1.245e+07,166708.1,1321,0.8309,289.2,1280977.61,1575700,0.636,inlet(2),water,Lee(1966),yes,-0.196,0.0,0.846,0.03
254,0.0283,0.0889,6.2902e-04,1.19,1.248e+07,202764.6,1349.5,0.8489,310.8,1401610.93,1916500,0.755,inlet(2),water,Lee(1966),yes,-0.094,0.0,0.846,0.03
255,0.0283,0.0889,6.2902e-04,1.19,1.114e+07,152816.7,671.4,0.4223,297.6,1327574.74,1444400,NaN,inlet(2),water,Lee(1966),yes,-0.103,0.0,0.846,0.03
256,0.0283,0.0889,6.2902e-04,1.19,1.114e+07,151695.2,691.7,0.4351,295.9,1318172.25,1433800,NaN,inlet(2),water,Lee(1966),yes,-0.111,0.0,0.846,0.03
257,0.0283,0.0889,6.2902e-04,1.19,1.107e+07,201452.7,687.6,0.4325,254.9,1108561.77,1904100,NaN,inlet(2),water,Lee(1966),yes,-0.275,0.0,0.846,0.03
258,0.0283,0.0889,6.2902e-04,1.19,1.079e+07,204065.9,1021.3,0.6424,254.9,1108564.39,1928800,NaN,inlet(2),water,Lee(1966),yes,-0.262,0.0,0.846,0.03
259,0.0283,0.0889,6.2902e-04,1.19,1.107e+07,158529.8,1341.4,0.8438,300.3,1342753.63,1498400,NaN,inlet(2),water,Lee(1966),yes,-0.088,0.0,0.846,0.03
260,0.0283,0.0889,6.2902e-04,1.19,1.107e+07,218698,1337.3,0.8412,254.4,1106151.19,2067100,NaN,inlet(2),water,Lee(1966),yes,-0.277,0.0,0.846,0.03
261,0.0283,0.0889,6.2902e-04,1.19,1.107e+07,158529.8,1341.4,0.8438,300.3,1342753.63,1498400,NaN,inlet(2),water,Lee(1966),yes,-0.088,0.0,0.846,0.03
262,0.0283,0.0889,6.2902e-04,1.19,1.110e+07,192459.7,1345.4,0.8463,278.1,1223764.44,1819100,NaN,inlet(2),water,Lee(1966),yes,-0.185,0.0,0.846,0.03
263,0.0283,0.0889,6.2902e-04,1.19,1.203e+07,146098.4,345.9,0.2176,289.1,1280714.25,1380900,NaN,inlet(2),water,Lee(1966),yes,-0.178,0.0,0.846,0.03
264,0.0283,0.0889,6.2902e-04,1.19,1.252e+07,156244.6,344.5,0.2167,287.1,1269839.44,1476800,NaN,inlet(2),water,Lee(1966),yes,-0.209,0.0,0.846,0.03
265,0.0283,0.0889,6.2902e-04,1.19,1.238e+07,177520.8,340.4,0.2141,263.5,1150302.85,1677900,NaN,inlet(2),water,Lee(1966),yes,-0.304,0.0,0.846,0.03
266,0.0283,0.0889,6.2902e-04,1.19,1.252e+07,158529.8,695.8,0.4377,287.1,1269839.44,1498400,NaN,inlet(2),water,Lee(1966),yes,-0.209,0.0,0.846,0.03
267,0.0283,0.0889,6.2902e-04,1.19,1.238e+07,182429.9,693.1,0.436,264.9,1157177.95,1724300,NaN,inlet(2),water,Lee(1966),yes,-0.299,0.0,0.846,0.03
268,0.0283,0.0889,6.2902e-04,1.19,1.252e+07,133138,1009.1,0.6347,308.5,1388004.27,1258400,NaN,inlet(2),water,Lee(1966),yes,-0.107,0.0,0.846,0.03
269,0.0283,0.0889,6.2902e-04,1.19,1.093e+07,132069.4,367.6,0.2312,298.1,1330564.26,1248300,0.994,outlet,water,Lee(1966),yes,-0.093,0.0,0.165,0.03
270,0.0283,0.0889,6.2902e-04,1.19,1.107e+07,148320.2,368.9,0.232,281,1238732.9,1401900,0.954,outlet,water,Lee(1966),yes,-0.171,0.0,0.165,0.03
271,0.0283,0.0889,6.2902e-04,1.19,1.086e+07,148320.2,370.3,0.2329,276.6,1216172.59,1401900,0.954,outlet,water,Lee(1966),yes,-0.18,0.0,0.165,0.03
272,0.0283,0.0889,6.2902e-04,1.19,1.100e+07,164348.8,370.3,0.2329,253.3,1100856.26,1553400,0.994,outlet,water,Lee(1966),yes,-0.278,0.0,0.165,0.03
273,0.0283,0.0889,6.2902e-04,1.19,1.086e+07,146098.4,668.7,0.4206,297.5,1327291.42,1380900,0.994,outlet,water,Lee(1966),yes,-0.093,0.0,0.165,0.03
274,0.0283,0.0889,6.2902e-04,1.19,1.100e+07,157387.2,690.4,0.4343,279.9,1233072.85,1487600,0.994,outlet,water,Lee(1966),yes,-0.173,0.0,0.165,0.03
275,0.0283,0.0889,6.2902e-04,1.19,1.093e+07,150563.1,1015.9,0.639,298.5,1332797.53,1423100,1.153,outlet,water,Lee(1966),yes,-0.091,0.0,0.165,0.03
276,0.0283,0.0889,6.2902e-04,1.19,1.100e+07,171469.1,1006.4,0.633,278.6,1226373,1620700,1.073,outlet,water,Lee(1966),yes,-0.178,0.0,0.165,0.03
277,0.0283,0.0889,6.2902e-04,1.19,1.086e+07,196289.7,1005,0.6322,254.5,1106633.91,1855300,0.994,outlet,water,Lee(1966),yes,-0.267,0.0,0.165,0.03
278,0.0283,0.0889,6.2902e-04,1.19,1.079e+07,146098.4,1340,0.8429,303.6,1361882.15,1380900,1.153,outlet,water,Lee(1966),yes,-0.063,0.0,0.165,0.03
279,0.0283,0.0889,6.2902e-04,1.19,1.086e+07,178737.5,1360.4,0.8557,278.4,1225401.33,1689400,1.073,outlet,water,Lee(1966),yes,-0.173,0.0,0.165,0.03
280,0.0283,0.0889,6.2902e-04,1.19,1.086e+07,205367.2,1342.7,0.8446,256.9,1118237.97,1941100,0.994,outlet,water,Lee(1966),yes,-0.258,0.0,0.165,0.03
