dataset,n,model,split,split_warning,R2,median_fold_R2,worst_fold_R2,RMSE_log,MAE_log,MAPE_pct,n_groups,seconds
ATF_surface,65,CatBoost,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",-0.11448070510154484,-5.125663172495347,-13.599915096059668,0.42001504806040796,0.3528043200256017,41.53010718930098,10.0,0.3
ATF_surface,65,GPR_Matern,I_random,,0.7354901603530977,0.7350993187300985,0.5751137423384172,0.20462066391819647,0.16202761089817508,16.7690434160577,,0.1
ATF_surface,65,GPR_Matern,II_condition_wise,,-1.3828010583387549,-5.145784563502581,-7.977598446248086,0.6141471849186887,0.5415628523087992,53.50152417001897,2.0,0.0
ATF_surface,65,GPR_Matern,III_surface_wise,DEGENERATE: 65 groups for 65 rows -> equivalent to random split,0.6226509426635412,0.674146391452164,0.28951111388109196,0.2443994408927554,0.19257314395088132,19.642135063067716,65.0,0.1
ATF_surface,65,GPR_Matern,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",-0.2390379335461168,-5.9827091900925256,-17.11143326077533,0.4428645061303346,0.37353641230149465,44.99494701767837,10.0,0.3
ATF_surface,65,Stacking_RF_XGB_SVR,I_random,,0.7049933037301322,0.709501758652348,0.4715846227970927,0.2160948965245851,0.16037567090255492,17.311451245028696,,4.4
ATF_surface,65,Stacking_RF_XGB_SVR,II_condition_wise,,-1.4040653622429997,-5.265822265076062,-8.221946916604322,0.6168814471466123,0.5447031282798547,54.094942570635766,2.0,1.7
ATF_surface,65,Stacking_RF_XGB_SVR,III_surface_wise,DEGENERATE: 65 groups for 65 rows -> equivalent to random split,0.7185020107820093,0.733648257431631,0.4848868437097459,0.21108930102425813,0.16722868466117213,17.5825644294484,65.0,4.4
ATF_surface,65,Stacking_RF_XGB_SVR,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",-0.3947331897507935,-8.221946916604326,-23.15107965576914,0.46986613095750707,0.39965849263041936,47.997813839149686,10.0,8.6
pin_fin,175,Linear,I_random,,0.936457794371929,0.937012959834809,0.8969765675470939,0.15595139211697395,0.11050470205214417,10.992487173979827,,0.0
