,count,mean,std,min,25%,50%,75%,max
Lh_mm,257.0,974.4824902723735,458.10798984112284,467.0,506.0,984.0,1420.0,2146.0
G_kg_m2s,257.0,799.4669260700389,375.07285734361625,145.0,483.0,718.0,1040.0,2062.0
Psys_bar,257.0,3.835680933852141,1.5656749066853322,1.74,2.37,3.19,5.38,6.8
rho_l_over_rho_g,257.0,69.97821011673152,30.01885982547145,31.3,40.4,70.7,96.7,131.7
xe,257.0,0.5514941634241245,0.3287269492943403,-0.056,0.25,0.54,0.856,1.169
Q_watt,257.0,3800.770428015564,2040.3977797073253,919.0,2287.0,3296.0,4906.0,12186.0
CHF_kW_m2,257.0,180.90856031128405,79.27759134165736,37.7,121.1,165.7,228.8,419.8
