R2,rRMSE,MAPE_%,RMSE_kW_m2,within_10pct_%,coverage_95pct_%,n,arch,single_model_R2_mean,single_model_R2_std
0.7304251790046692,0.29810136556625366,24.220561981201172,564.86474609375,27.27272727272727,18.181818181818183,11,mlp,0.7282411456108093,0.013955813393620155
0.7722810506820679,0.22769811749458313,19.922334671020508,519.1637573242188,27.27272727272727,9.090909090909092,11,transformer,0.7697351813316345,0.004013006063255303
